probe_id,GSM3584982,GSM3584983,GSM3584984,GSM3584985,GSM3584986,GSM3584987,GSM3584988,GSM3584989,GSM3584990,GSM3584991,GSM3584992,GSM3584993,GSM3584994,GSM3584995,GSM3584996,GSM3584997,GSM3584998,GSM3584999,GSM3585000,GSM3585001,GSM3585002,GSM3585003,GSM3585004,GSM3585005,GSM3585006,GSM3585007,GSM3585008,GSM3585009,GSM3585010,GSM3585011,GSM3585012,GSM3585013,GSM3585014,GSM3585015,GSM3585016,GSM3585017
ILMN_1706005,7.003666967,6.839108331,6.833465137,6.538512298,6.896492954,6.685545205,7.022409849,6.961186573,6.664851276,6.693592553,6.60250205,6.987005557,6.73681189,6.830971281,6.794908103,7.018200179,6.855529196,7.041617673,6.48741375,6.901232603,6.62116387,6.740394066,6.744833837,6.681504636,7.092717106,6.634261033,6.964472147,6.552203318,6.984979391,6.887935992,6.950047715,7.059221537,7.091194937,6.919585668,6.955826002,6.957981412
ILMN_1706013,10.52384408,11.09919836,10.95449926,11.00606039,11.25257024,10.85806638,11.38933801,12.12028698,10.83349059,9.825964579,10.62073184,11.1865129,10.9576682,11.40954161,11.01550217,10.94831468,12.19101247,10.73901342,11.70777906,11.3012212,11.31414763,11.32729746,11.79886296,11.33393673,11.40954161,11.09007482,10.7340039,11.27052319,11.79133558,11.44986186,11.21074282,11.12566296,11.81490103,11.55980436,11.28421726,11.62984988
ILMN_1706015,7.086136225,7.389256518,7.225371781,7.398581764,7.368539531,7.061043833,7.030604442,7.145758498,7.167589206,7.084888898,6.970323811,7.377637786,7.181340522,7.485890281,7.208400647,7.211335262,7.210136298,7.274819326,6.553134727,7.26186342,7.070893428,6.790866799,7.288132012,7.223416699,7.394430214,6.66129226,7.087141349,7.423402453,7.161952556,7.297211569,7.203514856,7.107692624,7.714596781,7.281947584,6.997927883,7.440334388
ILMN_1706021,6.515102474,6.468408059,6.680119734,6.438161772,6.596415671,6.668025406,6.540920559,6.406172788,6.568704675,6.420725838,6.453582427,6.457256498,6.380362672,6.377670647,6.446957954,6.574106096,6.609234714,6.554821376,6.471428895,6.590416931,6.451773091,6.425120515,6.450773865,6.519338415,6.420725838,6.330441604,6.432352085,6.505961883,6.394917342,6.50752438,6.657128947,6.49197453,6.471367308,6.305716324,6.456074344,6.54045097
ILMN_1706027,6.690130284,6.451148656,6.567495206,6.822015498,6.679799952,6.611807261,6.628086472,6.462564239,6.568704675,6.68171758,6.702985937,6.457256498,6.772189588,6.56815766,6.43013572,6.591947281,6.732244528,6.821991348,6.639696987,6.682036937,6.659725669,6.637612881,6.635855505,6.694331503,6.503494503,6.621885371,6.743559439,6.611136604,6.496520937,6.679799952,6.345371643,6.668186616,6.710389017,6.380362672,6.667299738,6.509535105
ILMN_1706028,6.643637583,6.652356117,6.767131098,6.894588134,6.971456464,6.79756328,6.586953484,6.892933719,6.859958257,6.847911517,6.720529291,6.694278734,6.772189588,6.772189588,6.917711114,6.69380372,6.496460413,6.782799702,6.76069475,6.776507805,7.012412916,6.594663902,6.864045415,6.762054809,6.710884686,6.749005979,6.858593294,7.052115156,6.950312876,6.666466113,6.783246304,7.133473077,6.874189643,6.567379965,6.852553153,6.70788198
ILMN_1706031,6.381542951,6.326293287,6.200006883,6.344699403,6.184800224,6.31631582,6.315938604,6.168862019,6.47720632,6.350537429,6.290088682,6.358751086,6.304057418,6.458313395,6.308097664,6.333087569,6.329558536,6.211040225,6.344430419,6.232311901,6.187314579,6.282526857,6.30709729,6.314394422,6.406301652,6.345371643,6.449336264,6.357152089,6.329762369,6.311851501,6.380034645,6.590530346,6.324385141,6.323088888,6.338364985,6.230493576
ILMN_1706051,6.719751796,6.551329575,6.3956315,6.554763248,6.728126657,6.573704559,6.422893004,6.659725669,6.609178738,6.781310033,6.77323913,6.665389756,6.499302329,6.654744506,6.651051691,6.69380372,6.546660655,6.668804421,6.604131992,6.470936129,6.553949217,6.831379226,6.6081708,6.561316878,6.612812662,6.583225257,6.669153498,6.830875278,6.523977693,6.489239793,6.506172318,6.768986268,6.63167314,6.532149276,6.653876458,6.66404318
ILMN_1706056,6.29336714,6.415677758,6.256458893,6.307304321,6.401396717,6.406945799,6.386483076,6.190947017,6.589282291,6.398419818,6.400491354,6.489908763,6.448147599,6.426328297,6.344632161,6.371083588,6.530317657,6.413435608,6.302084986,6.459121088,6.356818742,6.393845443,6.340018658,6.449898974,6.379181426,6.47438196,6.432352085,6.441372309,6.362740843,6.35100613,6.311438713,6.370225057,6.361279213,6.458313395,6.43910679,6.360015703
ILMN_1706057,9.206168006,9.132080988,9.411651412,10.14305461,10.24126773,9.47602506,9.289525538,9.409274404,9.410491503,9.431537175,9.300473898,10.08390234,9.43025454,9.699138625,9.555976174,9.350252786,9.248677823,9.415653753,9.950130583,9.591033517,9.589168777,9.340212588,9.355955847,9.401833028,9.608667858,9.191498572,9.688117824,9.213334393,9.387209581,9.193002591,9.752554875,9.493813762,9.551660931,9.43025454,9.218998883,9.276115591
ILMN_1706065,6.337351595,6.468408059,6.431972378,6.506532992,6.464607629,6.428740831,6.299416184,6.406172788,6.547069789,6.474689224,6.269268384,6.478371292,6.421236052,6.458313395,6.446957954,6.765374009,6.47769695,6.52866129,6.518980929,6.492520856,6.39270771,6.355951677,6.242957541,6.208419123,6.489908763,6.414653208,6.432352085,6.552203318,6.380100256,6.489239793,6.521124519,6.590530346,6.416317733,6.631066792,6.473459776,6.54045097
ILMN_1706068,6.626594,6.652356117,6.640628377,6.4556697,6.646695067,6.472721605,6.628086472,6.600081845,6.547069789,6.744069334,6.585304007,6.665389756,6.677025538,6.596923852,6.560043282,6.591947281,6.329558536,6.489969563,6.76069475,6.547245097,6.524868154,6.594663902,6.420279252,6.70762058,6.590019908,6.73363166,6.642708135,6.712422782,6.710571652,6.39069009,6.849381405,6.72815243,6.505991947,6.583880529,6.489726347,6.426645966
ILMN_1706070,6.609962203,6.535511034,6.654636029,6.669153498,6.423020383,6.649473935,6.525194518,6.462564239,6.714817902,6.63602035,6.585304007,6.665389756,6.60267075,6.694753591,6.710702091,6.677452718,6.59375893,6.489969563,6.86858875,6.63211396,6.709240499,6.56461143,6.731061843,6.655340986,6.476408692,6.935879366,6.55752172,6.740802892,6.672586061,6.652356117,6.592173862,6.590530346,6.435259853,6.477298326,6.640628377,7.132636038
ILMN_1706075,9.236204494,9.252199509,8.92124927,8.950478577,9.133930323,8.9991352,9.156724719,8.634316044,9.244742219,8.799968386,8.763011119,8.901575451,8.92648694,8.926868754,8.619080596,8.581057892,8.953353214,9.072122451,7.815625884,8.959189672,9.112093907,9.057099451,8.87995448,8.875877312,8.533447725,8.720917882,8.911993383,8.648909059,8.924958673,8.982237383,8.882203023,8.682369525,8.777180582,8.473152251,8.681690964,8.814430743
ILMN_1706077,6.592173862,6.664797417,6.640628377,6.753621958,6.443822614,6.493491592,6.525194518,6.584507033,6.646531437,6.442032416,6.636404915,6.358751086,6.460673074,6.520975761,6.413820224,6.765374009,6.59375893,6.554821376,6.569452886,6.492520856,6.62116387,6.704899204,6.567495206,6.477328993,6.540568381,6.463152784,6.381542951,6.407267764,6.579601648,6.50752438,6.730238534,6.570948145,6.63167314,6.514235856,6.43910679,6.47769695
ILMN_1706094,7.589651147,7.611499915,7.582598197,7.764620316,7.629508411,7.503795629,7.562502627,7.397091176,7.514474975,7.645153485,7.640477752,7.652519088,7.620344808,7.485890281,7.586839788,7.592541979,7.433775095,7.625141504,7.513787401,7.714011295,7.714401645,7.494128282,7.298826303,7.540039954,7.514474975,7.498939842,7.626967263,7.393032868,7.518101732,7.47748232,7.600687277,7.284754009,7.540656434,7.613789464,7.508815167,7.489908763
ILMN_1706100,6.450773865,6.502620882,6.3956315,6.438161772,6.358085053,6.293158099,6.33349421,6.444261972,6.664851276,6.398419818,6.520321046,6.413499718,6.407332149,6.377670647,6.344632161,6.390038643,6.292774779,6.374973589,6.48741375,6.426010558,6.432415359,6.368572599,6.340018658,6.37573059,6.590019908,6.360813838,6.496702496,6.252091967,6.452834011,6.525283514,6.412088644,6.452553255,6.34321937,6.418874797,6.302604309,6.230493576
ILMN_1706101,6.534862883,6.765876253,6.693354953,6.506532992,6.596415671,6.79756328,6.49197453,6.600081845,6.714817902,6.519993577,6.755494569,6.71395924,6.73681189,6.68171758,6.621885371,6.591947281,6.513607979,6.731370463,6.716949337,6.708770388,6.611416082,6.904794251,6.6081708,6.491427997,6.731061843,6.583225257,6.601320597,6.639696987,6.620775221,6.63805189,6.730238534,6.812517673,6.380165864,6.380362672,6.456074344,6.678360057
ILMN_1706117,10.92220427,10.98449668,10.47262931,10.53226736,9.691789774,11.13907408,10.07947973,10.20686637,11.30613831,10.34759201,10.28047642,9.801230688,10.61485621,10.8857758,10.18896342,11.05024546,9.076137403,11.12242605,10.53325229,10.02256222,10.83229368,10.62885974,10.69114538,9.474113051,9.398492696,10.04568986,10.77509894,11.22100117,10.02418213,10.4929153,10.65334724,10.77391343,9.615176782,9.651248789,9.659874298,10.40001824
ILMN_1706118,6.835906853,6.854065561,6.938733098,6.904246877,6.542562918,6.960879537,7.105511739,6.823222471,6.910347462,7.380559452,7.15604476,6.858593294,6.784188674,6.694753591,6.651051691,6.591947281,6.988512558,6.795203364,6.639696987,6.839012867,6.863341558,6.728513207,6.945443836,6.748904363,6.767131098,7.284105509,6.707411425,7.290437809,6.962852199,6.947703344,6.741849979,6.668186616,6.435259853,6.835954689,6.802516365,6.897707971
ILMN_1706140,6.573015949,6.486073182,6.468284625,6.363271978,6.596415671,6.858522658,6.586953484,6.584507033,6.589282291,6.463338591,6.619553069,6.446268764,6.60267075,6.668401534,6.636734461,6.503765519,6.530317657,6.643254942,6.658211483,6.672505704,6.497851837,6.615546044,6.622440125,6.54771248,6.70149025,6.60856286,6.707411425,6.862637358,6.685545205,6.652356117,6.491427997,6.93239373,6.522670688,6.631066792,6.626981085,6.737093669
ILMN_1706149,6.813343945,6.911391988,6.790471919,6.718714483,6.712344613,6.649473935,6.71570205,6.630294707,6.664851276,6.646695067,6.5042472,6.851323154,6.713152153,6.694753591,6.591324001,6.53959945,6.638161622,6.580401337,6.344430419,6.642926882,6.57295855,6.514684171,6.594154925,6.561316878,6.929437754,6.451804306,6.743559439,6.712422782,6.646585983,6.846202669,6.849381405,6.628749297,6.63167314,6.631066792,6.782551531,6.47769695
ILMN_1706154,6.515102474,6.581428856,6.567495206,6.522670688,6.773488909,6.554763248,6.47542639,6.51772903,6.568704675,6.374973589,6.536688744,6.605198887,6.552028611,6.505270239,6.591324001,6.371083588,6.623936898,6.681398152,6.639696987,6.568877373,6.57295855,6.49409797,6.6081708,6.491427997,6.590019908,6.497488986,6.465380885,6.457971542,6.509954903,6.576570234,6.565015505,6.648166899,6.659022852,6.458313395,6.667299738,6.572154724
ILMN_1706176,6.450773865,6.625266061,6.667864178,6.569683027,6.464607629,6.472721605,6.586953484,6.600081845,6.452272445,6.612030744,6.60250205,6.55383289,6.473459776,6.309097346,6.396929062,6.69380372,6.513607979,6.617773543,6.569452886,6.717546613,6.460673074,6.693381355,6.817904219,6.602445812,6.4630289,6.85316776,6.642708135,6.639696987,6.466987932,6.50752438,6.64467567,6.628749297,6.697888998,6.399455958,6.43910679,6.70788198
ILMN_1706186,6.381542951,6.291275368,6.485890281,6.344699403,6.336979841,6.383966053,6.45812694,6.406172788,6.502440066,6.245768759,6.345170004,6.435764954,6.319808947,6.536924171,6.575825706,6.44783463,6.530317657,6.374973589,6.38252578,6.470936129,6.403399428,6.368572599,6.420279252,6.54771248,6.450023991,6.47438196,6.397253271,6.305059902,6.224147881,6.471182533,6.311438713,6.552028611,6.505991947,6.514235856,6.267212303,6.461603465
ILMN_1706193,6.719751796,6.805230888,6.654636029,6.642544052,6.819114636,6.649473935,6.748904363,6.584507033,6.714817902,6.670334363,6.669583015,6.71395924,6.448147599,6.734658307,6.794908103,6.711640904,6.680173024,6.617773543,7.168634135,6.642926882,6.984245821,6.637612881,6.787877832,6.762054809,6.784188674,6.73363166,6.614207892,6.521332753,6.452834011,6.63805189,6.730238534,6.628749297,6.645494685,6.745750708,6.626981085,6.779719355
ILMN_1706200,6.734093742,6.839108331,6.893715207,6.742947328,6.971456464,6.817613568,6.848267273,6.85408918,7.043897238,6.756354144,6.792888866,6.82254669,6.652356117,6.759888183,7.122435852,7.09863029,6.957563778,6.795203364,6.934941753,6.783791962,6.563658517,6.777479493,7.042011673,6.84377833,6.740036248,6.893485402,6.755241656,6.536924171,6.825633393,6.63805189,6.9341376,6.747989496,6.882758823,6.798889038,6.898166203,7.09423767
ILMN_1706203,6.381542951,6.486073182,6.238911316,6.344699403,6.272453064,6.361943774,6.351474678,6.425756316,6.34590921,6.338229907,6.269268384,6.334916552,6.072924307,6.272134912,6.2135093,6.31322661,6.310956977,6.400491354,6.437531417,6.358751086,6.343353981,6.355951677,6.495552239,6.27985676,6.39319542,6.280489598,6.397253271,6.288481612,6.345573254,6.410676188,6.428169806,6.245408653,6.398095872,6.341906253,6.388473969,6.146202223
ILMN_1706207,6.554298144,6.343959576,6.431972378,6.271533767,6.48625606,6.383966053,6.47542639,6.168862019,6.502440066,6.398419818,6.436080552,6.334916552,6.36453264,6.458313395,6.666304711,6.352244107,6.562647164,6.38736463,6.323703048,6.426010558,6.368638734,6.435386145,6.372733175,6.390592392,6.4630289,6.375566058,6.348057476,6.457971542,6.329762369,6.291763719,6.380034645,6.668186616,6.471367308,6.514235856,6.302604309,6.410611953
ILMN_1706213,6.775660158,6.625266061,6.893715207,6.70680209,6.773488909,6.472721605,6.667434148,6.753621958,6.761752684,6.670334363,6.619553069,6.635580722,6.614431003,6.654744506,6.725856808,6.820469097,6.766077102,6.62990851,6.716949337,6.568877373,6.709240499,6.873537325,6.773488909,6.628694074,6.70149025,6.815577369,6.614207892,6.895644128,6.607274264,6.576570234,6.69380372,6.768986268,6.617105654,6.532149276,6.792494539,6.7513919
ILMN_1706217,7.031607227,7.144774099,7.006687339,7.120571714,7.054707084,6.79756328,7.27414869,6.883661542,6.714817902,6.731370463,7.280665337,6.749361579,6.898944862,6.92395768,7.059057622,6.880186451,7.445391136,6.554821376,6.838416076,7.342226225,7.033548143,6.523977693,6.929706729,7.018200179,6.992680896,6.521005514,6.838487704,7.037796512,7.01752549,7.201975368,6.974153823,6.532149276,6.969669952,6.884031725,7.252934166,6.839227651
ILMN_1706225,6.554298144,6.625266061,6.767131098,6.506532992,6.773488909,6.592910003,7.030604442,6.659725669,6.897570474,6.706312867,6.835667652,6.799919342,6.73681189,6.772189588,6.754330799,6.644184038,6.766077102,6.963027416,7.089370225,6.768460043,6.679320147,6.740394066,7.131545212,6.857651188,6.891507563,6.634261033,6.669153498,6.611136604,6.659725669,6.809792484,6.669421961,6.552028611,6.734401714,6.798889038,6.82293289,6.793381623
ILMN_1706232,6.573015949,6.535511034,6.485890281,6.381739571,6.358085053,6.472721605,6.508815167,6.688833098,6.297750014,6.497247035,6.487840034,6.424611673,6.499302329,6.48942227,6.380362672,6.53959945,6.59375893,6.439547586,6.503283677,6.470936129,6.57295855,6.523977693,6.357018759,6.491427997,6.364731591,6.508695143,6.280278683,6.536924171,6.72347996,6.431086007,6.3956315,6.570948145,6.435259853,6.719233232,6.640628377,6.617884827
ILMN_1706238,7.582954515,7.710336832,7.516446196,7.587621271,7.379050116,7.769336977,7.27414869,7.486652217,7.514474975,7.715598061,6.993367301,7.506638171,7.82131499,7.407975835,7.357085426,7.437405312,7.389908318,7.642790169,7.168634135,7.783320724,7.58182825,6.904794251,7.595102044,7.521184017,7.747163075,7.470658874,7.680545999,7.442755044,7.566976551,7.747074048,7.367811832,7.735761138,7.689177363,7.48112669,7.571206783,7.340069251
ILMN_1706240,6.626594,6.567091824,6.654636029,6.65599141,6.542562918,6.685545205,6.641996976,6.688833098,6.628086472,6.876493692,6.902146685,6.722600567,6.772189588,6.68171758,6.666304711,6.609010797,6.623936898,6.681398152,6.900112063,6.568877373,6.592400407,6.728513207,6.898257831,6.721617082,6.669475648,6.873164439,6.614207892,6.768936159,6.813052373,6.762029634,6.536688744,6.907209338,6.659022852,6.399455958,6.653876458,6.693064499
ILMN_1706246,6.847389584,6.713933212,6.581657095,6.68182404,6.62990851,6.630680801,6.769537345,6.753621958,6.730958955,6.577085452,6.585304007,6.784188674,6.73681189,6.694753591,6.710702091,6.521897811,6.652573407,6.731370463,6.536217776,6.525283514,6.788841894,6.465504568,6.773488909,6.668508982,6.731061843,6.583225257,6.964472147,6.639696987,6.659725669,6.781111294,6.792888866,6.668186616,6.722548821,6.691109019,6.812930868,6.80876921
ILMN_1706248,6.29336714,6.451148656,6.3956315,6.4556697,6.315424061,6.339107685,6.508815167,6.406172788,6.589282291,6.38612377,6.520321046,6.392415004,6.448147599,6.426328297,6.43013572,6.371083588,6.292774779,6.452522057,6.471428895,6.358751086,6.460673074,6.368572599,6.30709729,6.360215278,6.420725838,6.388473969,6.432352085,6.441372309,6.496520937,6.542592229,6.3956315,6.328946865,6.361279213,6.550105445,6.640628377,6.572154724
ILMN_1706255,6.734093742,6.652356117,6.732244528,6.642544052,6.773488909,6.960879537,6.780017741,6.883661542,6.819598518,6.65864427,7.065293727,6.758879341,6.828713505,6.98271275,6.917711114,6.801781833,6.680173024,6.69369814,6.838416076,6.700676154,6.908847471,7.052835603,6.773488909,6.84377833,6.720632926,6.85316776,6.656045599,6.991199722,6.698283734,6.7510368,6.730238534,6.668186616,6.63167314,6.847958956,6.812930868,6.985798822
ILMN_1706261,7.21663564,7.573216828,7.25608357,7.587621271,7.317429745,6.837771264,7.055015336,7.230711896,7.188139233,7.574908836,7.419034463,7.572585401,7.314840689,7.274183995,7.239815476,7.35244476,7.349264472,6.963027416,7.089370225,7.390592392,7.238911316,7.283614558,7.396604781,7.413483691,7.366686485,7.498939842,7.614166054,7.007069752,7.105789489,7.641449692,7.37391971,6.907209338,7.493157975,7.20368169,7.218489851,7.013851338
ILMN_1706262,6.534862883,6.433047954,6.51892134,6.506532992,6.380625039,6.472721605,6.641996976,6.600081845,6.714817902,6.442032416,6.60250205,6.635580722,6.627533884,6.377670647,6.606657572,6.677452718,6.459835209,6.554821376,6.536217776,6.525283514,6.41317914,6.465504568,6.691003242,6.449898974,6.337216423,6.60856286,6.542562918,6.48942227,6.437531417,6.608338839,6.506172318,6.668186616,6.522670688,6.458313395,6.505751418,6.617884827
ILMN_1706265,6.592173862,6.567091824,6.693354953,6.642544052,6.596415671,6.741824449,6.641996976,6.569366574,6.699020286,6.554472576,6.487840034,6.563745171,6.394527653,6.654744506,6.591324001,6.609010797,6.66651991,6.744375184,6.518980929,6.470936129,6.649582801,6.57439284,6.635855505,6.54771248,6.831163269,6.533359231,6.55752172,6.567639243,6.736606925,6.431086007,6.459866249,6.70725454,6.416317733,6.646367789,6.692589086,6.617884827
ILMN_1706266,7.049105977,6.831355232,6.893715207,6.731113284,6.819114636,7.193562694,6.819888769,6.790101621,6.970127684,6.706312867,6.5042472,6.775685096,6.973653887,6.92395768,6.90488546,6.591947281,6.864350312,6.872814771,6.48741375,6.818533762,6.535275377,6.594663902,6.864045415,6.924812504,6.929437754,6.570718206,6.656045599,6.815237723,6.710571652,6.740394066,6.783246304,6.768986268,6.839728691,6.919585668,6.931946244,6.897707971
ILMN_1706268,6.858593294,6.839108331,6.853829352,7.01046453,6.712344613,6.573704559,6.919585668,6.913750741,6.910347462,6.958201171,6.77323913,6.583937495,7.189861988,6.783692766,6.754330799,6.521897811,6.836815457,7.051641524,6.658211483,6.9665273,6.758526079,7.052835603,6.929706729,6.871391914,6.905204645,7.042198268,7.052773865,6.768936159,6.78797674,6.854679524,6.82254669,6.747989496,6.811107057,7.054069819,6.750377097,7.081422913
ILMN_1706273,7.513488353,7.710336832,7.839537839,7.693170125,7.936794066,8.022483409,7.636404915,7.673121662,8.025223472,8.330993247,8.338094817,7.743712427,7.82861735,7.880696655,7.896424149,8.44400308,7.7889778,8.005422531,8.59150818,7.636487309,7.734606992,7.817383428,8.034204959,7.640025782,7.650942936,8.142841952,7.860381604,8.138795391,7.664581961,7.76800884,7.735530383,7.641996976,7.587550244,7.84634515,7.877818598,7.984386091
ILMN_1706275,7.012624539,7.055693261,7.032755396,6.939757281,6.943047554,6.685545205,6.902420796,7.026146152,7.228855122,7.024531074,6.77323913,6.89541463,7.07316782,7.189637398,7.034361299,6.93944565,7.174850044,6.808720464,6.934941753,6.972218326,6.929348084,6.937752764,7.071015362,6.789336036,6.998974995,6.718662597,6.899311144,6.927014714,7.040538805,6.940558308,7.005284291,7.059221537,7.062168821,7.193488026,7.140326287,7.09423767
ILMN_1706277,6.592173862,6.567091824,6.812420433,6.599349355,6.443822614,6.472721605,6.748904363,6.481310196,6.547069789,6.589225535,6.669583015,6.55383289,6.772189588,6.505270239,6.681131908,6.711640904,6.59375893,6.744375184,6.696835839,6.601095448,6.778475417,6.49409797,6.635855505,6.574851512,6.65864427,6.595314,6.601320597,6.830875278,6.646585983,6.525283514,6.412088644,6.51265069,6.471367308,6.691109019,6.505751418,6.556041512
ILMN_1706287,6.643637583,6.451148656,6.611416082,6.538512298,6.380625039,6.514714054,6.572499276,6.553309299,6.682249802,6.486134144,6.471305719,6.614821365,6.577600485,6.56815766,6.544905907,6.677452718,6.530317657,6.465133488,6.536217776,6.63211396,6.659725669,6.543354102,6.622440125,6.574851512,6.602052087,6.718662597,6.512171807,6.536924171,6.762457543,6.542592229,6.491427997,6.51265069,6.538688648,6.785328616,6.626981085,6.617884827
ILMN_1706301,6.775660158,6.581428856,6.790471919,6.787902559,6.789731227,6.981394302,6.866529628,6.812614906,6.699020286,6.767983769,6.653116488,6.766830035,6.639970988,6.654744506,6.740547389,6.574106096,6.808330441,6.744375184,7.353213671,6.63211396,6.737938675,7.098191629,6.864045415,6.463214722,6.792593131,6.873164439,6.68182404,6.755115182,6.74915839,6.7510368,6.69380372,6.958860247,6.790669373,6.798889038,6.802516365,6.7513919
ILMN_1706302,6.659131,6.677452718,6.485890281,6.522670688,6.464607629,6.493491592,6.654798742,6.753621958,6.180963967,6.508154909,6.487840034,6.722600567,6.689415653,6.626372762,6.681131908,6.660806259,6.513607979,6.617773543,6.677719642,6.321313179,6.709240499,6.355951677,6.58045844,6.360215278,6.602052087,6.521005514,6.364731591,6.668186616,6.593249634,6.489239793,6.657128947,6.452553255,6.398095872,6.646367789,6.521273261,6.572154724
ILMN_1706304,6.626594,6.795744519,6.938733098,6.914045315,6.612812662,6.649473935,6.866529628,6.702487547,6.897570474,6.554472576,6.55319292,6.784188674,6.664689693,6.92395768,6.681131908,6.626372762,6.934226973,6.568244044,6.677719642,6.845442531,6.582683721,6.56461143,6.663180711,6.642161121,6.720632926,6.570718206,6.669153498,6.595850817,6.698283734,6.910392892,6.657128947,6.668186616,6.916693771,6.811934137,6.870598237,6.54045097
ILMN_1706305,7.167075964,7.367017561,7.408554908,6.975826261,7.153820686,7.061043833,7.444293349,7.192386226,7.668670138,7.509894939,7.760140284,7.19244227,7.220744736,7.536747605,7.158380179,7.58094373,7.042737182,7.541712644,7.244922366,7.337858379,8.05297965,7.396134444,7.238296164,7.09423767,7.362093258,7.660671229,7.431940731,7.924328916,7.444105073,7.487809589,7.32179147,7.059221537,7.207901723,6.907983133,7.071584248,7.09423767
ILMN_1706326,9.299927798,9.229984034,8.952895642,9.471563606,8.988668551,8.781179614,9.317489701,8.866072948,9.212841777,9.47857047,9.09265705,9.212841777,9.381370887,8.952156604,8.784213465,9.00916591,8.445892703,9.199272656,8.907163807,8.96473467,9.296577335,9.008778748,8.779980446,9.042426294,9.181999257,8.865721556,9.133930323,9.233842062,8.655191889,8.876981957,9.243692411,9.279487476,9.144561689,8.725701915,8.618149094,9.083811707
ILMN_1706337,6.450773865,6.24003239,6.377670647,6.344699403,6.401396717,6.383966053,6.47542639,6.444261972,6.42620121,6.374973589,6.487840034,6.358751086,6.35010207,6.343555875,6.380362672,6.371083588,6.44174955,6.282947999,6.344430419,6.249652194,6.329014841,6.368572599,6.340018658,6.420853408,6.307649306,6.345371643,6.397253271,6.288481612,6.437531417,6.410676188,6.293994081,6.308476935,6.361279213,6.458313395,6.568474378,6.493916083
ILMN_1706342,8.251876859,8.510127284,8.219214365,8.635917325,8.164259389,8.131408801,8.44339882,8.262824481,8.07215291,8.4394374,8.551591753,8.119255557,8.176333729,8.332011111,8.200285605,8.331188393,9.022378322,8.005422531,8.36206004,8.550601051,8.230438991,8.132898881,8.203051328,8.544093614,8.499528836,8.377654217,8.328725919,8.349432031,8.328725919,8.770513737,8.385748037,8.439760065,8.493863029,8.265863625,8.624463172,8.066945353
ILMN_1706344,6.98502253,6.983209557,6.893715207,7.096395718,6.819114636,6.858522658,7.06128936,6.715442063,7.055035884,6.958201171,7.386679024,7.135204011,6.908801993,6.9914789,6.917711114,6.93944565,6.99640929,6.923710136,6.716949337,6.901232603,6.852174804,6.904794251,7.010549297,7.05651456,7.08077716,6.893485402,6.945975804,6.830875278,7.082713555,6.975869675,7.051579734,7.083237548,6.961361993,7.221330795,6.898166203,7.028199095
ILMN_1706345,6.337351595,6.415677758,6.322201307,6.506532992,6.401396717,6.406945799,6.386483076,6.347621369,6.273936846,6.245768759,6.249149375,6.381149632,6.407332149,6.292042703,6.326497582,6.31322661,6.530317657,6.374973589,6.344430419,6.381542951,6.329014841,6.393845443,6.203533394,6.298548628,6.195651827,6.388473969,6.381542951,6.505961883,6.509954903,6.525283514,6.293994081,6.370225057,6.416317733,6.532149276,6.422447089,6.377703507
ILMN_1706357,6.573015949,6.702540017,6.551912129,6.70680209,6.48625606,6.592910003,6.404883517,6.615267364,6.664851276,6.589225535,6.436080552,6.424611673,6.421236052,6.694753591,6.606657572,6.352244107,6.855529196,6.345640451,6.658211483,6.752558042,6.403399428,6.40449651,6.404883517,6.390592392,6.406301652,6.375566058,6.55752172,6.68251584,6.633270473,6.887935992,6.428169806,6.265934639,6.522670688,6.583880529,6.973153778,6.410611953
ILMN_1706369,6.674727273,6.581428856,6.640628377,6.506532992,6.579030171,6.722419449,6.810863708,6.385600984,6.42620121,6.486134144,6.970323811,6.731884683,6.590416931,6.505270239,6.754330799,6.521897811,6.546660655,6.52866129,6.604131992,6.63211396,6.506532992,6.534096512,6.622440125,6.463214722,6.489908763,6.66129226,6.601320597,6.536924171,6.566688329,6.431086007,6.362408784,6.532149276,6.435259853,6.567379965,6.71697531,6.54045097
ILMN_1706374,6.592173862,6.451148656,6.596302718,6.554763248,6.695544672,6.534862883,6.556796318,6.535923342,6.730958955,6.65864427,6.471305719,6.542504294,6.614431003,6.654744506,6.651051691,6.44783463,6.609234714,6.515640113,6.518980929,6.503946168,6.810912381,6.648330343,6.648983935,6.534096512,6.450023991,6.66129226,6.68182404,6.407267764,6.633270473,6.63805189,6.459866249,6.747989496,6.538688648,6.458313395,6.583025768,6.722807531
ILMN_1706376,8.113387012,7.900249319,8.18404882,8.294394483,8.002356884,8.262610968,8.086337306,8.094457619,8.07215291,8.085834551,8.040331238,8.124297583,8.113781622,7.973762583,8.160234334,7.885534617,8.013809052,8.213969481,8.232366415,8.245120503,8.147282027,8.098610353,8.040746342,7.957750629,8.055282436,8.198900753,7.995231816,7.944490238,8.109078746,8.180926306,8.334053154,7.821170015,8.167056952,8.328725919,8.098979129,8.086337306
ILMN_1706378,6.705292027,6.734812241,6.667864178,6.68182404,6.664150952,6.722419449,6.654798742,6.688833098,6.547069789,6.706312867,6.669583015,6.71395924,6.639970988,6.582541178,6.651051691,6.626372762,6.652573407,6.59285339,6.604131992,6.601095448,6.778475417,6.670978064,6.677078942,6.748904363,6.625266061,6.765072579,6.572671521,6.595850817,6.659725669,6.693222936,6.751442622,6.610018149,6.779420908,6.646367789,6.761803042,6.632747404
