probe_id	rho	p	q_BH
Hs.438265_at	0.895359	6.467714e-06	9.674625e-02
Hs.268849_at	-0.884528	1.194170e-05	9.674625e-02
Hs.632912_at	0.880918	1.445628e-05	9.674625e-02
Hs.334772_at	-0.873697	2.081531e-05	1.044773e-01
Hs.527061_at	0.859256	4.057095e-05	1.163633e-01
Hs.528432_at	0.859256	4.057095e-05	1.163633e-01
Hs.77695_at	-0.859256	4.057095e-05	1.163633e-01
Hs.372688_at	0.852036	5.514704e-05	1.230208e-01
Hs.35947_at	-0.852036	5.514704e-05	1.230208e-01
Hs.636206_at	0.848425	6.391497e-05	1.283221e-01
Hs.520120_at	0.841205	8.492061e-05	1.303446e-01
Hs.631627_at	0.841205	8.492061e-05	1.303446e-01
Hs.470217_at	0.837594	9.738356e-05	1.303446e-01
Hs.644922_at	-0.837594	9.738356e-05	1.303446e-01
Hs.530227_at	0.837594	9.738356e-05	1.303446e-01
Hs.498586_at	0.833984	1.113158e-04	1.396805e-01
Hs.155919_at	-0.830374	1.268489e-04	1.424619e-01
Hs.136280_at	0.826763	1.441223e-04	1.424619e-01
Hs.86092_at	0.826763	1.441223e-04	1.424619e-01
Hs.632344_at	-0.826763	1.441223e-04	1.424619e-01
Hs.143681_at	0.823153	1.632840e-04	1.424619e-01
Hs.86368_at	-0.819543	1.844901e-04	1.424619e-01
Hs.437846_at	0.819543	1.844901e-04	1.424619e-01
Hs.592769_at	0.819543	1.844901e-04	1.424619e-01
Hs.463320_at	0.819543	1.844901e-04	1.424619e-01
Hs.522818_at	0.819543	1.844901e-04	1.424619e-01
Hs.412707_at	-0.815932	2.079057e-04	1.439353e-01
Hs.436214_at	-0.815932	2.079057e-04	1.439353e-01
Hs.497123_at	0.815932	2.079057e-04	1.439353e-01
Hs.516173_at	-0.812322	2.337047e-04	1.460176e-01
Hs.537958_at	0.812322	2.337047e-04	1.460176e-01
Hs.336810_at	0.812322	2.337047e-04	1.460176e-01
Hs.591171_at	-0.808712	2.620701e-04	1.460176e-01
Hs.352253_at	0.808712	2.620701e-04	1.460176e-01
Hs.652292_at	0.808712	2.620701e-04	1.460176e-01
Hs.213603_at	0.808712	2.620701e-04	1.460176e-01
Hs.594095_at	0.805101	2.931944e-04	1.460176e-01
Hs.652138_at	0.805101	2.931944e-04	1.460176e-01
Hs.522433_at	0.805101	2.931944e-04	1.460176e-01
Hs.592123_at	0.805101	2.931944e-04	1.460176e-01
Hs.312485_at	0.801491	3.272795e-04	1.460176e-01
Hs.230601_at	-0.801491	3.272795e-04	1.460176e-01
Hs.520136_at	0.801491	3.272795e-04	1.460176e-01
Hs.591996_at	0.801491	3.272795e-04	1.460176e-01
Hs.498173_at	0.801491	3.272795e-04	1.460176e-01
Hs.24956_at	0.797881	3.645373e-04	1.524753e-01
Hs.103505_at	0.797881	3.645373e-04	1.524753e-01
Hs.207776_at	-0.797881	3.645373e-04	1.524753e-01
Hs.287759_at	0.794270	4.051894e-04	1.660202e-01
Hs.148078_at	0.790660	4.494677e-04	1.671104e-01
Hs.369932_at	-0.790660	4.494677e-04	1.671104e-01
Hs.421437_at	0.790660	4.494677e-04	1.671104e-01
Hs.121575_at	0.790660	4.494677e-04	1.671104e-01
Hs.597383_at	0.790660	4.494677e-04	1.671104e-01
Hs.481235_at	0.787050	4.976145e-04	1.784037e-01
Hs.2246_at	0.787050	4.976145e-04	1.784037e-01
Hs.380210_at	-0.783439	5.498824e-04	1.809834e-01
Hs.569843_at	0.783439	5.498824e-04	1.809834e-01
Hs.550_at	0.783439	5.498824e-04	1.809834e-01
Hs.98202_at	0.783439	5.498824e-04	1.809834e-01
Hs.379548_at	-0.783439	5.498824e-04	1.809834e-01
Hs.517610_at	0.779829	6.065347e-04	1.873446e-01
Hs.148951_at	0.779829	6.065347e-04	1.873446e-01
Hs.110062_at	0.779829	6.065347e-04	1.873446e-01
Hs.28144_at	0.779829	6.065347e-04	1.873446e-01
Hs.254560_at	0.776219	6.678457e-04	1.930155e-01
Hs.521251_at	0.776219	6.678457e-04	1.930155e-01
Hs.407621_at	0.776219	6.678457e-04	1.930155e-01
Hs.480055_at	0.776219	6.678457e-04	1.930155e-01
Hs.620884_at	-0.772608	7.341005e-04	1.930155e-01
Hs.88156_at	-0.772608	7.341005e-04	1.930155e-01
Hs.17589_at	0.772608	7.341005e-04	1.930155e-01
Hs.150136_at	0.772608	7.341005e-04	1.930155e-01
Hs.592213_at	0.768998	8.055952e-04	1.930155e-01
Hs.433668_at	-0.768998	8.055952e-04	1.930155e-01
Hs.369557_at	0.768998	8.055952e-04	1.930155e-01
Hs.591503_at	0.768998	8.055952e-04	1.930155e-01
Hs.35101_at	0.768998	8.055952e-04	1.930155e-01
Hs.12144_at	-0.768998	8.055952e-04	1.930155e-01
Hs.104320_at	-0.768998	8.055952e-04	1.930155e-01
Hs.134491_at	-0.768998	8.055952e-04	1.930155e-01
Hs.319481_at	0.768998	8.055952e-04	1.930155e-01
Hs.648990_at	0.768998	8.055952e-04	1.930155e-01
Hs.6764_at	0.765388	8.826374e-04	1.930155e-01
Hs.299567_at	0.765388	8.826374e-04	1.930155e-01
Hs.225936_at	0.765388	8.826374e-04	1.930155e-01
Hs.632365_at	0.765388	8.826374e-04	1.930155e-01
Hs.533657_at	-0.765388	8.826374e-04	1.930155e-01
Hs.348531_at	0.765388	8.826374e-04	1.930155e-01
Hs.516243_at	0.765388	8.826374e-04	1.930155e-01
Hs.202542_at	0.761778	9.655459e-04	1.930155e-01
Hs.75639_at	-0.761778	9.655459e-04	1.930155e-01
Hs.75061_at	0.761778	9.655459e-04	1.930155e-01
Hs.335413_at	0.761778	9.655459e-04	1.930155e-01
Hs.469022_at	-0.761778	9.655459e-04	1.930155e-01
Hs.429_at	-0.761778	9.655459e-04	1.930155e-01
Hs.491695_at	-0.761778	9.655459e-04	1.930155e-01
Hs.4029_at	-0.761778	9.655459e-04	1.930155e-01
Hs.436913_at	-0.761778	9.655459e-04	1.930155e-01
Hs.476218_at	0.758167	1.054651e-03	1.930155e-01
Hs.524788_at	0.758167	1.054651e-03	1.930155e-01
Hs.25010_at	-0.758167	1.054651e-03	1.930155e-01
Hs.531581_at	0.758167	1.054651e-03	1.930155e-01
Hs.590893_at	0.758167	1.054651e-03	1.930155e-01
Hs.43697_at	0.758167	1.054651e-03	1.930155e-01
Hs.291623_at	0.754557	1.150294e-03	1.930155e-01
Hs.645862_at	-0.754557	1.150294e-03	1.930155e-01
Hs.595477_at	0.754557	1.150294e-03	1.930155e-01
Hs.624346_at	0.754557	1.150294e-03	1.930155e-01
Hs.136885_at	-0.754557	1.150294e-03	1.930155e-01
Hs.137570_at	0.754557	1.150294e-03	1.930155e-01
Hs.139053_at	-0.754557	1.150294e-03	1.930155e-01
Hs.382874_at	0.750947	1.252830e-03	1.930155e-01
Hs.546554_at	0.750947	1.252830e-03	1.930155e-01
Hs.82098_at	-0.750947	1.252830e-03	1.930155e-01
Hs.474270_at	0.750947	1.252830e-03	1.930155e-01
Hs.46689_at	-0.750947	1.252830e-03	1.930155e-01
Hs.334936_at	-0.750947	1.252830e-03	1.930155e-01
Hs.368912_at	-0.750947	1.252830e-03	1.930155e-01
Hs.437156_at	0.750947	1.252830e-03	1.930155e-01
Hs.636838_at	0.750947	1.252830e-03	1.930155e-01
Hs.597961_at	-0.750947	1.252830e-03	1.930155e-01
Hs.15154_at	0.747336	1.362622e-03	1.930155e-01
Hs.518424_at	-0.747336	1.362622e-03	1.930155e-01
Hs.2159_at	0.747336	1.362622e-03	1.930155e-01
Hs.615178_at	-0.747336	1.362622e-03	1.930155e-01
Hs.495704_at	-0.747336	1.362622e-03	1.930155e-01
Hs.490454_at	-0.747336	1.362622e-03	1.930155e-01
Hs.145402_at	-0.747336	1.362622e-03	1.930155e-01
Hs.69771_at	0.747336	1.362622e-03	1.930155e-01
Hs.652304_at	-0.747336	1.362622e-03	1.930155e-01
Hs.632653_at	0.747336	1.362622e-03	1.930155e-01
Hs.51483_at	0.747336	1.362622e-03	1.930155e-01
Hs.502770_at	-0.747336	1.362622e-03	1.930155e-01
Hs.397153_at	0.747336	1.362622e-03	1.930155e-01
Hs.593997_at	0.747336	1.362622e-03	1.930155e-01
Hs.446164_at	-0.747336	1.362622e-03	1.930155e-01
Hs.438779_at	0.747336	1.362622e-03	1.930155e-01
Hs.55276_at	0.743726	1.480049e-03	1.930155e-01
Hs.591036_at	-0.743726	1.480049e-03	1.930155e-01
Hs.192477_at	0.743726	1.480049e-03	1.930155e-01
Hs.159509_at	0.743726	1.480049e-03	1.930155e-01
Hs.591159_at	0.743726	1.480049e-03	1.930155e-01
Hs.438862_at	0.743726	1.480049e-03	1.930155e-01
Hs.647081_at	0.743726	1.480049e-03	1.930155e-01
Hs.505662_at	0.743726	1.480049e-03	1.930155e-01
Hs.153521_at	0.740116	1.605498e-03	1.930155e-01
Hs.477159_at	-0.740116	1.605498e-03	1.930155e-01
Hs.643030_at	-0.740116	1.605498e-03	1.930155e-01
Hs.406106_at	-0.740116	1.605498e-03	1.930155e-01
Hs.604081_at	0.740116	1.605498e-03	1.930155e-01
Hs.454418_at	0.740116	1.605498e-03	1.930155e-01
Hs.604202_at	0.740116	1.605498e-03	1.930155e-01
Hs.512867_at	-0.740116	1.605498e-03	1.930155e-01
Hs.182231_at	0.740116	1.605498e-03	1.930155e-01
Hs.584739_at	-0.740116	1.605498e-03	1.930155e-01
Hs.631838_at	0.740116	1.605498e-03	1.930155e-01
Hs.606308_at	0.740116	1.605498e-03	1.930155e-01
Hs.592116_at	0.740116	1.605498e-03	1.930155e-01
Hs.533258_at	0.740116	1.605498e-03	1.930155e-01
Hs.469376_at	-0.740116	1.605498e-03	1.930155e-01
Hs.609179_at	-0.740116	1.605498e-03	1.930155e-01
Hs.491805_at	-0.740116	1.605498e-03	1.930155e-01
Hs.625674_at	0.740116	1.605498e-03	1.930155e-01
Hs.480452_at	-0.740116	1.605498e-03	1.930155e-01
Hs.614052_at	0.740116	1.605498e-03	1.930155e-01
Hs.7432_at	-0.740116	1.605498e-03	1.930155e-01
Hs.603683_at	0.736505	1.739372e-03	1.984169e-01
Hs.140443_at	-0.736505	1.739372e-03	1.984169e-01
Hs.512714_at	0.736505	1.739372e-03	1.984169e-01
Hs.445037_at	0.736505	1.739372e-03	1.984169e-01
Hs.348541_at	0.736505	1.739372e-03	1.984169e-01
Hs.473495_at	-0.736505	1.739372e-03	1.984169e-01
Hs.277101_at	0.736505	1.739372e-03	1.984169e-01
Hs.162717_at	0.736505	1.739372e-03	1.984169e-01
Hs.524214_at	0.736505	1.739372e-03	1.984169e-01
Hs.382856_at	0.732895	1.882082e-03	1.985746e-01
Hs.104570_at	0.732895	1.882082e-03	1.985746e-01
Hs.469060_at	-0.732895	1.882082e-03	1.985746e-01
Hs.632108_at	-0.732895	1.882082e-03	1.985746e-01
Hs.480400_at	-0.732895	1.882082e-03	1.985746e-01
Hs.515570_at	0.732895	1.882082e-03	1.985746e-01
Hs.97541_at	0.732895	1.882082e-03	1.985746e-01
Hs.21016_at	-0.732895	1.882082e-03	1.985746e-01
Hs.493516_at	-0.732895	1.882082e-03	1.985746e-01
Hs.434285_at	-0.732895	1.882082e-03	1.985746e-01
Hs.268788_at	0.732895	1.882082e-03	1.985746e-01
Hs.44402_at	-0.732895	1.882082e-03	1.985746e-01
Hs.362728_at	-0.732895	1.882082e-03	1.985746e-01
Hs.412294_at	0.729285	2.034054e-03	1.985746e-01
Hs.513134_at	0.729285	2.034054e-03	1.985746e-01
Hs.631709_at	0.729285	2.034054e-03	1.985746e-01
Hs.458345_at	0.729285	2.034054e-03	1.985746e-01
Hs.488478_at	-0.729285	2.034054e-03	1.985746e-01
Hs.198003_at	0.729285	2.034054e-03	1.985746e-01
Hs.652162_at	0.729285	2.034054e-03	1.985746e-01
Hs.31968_at	-0.729285	2.034054e-03	1.985746e-01
Hs.511668_at	-0.729285	2.034054e-03	1.985746e-01
Hs.433764_at	0.729285	2.034054e-03	1.985746e-01
Hs.120658_at	0.729285	2.034054e-03	1.985746e-01
Hs.436387_at	-0.729285	2.034054e-03	1.985746e-01
Hs.335057_at	-0.729285	2.034054e-03	1.985746e-01
Hs.481898_at	-0.729285	2.034054e-03	1.985746e-01
Hs.644788_at	-0.729285	2.034054e-03	1.985746e-01
Hs.596235_at	-0.725674	2.195725e-03	1.985746e-01
Hs.591873_at	-0.725674	2.195725e-03	1.985746e-01
Hs.558446_at	-0.725674	2.195725e-03	1.985746e-01
Hs.506748_at	0.725674	2.195725e-03	1.985746e-01
Hs.591725_at	0.725674	2.195725e-03	1.985746e-01
Hs.644629_at	0.725674	2.195725e-03	1.985746e-01
Hs.387239_at	0.725674	2.195725e-03	1.985746e-01
Hs.151167_at	0.725674	2.195725e-03	1.985746e-01
Hs.177930_at	0.725674	2.195725e-03	1.985746e-01
Hs.502977_at	0.725674	2.195725e-03	1.985746e-01
Hs.515560_at	0.725674	2.195725e-03	1.985746e-01
Hs.600315_at	-0.725674	2.195725e-03	1.985746e-01
Hs.288809_at	-0.725674	2.195725e-03	1.985746e-01
Hs.418012_at	0.725674	2.195725e-03	1.985746e-01
Hs.649838_at	-0.725674	2.195725e-03	1.985746e-01
Hs.16349_at	-0.725674	2.195725e-03	1.985746e-01
Hs.435579_at	-0.725674	2.195725e-03	1.985746e-01
Hs.271940_at	0.725674	2.195725e-03	1.985746e-01
Hs.371597_at	-0.722064	2.367543e-03	1.997191e-01
Hs.515104_at	0.722064	2.367543e-03	1.997191e-01
Hs.533540_at	-0.722064	2.367543e-03	1.997191e-01
Hs.510262_at	-0.722064	2.367543e-03	1.997191e-01
Hs.23671_at	0.722064	2.367543e-03	1.997191e-01
Hs.513313_at	0.722064	2.367543e-03	1.997191e-01
Hs.479634_at	-0.722064	2.367543e-03	1.997191e-01
Hs.1340_at	-0.722064	2.367543e-03	1.997191e-01
Hs.229641_at	-0.722064	2.367543e-03	1.997191e-01
Hs.414740_at	0.722064	2.367543e-03	1.997191e-01
Hs.446118_at	0.722064	2.367543e-03	1.997191e-01
Hs.434265_at	0.722064	2.367543e-03	1.997191e-01
Hs.25131_at	0.722064	2.367543e-03	1.997191e-01
Hs.631926_at	0.722064	2.367543e-03	1.997191e-01
Hs.351665_at	-0.722064	2.367543e-03	1.997191e-01
Hs.527295_at	0.722064	2.367543e-03	1.997191e-01
Hs.516217_at	-0.718454	2.549968e-03	2.031576e-01
Hs.592202_at	-0.718454	2.549968e-03	2.031576e-01
Hs.536850_at	-0.718454	2.549968e-03	2.031576e-01
Hs.388739_at	-0.718454	2.549968e-03	2.031576e-01
Hs.413494_at	0.718454	2.549968e-03	2.031576e-01
Hs.16130_at	0.718454	2.549968e-03	2.031576e-01
Hs.442705_at	0.718454	2.549968e-03	2.031576e-01
Hs.468878_at	0.718454	2.549968e-03	2.031576e-01
Hs.436062_at	-0.718454	2.549968e-03	2.031576e-01
Hs.439023_at	0.718454	2.549968e-03	2.031576e-01
Hs.454534_at	0.718454	2.549968e-03	2.031576e-01
Hs.522029_at	-0.718454	2.549968e-03	2.031576e-01
Hs.444668_at	-0.718454	2.549968e-03	2.031576e-01
Hs.91393_at	-0.718454	2.549968e-03	2.031576e-01
Hs.127897_at	0.714843	2.743476e-03	2.062649e-01
Hs.436618_at	-0.714843	2.743476e-03	2.062649e-01
Hs.427236_at	-0.714843	2.743476e-03	2.062649e-01
Hs.233404_at	0.714843	2.743476e-03	2.062649e-01
Hs.351815_at	0.714843	2.743476e-03	2.062649e-01
Hs.486818_at	-0.714843	2.743476e-03	2.062649e-01
Hs.406157_at	0.714843	2.743476e-03	2.062649e-01
Hs.236774_at	-0.714843	2.743476e-03	2.062649e-01
Hs.264345_at	-0.714843	2.743476e-03	2.062649e-01
Hs.525479_at	0.714843	2.743476e-03	2.062649e-01
Hs.470654_at	-0.711233	2.948549e-03	2.062649e-01
Hs.580807_at	0.711233	2.948549e-03	2.062649e-01
Hs.513153_at	0.711233	2.948549e-03	2.062649e-01
Hs.63348_at	0.711233	2.948549e-03	2.062649e-01
Hs.511311_at	-0.711233	2.948549e-03	2.062649e-01
Hs.511367_at	0.711233	2.948549e-03	2.062649e-01
Hs.126573_at	0.711233	2.948549e-03	2.062649e-01
Hs.600861_at	-0.711233	2.948549e-03	2.062649e-01
Hs.36989_at	0.711233	2.948549e-03	2.062649e-01
Hs.585152_at	-0.711233	2.948549e-03	2.062649e-01
Hs.292754_at	0.711233	2.948549e-03	2.062649e-01
Hs.482976_at	-0.711233	2.948549e-03	2.062649e-01
Hs.320151_at	0.711233	2.948549e-03	2.062649e-01
Hs.133122_at	0.711233	2.948549e-03	2.062649e-01
Hs.234786_at	0.711233	2.948549e-03	2.062649e-01
Hs.82921_at	0.711233	2.948549e-03	2.062649e-01
Hs.630019_at	-0.711233	2.948549e-03	2.062649e-01
Hs.476415_at	-0.711233	2.948549e-03	2.062649e-01
Hs.412719_at	0.711233	2.948549e-03	2.062649e-01
Hs.489448_at	0.711233	2.948549e-03	2.062649e-01
Hs.499453_at	-0.711233	2.948549e-03	2.062649e-01
Hs.459790_at	-0.711233	2.948549e-03	2.062649e-01
Hs.644930_at	0.711233	2.948549e-03	2.062649e-01
Hs.608220_at	0.711233	2.948549e-03	2.062649e-01
Hs.482868_at	-0.711233	2.948549e-03	2.062649e-01
Hs.121847_at	-0.707623	3.165685e-03	2.118582e-01
Hs.597351_at	0.707623	3.165685e-03	2.118582e-01
Hs.272191_at	0.707623	3.165685e-03	2.118582e-01
Hs.520245_at	-0.707623	3.165685e-03	2.118582e-01
Hs.631869_at	0.707623	3.165685e-03	2.118582e-01
Hs.462392_at	0.707623	3.165685e-03	2.118582e-01
Hs.132513_at	-0.707623	3.165685e-03	2.118582e-01
Hs.435811_at	0.707623	3.165685e-03	2.118582e-01
Hs.603568_at	0.707623	3.165685e-03	2.118582e-01
Hs.25450_at	0.707623	3.165685e-03	2.118582e-01
Hs.439894_at	0.707623	3.165685e-03	2.118582e-01
Hs.501452_at	0.707623	3.165685e-03	2.118582e-01
Hs.522401_at	0.707623	3.165685e-03	2.118582e-01
Hs.592269_at	-0.704012	3.395393e-03	2.123654e-01
Hs.652106_at	-0.704012	3.395393e-03	2.123654e-01
Hs.503787_at	-0.704012	3.395393e-03	2.123654e-01
Hs.594886_at	0.704012	3.395393e-03	2.123654e-01
Hs.586830_at	0.704012	3.395393e-03	2.123654e-01
Hs.584242_at	-0.704012	3.395393e-03	2.123654e-01
Hs.709_at	-0.704012	3.395393e-03	2.123654e-01
Hs.413434_at	-0.704012	3.395393e-03	2.123654e-01
Hs.233119_at	-0.704012	3.395393e-03	2.123654e-01
Hs.495554_at	0.704012	3.395393e-03	2.123654e-01
Hs.107510_at	-0.704012	3.395393e-03	2.123654e-01
Hs.631840_at	0.704012	3.395393e-03	2.123654e-01
Hs.482587_at	-0.704012	3.395393e-03	2.123654e-01
Hs.421202_at	0.704012	3.395393e-03	2.123654e-01
Hs.121180_at	0.704012	3.395393e-03	2.123654e-01
Hs.532711_at	0.704012	3.395393e-03	2.123654e-01
Hs.642715_at	-0.704012	3.395393e-03	2.123654e-01
Hs.431307_at	-0.704012	3.395393e-03	2.123654e-01
Hs.301696_at	0.704012	3.395393e-03	2.123654e-01
Hs.652431_at	-0.704012	3.395393e-03	2.123654e-01
Hs.651109_at	-0.704012	3.395393e-03	2.123654e-01
Hs.317740_at	-0.700402	3.638193e-03	2.148353e-01
Hs.484241_at	0.700402	3.638193e-03	2.148353e-01
Hs.333503_at	0.700402	3.638193e-03	2.148353e-01
Hs.50002_at	0.700402	3.638193e-03	2.148353e-01
Hs.558348_at	-0.700402	3.638193e-03	2.148353e-01
Hs.276925_at	0.700402	3.638193e-03	2.148353e-01
Hs.592139_at	0.700402	3.638193e-03	2.148353e-01
Hs.412196_at	-0.700402	3.638193e-03	2.148353e-01
Hs.23439_at	-0.700402	3.638193e-03	2.148353e-01
Hs.577769_at	-0.700402	3.638193e-03	2.148353e-01
Hs.592053_at	0.700402	3.638193e-03	2.148353e-01
Hs.567828_at	-0.700402	3.638193e-03	2.148353e-01
Hs.304781_at	0.700402	3.638193e-03	2.148353e-01
Hs.608666_at	-0.700402	3.638193e-03	2.148353e-01
Hs.633204_at	-0.700402	3.638193e-03	2.148353e-01
Hs.591012_at	0.700402	3.638193e-03	2.148353e-01
Hs.475125_at	-0.700402	3.638193e-03	2.148353e-01
Hs.652318_at	0.700402	3.638193e-03	2.148353e-01
Hs.193745_at	0.700402	3.638193e-03	2.148353e-01
Hs.434900_at	0.696792	3.894619e-03	2.160853e-01
Hs.552082_at	-0.696792	3.894619e-03	2.160853e-01
Hs.478095_at	-0.696792	3.894619e-03	2.160853e-01
Hs.593985_at	-0.696792	3.894619e-03	2.160853e-01
Hs.412818_at	0.696792	3.894619e-03	2.160853e-01
Hs.326579_at	0.696792	3.894619e-03	2.160853e-01
Hs.479386_at	-0.696792	3.894619e-03	2.160853e-01
Hs.532345_at	0.696792	3.894619e-03	2.160853e-01
Hs.125113_at	-0.696792	3.894619e-03	2.160853e-01
Hs.632802_at	0.696792	3.894619e-03	2.160853e-01
Hs.651278_at	0.696792	3.894619e-03	2.160853e-01
Hs.601181_at	-0.696792	3.894619e-03	2.160853e-01
Hs.413133_at	0.696792	3.894619e-03	2.160853e-01
Hs.171054_at	0.696792	3.894619e-03	2.160853e-01
Hs.432503_at	0.696792	3.894619e-03	2.160853e-01
Hs.500645_at	-0.696792	3.894619e-03	2.160853e-01
Hs.368433_at	-0.696792	3.894619e-03	2.160853e-01
Hs.347144_at	-0.696792	3.894619e-03	2.160853e-01
Hs.57732_at	0.696792	3.894619e-03	2.160853e-01
Hs.498732_at	-0.696792	3.894619e-03	2.160853e-01
Hs.375834_at	0.693181	4.165214e-03	2.160853e-01
Hs.55131_at	-0.693181	4.165214e-03	2.160853e-01
Hs.370147_at	-0.693181	4.165214e-03	2.160853e-01
Hs.515255_at	-0.693181	4.165214e-03	2.160853e-01
Hs.418287_at	-0.693181	4.165214e-03	2.160853e-01
Hs.526521_at	-0.693181	4.165214e-03	2.160853e-01
Hs.648568_at	0.693181	4.165214e-03	2.160853e-01
Hs.441708_at	0.693181	4.165214e-03	2.160853e-01
Hs.333125_at	0.693181	4.165214e-03	2.160853e-01
Hs.87726_at	0.693181	4.165214e-03	2.160853e-01
Hs.523413_at	0.693181	4.165214e-03	2.160853e-01
Hs.459649_at	0.693181	4.165214e-03	2.160853e-01
Hs.568509_at	0.693181	4.165214e-03	2.160853e-01
Hs.33446_at	0.693181	4.165214e-03	2.160853e-01
Hs.351814_at	0.693181	4.165214e-03	2.160853e-01
Hs.374126_at	-0.693181	4.165214e-03	2.160853e-01
Hs.517407_at	0.693181	4.165214e-03	2.160853e-01
Hs.514016_at	0.693181	4.165214e-03	2.160853e-01
Hs.632815_at	0.693181	4.165214e-03	2.160853e-01
Hs.161357_at	-0.693181	4.165214e-03	2.160853e-01
Hs.602811_at	-0.693181	4.165214e-03	2.160853e-01
Hs.461405_at	0.693181	4.165214e-03	2.160853e-01
Hs.539003+_at	0.693181	4.165214e-03	2.160853e-01
Hs.527751_at	0.693181	4.165214e-03	2.160853e-01
Hs.602521_at	0.693181	4.165214e-03	2.160853e-01
Hs.434059_at	0.693181	4.165214e-03	2.160853e-01
Hs.97616_at	0.693181	4.165214e-03	2.160853e-01
Hs.58559_at	-0.689571	4.450534e-03	2.174048e-01
Hs.221447_at	0.689571	4.450534e-03	2.174048e-01
Hs.524828_at	-0.689571	4.450534e-03	2.174048e-01
Hs.348615_at	0.689571	4.450534e-03	2.174048e-01
Hs.246284_at	0.689571	4.450534e-03	2.174048e-01
Hs.511477_at	-0.689571	4.450534e-03	2.174048e-01
Hs.25245_at	-0.689571	4.450534e-03	2.174048e-01
Hs.591096_at	0.689571	4.450534e-03	2.174048e-01
Hs.424908_at	-0.689571	4.450534e-03	2.174048e-01
Hs.486410_at	-0.689571	4.450534e-03	2.174048e-01
Hs.23871_at	0.689571	4.450534e-03	2.174048e-01
Hs.59761_at	0.689571	4.450534e-03	2.174048e-01
Hs.82794_at	-0.689571	4.450534e-03	2.174048e-01
Hs.502315_at	-0.689571	4.450534e-03	2.174048e-01
Hs.151218_at	0.689571	4.450534e-03	2.174048e-01
Hs.501012_at	-0.689571	4.450534e-03	2.174048e-01
Hs.643291_at	0.689571	4.450534e-03	2.174048e-01
Hs.437393_at	-0.689571	4.450534e-03	2.174048e-01
Hs.651588_at	0.689571	4.450534e-03	2.174048e-01
Hs.257664_at	-0.689571	4.450534e-03	2.174048e-01
Hs.38738_at	0.689571	4.450534e-03	2.174048e-01
Hs.21278_at	0.689571	4.450534e-03	2.174048e-01
Hs.645243_at	0.689571	4.450534e-03	2.174048e-01
Hs.64968_at	0.689571	4.450534e-03	2.174048e-01
Hs.524767_at	-0.685961	4.751146e-03	2.187816e-01
Hs.591419_at	-0.685961	4.751146e-03	2.187816e-01
Hs.280782_at	0.685961	4.751146e-03	2.187816e-01
Hs.307004_at	0.685961	4.751146e-03	2.187816e-01
Hs.150549_at	0.685961	4.751146e-03	2.187816e-01
Hs.480615_at	0.685961	4.751146e-03	2.187816e-01
Hs.9597_at	0.685961	4.751146e-03	2.187816e-01
Hs.645522_at	-0.685961	4.751146e-03	2.187816e-01
Hs.384668_at	0.685961	4.751146e-03	2.187816e-01
Hs.469116_at	0.685961	4.751146e-03	2.187816e-01
Hs.88651_at	-0.685961	4.751146e-03	2.187816e-01
Hs.364544_at	-0.685961	4.751146e-03	2.187816e-01
Hs.478153_at	-0.685961	4.751146e-03	2.187816e-01
Hs.200943_at	-0.685961	4.751146e-03	2.187816e-01
Hs.513043_at	-0.685961	4.751146e-03	2.187816e-01
Hs.76460_at	0.685961	4.751146e-03	2.187816e-01
Hs.154029_at	0.685961	4.751146e-03	2.187816e-01
Hs.532138_at	0.685961	4.751146e-03	2.187816e-01
Hs.117780_at	0.685961	4.751146e-03	2.187816e-01
Hs.127982_at	0.685961	4.751146e-03	2.187816e-01
Hs.486304_at	0.685961	4.751146e-03	2.187816e-01
Hs.128841_at	-0.685961	4.751146e-03	2.187816e-01
Hs.29698_at	-0.685961	4.751146e-03	2.187816e-01
Hs.267120_at	-0.685961	4.751146e-03	2.187816e-01
Hs.408062_at	0.685961	4.751146e-03	2.187816e-01
Hs.94896_at	-0.682350	5.067630e-03	2.202225e-01
Hs.287664_at	0.682350	5.067630e-03	2.202225e-01
Hs.435237_at	-0.682350	5.067630e-03	2.202225e-01
Hs.148778_at	-0.682350	5.067630e-03	2.202225e-01
Hs.596537_at	-0.682350	5.067630e-03	2.202225e-01
Hs.515432_at	0.682350	5.067630e-03	2.202225e-01
Hs.591146_at	-0.682350	5.067630e-03	2.202225e-01
Hs.496449_at	-0.682350	5.067630e-03	2.202225e-01
Hs.651422_at	-0.682350	5.067630e-03	2.202225e-01
Hs.356872_at	0.682350	5.067630e-03	2.202225e-01
Hs.638542_at	0.682350	5.067630e-03	2.202225e-01
Hs.8417_at	0.682350	5.067630e-03	2.202225e-01
Hs.128959_at	-0.682350	5.067630e-03	2.202225e-01
Hs.513617_at	0.682350	5.067630e-03	2.202225e-01
Hs.123198_at	0.682350	5.067630e-03	2.202225e-01
Hs.412941_at	0.682350	5.067630e-03	2.202225e-01
Hs.131835_at	0.682350	5.067630e-03	2.202225e-01
Hs.97627_at	-0.682350	5.067630e-03	2.202225e-01
Hs.591704_at	0.682350	5.067630e-03	2.202225e-01
Hs.434340_at	-0.682350	5.067630e-03	2.202225e-01
Hs.591747_at	-0.682350	5.067630e-03	2.202225e-01
Hs.130054_at	0.682350	5.067630e-03	2.202225e-01
Hs.436926_at	0.682350	5.067630e-03	2.202225e-01
