probe_id	rho	p	q_BH
Hs.1149_at	0.458511	8.561953e-02	3.922828e-01
Hs.369905_at	0.458511	8.561953e-02	3.922828e-01
Hs.621505_at	0.458511	8.561953e-02	3.922828e-01
Hs.286192_at	0.458511	8.561953e-02	3.922828e-01
Hs.334846_at	0.458511	8.561953e-02	3.922828e-01
Hs.75199_at	0.458511	8.561953e-02	3.922828e-01
Hs.9527_at	-0.458511	8.561953e-02	3.922828e-01
Hs.482730_at	0.458511	8.561953e-02	3.922828e-01
Hs.7527_at	-0.458511	8.561953e-02	3.922828e-01
Hs.75819_at	-0.458511	8.561953e-02	3.922828e-01
Hs.529512_at	-0.458511	8.561953e-02	3.922828e-01
Hs.278277_at	-0.458511	8.561953e-02	3.922828e-01
Hs.368542_at	-0.458511	8.561953e-02	3.922828e-01
Hs.131295_at	0.458511	8.561953e-02	3.922828e-01
Hs.269542_at	-0.458511	8.561953e-02	3.922828e-01
Hs.645285_at	0.458511	8.561953e-02	3.922828e-01
Hs.99724_at	-0.458511	8.561953e-02	3.922828e-01
Hs.239388_at	-0.454900	8.843375e-02	3.956070e-01
Hs.522746_at	0.454900	8.843375e-02	3.956070e-01
Hs.595541_at	0.454900	8.843375e-02	3.956070e-01
Hs.192729_at	0.454900	8.843375e-02	3.956070e-01
Hs.523822_at	-0.454900	8.843375e-02	3.956070e-01
Hs.631584_at	-0.454900	8.843375e-02	3.956070e-01
Hs.596885_at	0.454900	8.843375e-02	3.956070e-01
Hs.224409_at	0.454900	8.843375e-02	3.956070e-01
Hs.608514_at	0.454900	8.843375e-02	3.956070e-01
Hs.465784_at	0.454900	8.843375e-02	3.956070e-01
Hs.465224_at	-0.454900	8.843375e-02	3.956070e-01
Hs.78601_at	-0.454900	8.843375e-02	3.956070e-01
Hs.2430_at	-0.454900	8.843375e-02	3.956070e-01
Hs.493225_at	-0.454900	8.843375e-02	3.956070e-01
Hs.242014_at	0.454900	8.843375e-02	3.956070e-01
Hs.565619_at	0.454900	8.843375e-02	3.956070e-01
Hs.475506_at	0.454900	8.843375e-02	3.956070e-01
Hs.638506+_at	0.454900	8.843375e-02	3.956070e-01
Hs.610161_at	0.454900	8.843375e-02	3.956070e-01
Hs.417303_at	0.454900	8.843375e-02	3.956070e-01
Hs.445387_at	-0.454900	8.843375e-02	3.956070e-01
Hs.251531_at	-0.454900	8.843375e-02	3.956070e-01
Hs.604276_at	-0.454900	8.843375e-02	3.956070e-01
Hs.359698_at	0.454900	8.843375e-02	3.956070e-01
Hs.534322_at	-0.454900	8.843375e-02	3.956070e-01
Hs.508716_at	0.454900	8.843375e-02	3.956070e-01
Hs.619994_at	0.454900	8.843375e-02	3.956070e-01
Hs.652610_at	0.454900	8.843375e-02	3.956070e-01
Hs.652738_at	0.454900	8.843375e-02	3.956070e-01
Hs.469154_at	0.454900	8.843375e-02	3.956070e-01
Hs.335084_at	0.454900	8.843375e-02	3.956070e-01
Hs.12102_at	-0.454900	8.843375e-02	3.956070e-01
Hs.533301_at	0.454900	8.843375e-02	3.956070e-01
Hs.204449_at	-0.454900	8.843375e-02	3.956070e-01
Hs.62813_at	0.454900	8.843375e-02	3.956070e-01
Hs.515249_at	0.454900	8.843375e-02	3.956070e-01
Hs.600998_at	0.454900	8.843375e-02	3.956070e-01
Hs.592004_at	-0.454900	8.843375e-02	3.956070e-01
Hs.495553_at	0.454900	8.843375e-02	3.956070e-01
Hs.336046_at	0.454900	8.843375e-02	3.956070e-01
Hs.531615_at	-0.454900	8.843375e-02	3.956070e-01
Hs.515474_at	0.454900	8.843375e-02	3.956070e-01
Hs.207423_at	0.454900	8.843375e-02	3.956070e-01
Hs.168950_at	-0.454900	8.843375e-02	3.956070e-01
Hs.120165_at	0.454900	8.843375e-02	3.956070e-01
Hs.429434_at	0.454900	8.843375e-02	3.956070e-01
Hs.647119_at	0.454900	8.843375e-02	3.956070e-01
Hs.258580_at	0.454900	8.843375e-02	3.956070e-01
Hs.592008_at	0.454900	8.843375e-02	3.956070e-01
Hs.492716_at	-0.454900	8.843375e-02	3.956070e-01
Hs.652931_at	-0.454900	8.843375e-02	3.956070e-01
Hs.617171_at	0.454900	8.843375e-02	3.956070e-01
Hs.471096_at	-0.454900	8.843375e-02	3.956070e-01
Hs.418581_at	-0.454900	8.843375e-02	3.956070e-01
Hs.424932_at	-0.454900	8.843375e-02	3.956070e-01
Hs.36_at	0.454900	8.843375e-02	3.956070e-01
Hs.534639_at	-0.454900	8.843375e-02	3.956070e-01
Hs.450105_at	-0.454900	8.843375e-02	3.956070e-01
Hs.57975_at	0.454900	8.843375e-02	3.956070e-01
Hs.447901_at	0.454900	8.843375e-02	3.956070e-01
Hs.449418_at	0.454900	8.843375e-02	3.956070e-01
Hs.471783_at	0.454900	8.843375e-02	3.956070e-01
Hs.459311_at	0.454900	8.843375e-02	3.956070e-01
Hs.501890_at	-0.454900	8.843375e-02	3.956070e-01
Hs.5452_at	0.454900	8.843375e-02	3.956070e-01
Hs.126891_at	0.454900	8.843375e-02	3.956070e-01
Hs.591016_at	-0.454900	8.843375e-02	3.956070e-01
Hs.367437_at	-0.454900	8.843375e-02	3.956070e-01
Hs.638940_at	0.454900	8.843375e-02	3.956070e-01
Hs.510225_at	-0.454900	8.843375e-02	3.956070e-01
Hs.371976_at	0.454900	8.843375e-02	3.956070e-01
Hs.643920_at	-0.454900	8.843375e-02	3.956070e-01
Hs.529631_at	-0.454900	8.843375e-02	3.956070e-01
Hs.282387_at	-0.454900	8.843375e-02	3.956070e-01
Hs.591296_at	0.454900	8.843375e-02	3.956070e-01
Hs.368307_at	0.454900	8.843375e-02	3.956070e-01
Hs.511903_at	0.454900	8.843375e-02	3.956070e-01
Hs.512441_at	0.454900	8.843375e-02	3.956070e-01
Hs.631524_at	0.454900	8.843375e-02	3.956070e-01
Hs.397836_at	0.454900	8.843375e-02	3.956070e-01
Hs.188007_at	0.454900	8.843375e-02	3.956070e-01
Hs.274531_at	-0.454900	8.843375e-02	3.956070e-01
Hs.529006_at	0.454900	8.843375e-02	3.956070e-01
Hs.279061_at	-0.454900	8.843375e-02	3.956070e-01
Hs.116459_at	0.454900	8.843375e-02	3.956070e-01
Hs.9315_at	0.454900	8.843375e-02	3.956070e-01
Hs.631863_at	0.454900	8.843375e-02	3.956070e-01
Hs.530862_at	0.454900	8.843375e-02	3.956070e-01
Hs.405410_at	-0.454900	8.843375e-02	3.956070e-01
Hs.517978_at	0.454900	8.843375e-02	3.956070e-01
Hs.558351_at	-0.454900	8.843375e-02	3.956070e-01
Hs.380138_at	-0.454900	8.843375e-02	3.956070e-01
Hs.31442_at	0.454900	8.843375e-02	3.956070e-01
Hs.612924_at	0.454900	8.843375e-02	3.956070e-01
Hs.382625_at	0.454900	8.843375e-02	3.956070e-01
Hs.78036_at	0.454900	8.843375e-02	3.956070e-01
Hs.31856_at	0.454900	8.843375e-02	3.956070e-01
Hs.560163_at	0.454900	8.843375e-02	3.956070e-01
Hs.465374_at	0.454900	8.843375e-02	3.956070e-01
Hs.569310_at	0.454900	8.843375e-02	3.956070e-01
Hs.608825-_at	0.454900	8.843375e-02	3.956070e-01
Hs.46038_at	0.454900	8.843375e-02	3.956070e-01
Hs.177766_at	-0.454900	8.843375e-02	3.956070e-01
Hs.522699_at	-0.454900	8.843375e-02	3.956070e-01
Hs.99992_at	0.454900	8.843375e-02	3.956070e-01
Hs.518618_at	0.454900	8.843375e-02	3.956070e-01
Hs.534221_at	0.451290	9.131280e-02	4.001063e-01
Hs.418495_at	-0.451290	9.131280e-02	4.001063e-01
Hs.474711_at	0.451290	9.131280e-02	4.001063e-01
Hs.58834_at	-0.451290	9.131280e-02	4.001063e-01
Hs.651382_at	0.451290	9.131280e-02	4.001063e-01
Hs.155569_at	0.451290	9.131280e-02	4.001063e-01
Hs.379191_at	0.451290	9.131280e-02	4.001063e-01
Hs.522255_at	-0.451290	9.131280e-02	4.001063e-01
Hs.524599_at	-0.451290	9.131280e-02	4.001063e-01
Hs.148090_at	0.451290	9.131280e-02	4.001063e-01
Hs.241377_at	0.451290	9.131280e-02	4.001063e-01
Hs.555954_at	0.451290	9.131280e-02	4.001063e-01
Hs.382348_at	0.451290	9.131280e-02	4.001063e-01
Hs.198363_at	0.451290	9.131280e-02	4.001063e-01
Hs.537002_at	-0.451290	9.131280e-02	4.001063e-01
Hs.248160_at	0.451290	9.131280e-02	4.001063e-01
Hs.222282_at	-0.451290	9.131280e-02	4.001063e-01
Hs.349096_at	-0.451290	9.131280e-02	4.001063e-01
Hs.592254_at	-0.451290	9.131280e-02	4.001063e-01
Hs.631555_at	0.451290	9.131280e-02	4.001063e-01
Hs.528713_at	0.451290	9.131280e-02	4.001063e-01
Hs.196437_at	-0.451290	9.131280e-02	4.001063e-01
Hs.435012_at	-0.451290	9.131280e-02	4.001063e-01
Hs.533308_at	0.451290	9.131280e-02	4.001063e-01
Hs.650021_at	-0.451290	9.131280e-02	4.001063e-01
Hs.605744_at	0.451290	9.131280e-02	4.001063e-01
Hs.448468_at	0.451290	9.131280e-02	4.001063e-01
Hs.584876_at	0.451290	9.131280e-02	4.001063e-01
Hs.632400_at	0.451290	9.131280e-02	4.001063e-01
Hs.446255_at	0.451290	9.131280e-02	4.001063e-01
Hs.543132_at	0.451290	9.131280e-02	4.001063e-01
Hs.368563_at	-0.451290	9.131280e-02	4.001063e-01
Hs.531878_at	0.451290	9.131280e-02	4.001063e-01
Hs.591374_at	0.451290	9.131280e-02	4.001063e-01
Hs.368312_at	0.451290	9.131280e-02	4.001063e-01
Hs.509451_at	-0.451290	9.131280e-02	4.001063e-01
Hs.514373_at	-0.451290	9.131280e-02	4.001063e-01
Hs.42853_at	0.451290	9.131280e-02	4.001063e-01
Hs.426463_at	0.451290	9.131280e-02	4.001063e-01
Hs.202388_at	0.451290	9.131280e-02	4.001063e-01
Hs.584773_at	0.451290	9.131280e-02	4.001063e-01
Hs.21631_at	0.451290	9.131280e-02	4.001063e-01
Hs.512763_at	0.451290	9.131280e-02	4.001063e-01
Hs.162129_at	-0.451290	9.131280e-02	4.001063e-01
Hs.232604_at	0.451290	9.131280e-02	4.001063e-01
Hs.435948_at	-0.451290	9.131280e-02	4.001063e-01
Hs.471514_at	-0.451290	9.131280e-02	4.001063e-01
Hs.643085_at	0.451290	9.131280e-02	4.001063e-01
Hs.370771_at	0.451290	9.131280e-02	4.001063e-01
Hs.200738_at	-0.451290	9.131280e-02	4.001063e-01
Hs.647087_at	-0.451290	9.131280e-02	4.001063e-01
Hs.369104_at	-0.451290	9.131280e-02	4.001063e-01
Hs.55041_at	0.451290	9.131280e-02	4.001063e-01
Hs.302740_at	0.451290	9.131280e-02	4.001063e-01
Hs.532680_at	0.451290	9.131280e-02	4.001063e-01
Hs.355307_at	-0.451290	9.131280e-02	4.001063e-01
Hs.586911_at	0.451290	9.131280e-02	4.001063e-01
Hs.569019_at	0.451290	9.131280e-02	4.001063e-01
Hs.54649_at	0.451290	9.131280e-02	4.001063e-01
Hs.24678_at	-0.451290	9.131280e-02	4.001063e-01
Hs.25447_at	-0.451290	9.131280e-02	4.001063e-01
Hs.116871_at	0.451290	9.131280e-02	4.001063e-01
Hs.118695_at	0.451290	9.131280e-02	4.001063e-01
Hs.513349_at	0.451290	9.131280e-02	4.001063e-01
Hs.604950_at	-0.451290	9.131280e-02	4.001063e-01
Hs.638573_at	0.451290	9.131280e-02	4.001063e-01
Hs.444276_at	-0.451290	9.131280e-02	4.001063e-01
Hs.21509_at	0.451290	9.131280e-02	4.001063e-01
Hs.46679_at	0.451290	9.131280e-02	4.001063e-01
Hs.284137_at	-0.451290	9.131280e-02	4.001063e-01
Hs.283741_at	-0.451290	9.131280e-02	4.001063e-01
Hs.288655_at	0.451290	9.131280e-02	4.001063e-01
Hs.508885_at	0.451290	9.131280e-02	4.001063e-01
Hs.323213_at	0.451290	9.131280e-02	4.001063e-01
Hs.72630_at	0.451290	9.131280e-02	4.001063e-01
Hs.493096_at	0.451290	9.131280e-02	4.001063e-01
Hs.604325_at	0.451290	9.131280e-02	4.001063e-01
Hs.442782_at	-0.451290	9.131280e-02	4.001063e-01
Hs.63788_at	-0.451290	9.131280e-02	4.001063e-01
Hs.36053_at	-0.451290	9.131280e-02	4.001063e-01
Hs.293563_at	0.451290	9.131280e-02	4.001063e-01
Hs.14968_at	-0.451290	9.131280e-02	4.001063e-01
Hs.46332_at	0.451290	9.131280e-02	4.001063e-01
Hs.558582_at	0.451290	9.131280e-02	4.001063e-01
Hs.272215_at	0.451290	9.131280e-02	4.001063e-01
Hs.130774_at	-0.451290	9.131280e-02	4.001063e-01
Hs.198853_at	-0.451290	9.131280e-02	4.001063e-01
Hs.405156_at	0.451290	9.131280e-02	4.001063e-01
Hs.311193_at	0.451290	9.131280e-02	4.001063e-01
Hs.312228_at	0.451290	9.131280e-02	4.001063e-01
Hs.569312_at	0.451290	9.131280e-02	4.001063e-01
Hs.461253_at	0.451290	9.131280e-02	4.001063e-01
Hs.573140_at	0.451290	9.131280e-02	4.001063e-01
Hs.524760_at	-0.451290	9.131280e-02	4.001063e-01
Hs.461786_at	0.447680	9.425739e-02	4.044466e-01
Hs.295459_at	0.447680	9.425739e-02	4.044466e-01
Hs.608871_at	0.447680	9.425739e-02	4.044466e-01
Hs.522493_at	0.447680	9.425739e-02	4.044466e-01
Hs.380220_at	0.447680	9.425739e-02	4.044466e-01
Hs.148580_at	0.447680	9.425739e-02	4.044466e-01
Hs.596704_at	0.447680	9.425739e-02	4.044466e-01
Hs.632724_at	-0.447680	9.425739e-02	4.044466e-01
Hs.159057_at	0.447680	9.425739e-02	4.044466e-01
Hs.249196_at	0.447680	9.425739e-02	4.044466e-01
Hs.445480+_at	0.447680	9.425739e-02	4.044466e-01
Hs.623552_at	0.447680	9.425739e-02	4.044466e-01
Hs.534040_at	-0.447680	9.425739e-02	4.044466e-01
Hs.202438_at	0.447680	9.425739e-02	4.044466e-01
Hs.202517_at	-0.447680	9.425739e-02	4.044466e-01
Hs.647949_at	0.447680	9.425739e-02	4.044466e-01
Hs.421961_at	0.447680	9.425739e-02	4.044466e-01
Hs.23361_at	0.447680	9.425739e-02	4.044466e-01
Hs.234249_at	0.447680	9.425739e-02	4.044466e-01
Hs.361041_at	-0.447680	9.425739e-02	4.044466e-01
Hs.21162_at	0.447680	9.425739e-02	4.044466e-01
Hs.285218_at	-0.447680	9.425739e-02	4.044466e-01
Hs.591902_at	0.447680	9.425739e-02	4.044466e-01
Hs.2442_at	0.447680	9.425739e-02	4.044466e-01
Hs.474643_at	-0.447680	9.425739e-02	4.044466e-01
Hs.135569_at	0.447680	9.425739e-02	4.044466e-01
Hs.129867_at	0.447680	9.425739e-02	4.044466e-01
Hs.282410_at	-0.447680	9.425739e-02	4.044466e-01
Hs.91626_at	0.447680	9.425739e-02	4.044466e-01
Hs.632251_at	0.447680	9.425739e-02	4.044466e-01
Hs.50732_at	-0.447680	9.425739e-02	4.044466e-01
Hs.61581_at	0.447680	9.425739e-02	4.044466e-01
Hs.444767_at	0.447680	9.425739e-02	4.044466e-01
Hs.21454_at	-0.447680	9.425739e-02	4.044466e-01
Hs.120399_at	0.447680	9.425739e-02	4.044466e-01
Hs.167368_at	0.447680	9.425739e-02	4.044466e-01
Hs.20521_at	-0.447680	9.425739e-02	4.044466e-01
Hs.434075_at	-0.447680	9.425739e-02	4.044466e-01
Hs.497692_at	-0.447680	9.425739e-02	4.044466e-01
Hs.145435_at	0.447680	9.425739e-02	4.044466e-01
Hs.609291_at	0.447680	9.425739e-02	4.044466e-01
Hs.49427_at	0.447680	9.425739e-02	4.044466e-01
Hs.129206_at	-0.447680	9.425739e-02	4.044466e-01
Hs.302742_at	-0.447680	9.425739e-02	4.044466e-01
Hs.253603_at	0.447680	9.425739e-02	4.044466e-01
Hs.120464_at	0.447680	9.425739e-02	4.044466e-01
Hs.128055_at	0.447680	9.425739e-02	4.044466e-01
Hs.11638_at	-0.447680	9.425739e-02	4.044466e-01
Hs.17958_at	0.447680	9.425739e-02	4.044466e-01
Hs.591008_at	0.447680	9.425739e-02	4.044466e-01
Hs.367879_at	0.447680	9.425739e-02	4.044466e-01
Hs.232375_at	-0.447680	9.425739e-02	4.044466e-01
Hs.427229-_at	0.447680	9.425739e-02	4.044466e-01
Hs.620384_at	0.447680	9.425739e-02	4.044466e-01
Hs.458423_at	0.447680	9.425739e-02	4.044466e-01
Hs.119273_at	0.447680	9.425739e-02	4.044466e-01
Hs.514211_at	-0.447680	9.425739e-02	4.044466e-01
Hs.36300_at	0.447680	9.425739e-02	4.044466e-01
Hs.603759-_at	-0.447680	9.425739e-02	4.044466e-01
Hs.651281_at	-0.447680	9.425739e-02	4.044466e-01
Hs.438489_at	-0.447680	9.425739e-02	4.044466e-01
Hs.436119_at	0.447680	9.425739e-02	4.044466e-01
Hs.89605_at	0.447680	9.425739e-02	4.044466e-01
Hs.89864_at	0.447680	9.425739e-02	4.044466e-01
Hs.435512_at	-0.447680	9.425739e-02	4.044466e-01
Hs.126813_at	0.447680	9.425739e-02	4.044466e-01
Hs.154429_at	-0.447680	9.425739e-02	4.044466e-01
Hs.391835_at	0.447680	9.425739e-02	4.044466e-01
Hs.196129_at	-0.447680	9.425739e-02	4.044466e-01
Hs.34969_at	0.447680	9.425739e-02	4.044466e-01
Hs.5025_at	0.447680	9.425739e-02	4.044466e-01
Hs.183006_at	-0.447680	9.425739e-02	4.044466e-01
Hs.181245_at	0.447680	9.425739e-02	4.044466e-01
Hs.76392_at	-0.447680	9.425739e-02	4.044466e-01
Hs.199380_at	0.447680	9.425739e-02	4.044466e-01
Hs.183713_at	0.447680	9.425739e-02	4.044466e-01
Hs.183435_at	-0.447680	9.425739e-02	4.044466e-01
Hs.593315_at	0.447680	9.425739e-02	4.044466e-01
Hs.405639_at	-0.447680	9.425739e-02	4.044466e-01
Hs.194385_at	0.447680	9.425739e-02	4.044466e-01
Hs.524138_at	0.447680	9.425739e-02	4.044466e-01
Hs.558308_at	0.447680	9.425739e-02	4.044466e-01
Hs.7549_at	-0.447680	9.425739e-02	4.044466e-01
Hs.55847_at	-0.447680	9.425739e-02	4.044466e-01
Hs.527119_at	-0.447680	9.425739e-02	4.044466e-01
Hs.646291_at	0.447680	9.425739e-02	4.044466e-01
Hs.148988_at	0.447680	9.425739e-02	4.044466e-01
Hs.239891_at	0.447680	9.425739e-02	4.044466e-01
Hs.475970_at	-0.447680	9.425739e-02	4.044466e-01
Hs.557916_at	0.447680	9.425739e-02	4.044466e-01
Hs.134084_at	-0.447680	9.425739e-02	4.044466e-01
Hs.194121_at	0.447680	9.425739e-02	4.044466e-01
Hs.378996_at	-0.447680	9.425739e-02	4.044466e-01
Hs.148340_at	0.447680	9.425739e-02	4.044466e-01
Hs.386793_at	0.447680	9.425739e-02	4.044466e-01
Hs.594880_at	0.447680	9.425739e-02	4.044466e-01
Hs.645326_at	0.447680	9.425739e-02	4.044466e-01
Hs.165950_at	0.444069	9.726818e-02	4.098328e-01
Hs.508720_at	0.444069	9.726818e-02	4.098328e-01
Hs.173611_at	-0.444069	9.726818e-02	4.098328e-01
Hs.98661_at	0.444069	9.726818e-02	4.098328e-01
Hs.98660_at	0.444069	9.726818e-02	4.098328e-01
Hs.482491_at	-0.444069	9.726818e-02	4.098328e-01
Hs.635313_at	-0.444069	9.726818e-02	4.098328e-01
Hs.419800_at	0.444069	9.726818e-02	4.098328e-01
Hs.150540_at	0.444069	9.726818e-02	4.098328e-01
Hs.591167_at	0.444069	9.726818e-02	4.098328e-01
Hs.471991_at	0.444069	9.726818e-02	4.098328e-01
Hs.495480_at	0.444069	9.726818e-02	4.098328e-01
Hs.445066_at	0.444069	9.726818e-02	4.098328e-01
Hs.117169_at	-0.444069	9.726818e-02	4.098328e-01
Hs.160574_at	0.444069	9.726818e-02	4.098328e-01
Hs.37009_at	0.444069	9.726818e-02	4.098328e-01
Hs.502116_at	0.444069	9.726818e-02	4.098328e-01
Hs.599470_at	-0.444069	9.726818e-02	4.098328e-01
Hs.643743_at	-0.444069	9.726818e-02	4.098328e-01
Hs.643854_at	-0.444069	9.726818e-02	4.098328e-01
Hs.124246_at	-0.444069	9.726818e-02	4.098328e-01
Hs.636918_at	-0.444069	9.726818e-02	4.098328e-01
Hs.32995_at	0.444069	9.726818e-02	4.098328e-01
Hs.188256_at	0.444069	9.726818e-02	4.098328e-01
Hs.111554_at	0.444069	9.726818e-02	4.098328e-01
Hs.152812_at	0.444069	9.726818e-02	4.098328e-01
Hs.408614_at	-0.444069	9.726818e-02	4.098328e-01
Hs.562886_at	0.444069	9.726818e-02	4.098328e-01
Hs.463059_at	0.444069	9.726818e-02	4.098328e-01
Hs.375063_at	0.444069	9.726818e-02	4.098328e-01
Hs.374990_at	0.444069	9.726818e-02	4.098328e-01
Hs.317970_at	0.444069	9.726818e-02	4.098328e-01
Hs.303084_at	0.444069	9.726818e-02	4.098328e-01
Hs.372286_at	-0.444069	9.726818e-02	4.098328e-01
Hs.599469_at	-0.444069	9.726818e-02	4.098328e-01
Hs.192131_at	0.444069	9.726818e-02	4.098328e-01
Hs.386294_at	-0.444069	9.726818e-02	4.098328e-01
Hs.145761_at	0.444069	9.726818e-02	4.098328e-01
Hs.368226_at	0.444069	9.726818e-02	4.098328e-01
Hs.515415_at	0.444069	9.726818e-02	4.098328e-01
Hs.632586_at	-0.444069	9.726818e-02	4.098328e-01
Hs.505104_at	-0.444069	9.726818e-02	4.098328e-01
Hs.438292_at	0.444069	9.726818e-02	4.098328e-01
Hs.326420_at	0.444069	9.726818e-02	4.098328e-01
Hs.23251_at	0.444069	9.726818e-02	4.098328e-01
Hs.334518_at	-0.444069	9.726818e-02	4.098328e-01
Hs.220558_at	0.444069	9.726818e-02	4.098328e-01
Hs.568480_at	0.444069	9.726818e-02	4.098328e-01
Hs.568533_at	0.444069	9.726818e-02	4.098328e-01
Hs.592221_at	0.444069	9.726818e-02	4.098328e-01
Hs.556230_at	0.444069	9.726818e-02	4.098328e-01
Hs.108332_at	-0.444069	9.726818e-02	4.098328e-01
Hs.280990_at	-0.444069	9.726818e-02	4.098328e-01
Hs.509083_at	0.444069	9.726818e-02	4.098328e-01
Hs.534590_at	0.444069	9.726818e-02	4.098328e-01
Hs.591124_at	0.444069	9.726818e-02	4.098328e-01
Hs.499886_at	-0.444069	9.726818e-02	4.098328e-01
Hs.444362_at	0.444069	9.726818e-02	4.098328e-01
Hs.156471_at	0.444069	9.726818e-02	4.098328e-01
Hs.570896_at	0.444069	9.726818e-02	4.098328e-01
Hs.553734_at	0.444069	9.726818e-02	4.098328e-01
Hs.652176_at	-0.444069	9.726818e-02	4.098328e-01
Hs.248183_at	0.444069	9.726818e-02	4.098328e-01
Hs.129462_at	0.444069	9.726818e-02	4.098328e-01
Hs.521912_at	0.444069	9.726818e-02	4.098328e-01
Hs.521461_at	-0.444069	9.726818e-02	4.098328e-01
Hs.561823_at	0.444069	9.726818e-02	4.098328e-01
Hs.132499_at	0.444069	9.726818e-02	4.098328e-01
Hs.73722_at	-0.444069	9.726818e-02	4.098328e-01
Hs.632377_at	-0.444069	9.726818e-02	4.098328e-01
Hs.591078_at	-0.444069	9.726818e-02	4.098328e-01
Hs.591081_at	-0.444069	9.726818e-02	4.098328e-01
Hs.601374_at	-0.444069	9.726818e-02	4.098328e-01
Hs.586791_at	0.444069	9.726818e-02	4.098328e-01
Hs.607093_at	-0.444069	9.726818e-02	4.098328e-01
Hs.652762_at	0.444069	9.726818e-02	4.098328e-01
Hs.442703_at	0.444069	9.726818e-02	4.098328e-01
Hs.72363_at	0.444069	9.726818e-02	4.098328e-01
Hs.54713_at	0.444069	9.726818e-02	4.098328e-01
Hs.488827_at	0.444069	9.726818e-02	4.098328e-01
Hs.558799_at	-0.444069	9.726818e-02	4.098328e-01
Hs.511837_at	-0.444069	9.726818e-02	4.098328e-01
Hs.368921_at	0.444069	9.726818e-02	4.098328e-01
Hs.524406_at	0.444069	9.726818e-02	4.098328e-01
Hs.523829_at	-0.444069	9.726818e-02	4.098328e-01
Hs.295732_at	0.444069	9.726818e-02	4.098328e-01
Hs.632472_at	-0.440459	1.003458e-01	4.135996e-01
Hs.532216_at	-0.440459	1.003458e-01	4.135996e-01
Hs.72068_at	0.440459	1.003458e-01	4.135996e-01
Hs.474066_at	-0.440459	1.003458e-01	4.135996e-01
Hs.369285_at	-0.440459	1.003458e-01	4.135996e-01
Hs.194654_at	0.440459	1.003458e-01	4.135996e-01
Hs.466917_at	0.440459	1.003458e-01	4.135996e-01
Hs.591194_at	0.440459	1.003458e-01	4.135996e-01
Hs.591198_at	-0.440459	1.003458e-01	4.135996e-01
Hs.511605_at	-0.440459	1.003458e-01	4.135996e-01
Hs.517331_at	0.440459	1.003458e-01	4.135996e-01
Hs.430733_at	-0.440459	1.003458e-01	4.135996e-01
Hs.632780_at	-0.440459	1.003458e-01	4.135996e-01
Hs.591810_at	0.440459	1.003458e-01	4.135996e-01
Hs.635378_at	0.440459	1.003458e-01	4.135996e-01
Hs.478289_at	0.440459	1.003458e-01	4.135996e-01
Hs.592591_at	0.440459	1.003458e-01	4.135996e-01
Hs.490745_at	-0.440459	1.003458e-01	4.135996e-01
Hs.445981_at	0.440459	1.003458e-01	4.135996e-01
Hs.502302_at	-0.440459	1.003458e-01	4.135996e-01
Hs.436509_at	0.440459	1.003458e-01	4.135996e-01
Hs.143046_at	0.440459	1.003458e-01	4.135996e-01
Hs.69360_at	0.440459	1.003458e-01	4.135996e-01
Hs.191815_at	0.440459	1.003458e-01	4.135996e-01
Hs.165859_at	0.440459	1.003458e-01	4.135996e-01
Hs.131072_at	0.440459	1.003458e-01	4.135996e-01
Hs.127743_at	0.440459	1.003458e-01	4.135996e-01
Hs.166891_at	-0.440459	1.003458e-01	4.135996e-01
Hs.597691_at	0.440459	1.003458e-01	4.135996e-01
Hs.498248_at	0.440459	1.003458e-01	4.135996e-01
Hs.408542_at	0.440459	1.003458e-01	4.135996e-01
Hs.624574_at	-0.440459	1.003458e-01	4.135996e-01
Hs.624178_at	0.440459	1.003458e-01	4.135996e-01
Hs.25040_at	-0.440459	1.003458e-01	4.135996e-01
Hs.391051_at	0.440459	1.003458e-01	4.135996e-01
Hs.18949_at	-0.440459	1.003458e-01	4.135996e-01
Hs.610605_at	0.440459	1.003458e-01	4.135996e-01
Hs.30570_at	0.440459	1.003458e-01	4.135996e-01
Hs.305971_at	0.440459	1.003458e-01	4.135996e-01
Hs.549577_at	-0.440459	1.003458e-01	4.135996e-01
Hs.13305_at	0.440459	1.003458e-01	4.135996e-01
Hs.75619_at	0.440459	1.003458e-01	4.135996e-01
Hs.154628_at	0.440459	1.003458e-01	4.135996e-01
Hs.147851_at	0.440459	1.003458e-01	4.135996e-01
Hs.60339_at	-0.440459	1.003458e-01	4.135996e-01
Hs.532688_at	0.440459	1.003458e-01	4.135996e-01
Hs.11916_at	-0.440459	1.003458e-01	4.135996e-01
Hs.611475_at	-0.440459	1.003458e-01	4.135996e-01
Hs.37712_at	0.440459	1.003458e-01	4.135996e-01
Hs.136982_at	0.440459	1.003458e-01	4.135996e-01
Hs.649734-_at	0.440459	1.003458e-01	4.135996e-01
Hs.45107_at	-0.440459	1.003458e-01	4.135996e-01
Hs.27744_at	0.440459	1.003458e-01	4.135996e-01
Hs.558459_at	-0.440459	1.003458e-01	4.135996e-01
Hs.515242_at	-0.440459	1.003458e-01	4.135996e-01
Hs.259347_at	-0.440459	1.003458e-01	4.135996e-01
Hs.135146_at	-0.440459	1.003458e-01	4.135996e-01
Hs.151411_at	-0.440459	1.003458e-01	4.135996e-01
Hs.205742_at	0.440459	1.003458e-01	4.135996e-01
Hs.313847_at	0.440459	1.003458e-01	4.135996e-01
