gse_accession	gpl_accession	feature_id	gene	entrez_gene_id
GSE120717	GPL13158	1566079_PM_at	RPS16P5	647190
GSE120717	GPL13158	1566081_PM_at	DLEU7	220107
GSE120717	GPL13158	1566093_PM_at	ARHGEF12	23365
GSE120717	GPL13158	1566099_PM_at	CD6	923
GSE120717	GPL13158	1566101_PM_at	TTLL5	23093
GSE120717	GPL13158	1566102_PM_at	TTLL5	23093
GSE120717	GPL13158	1566105_PM_at	MFN2	9927
GSE120717	GPL13158	1566108_PM_at	MYNN	55892
GSE120717	GPL13158	1566109_PM_at	MYNN	55892
GSE120717	GPL13158	1566111_PM_at	FAM38A	9780
GSE120717	GPL13158	1566123_PM_at	FABP6	2172
GSE120717	GPL13158	1566124_PM_a_at	FABP6	2172
GSE120717	GPL13158	1566129_PM_at	LIMS1	3987
GSE120717	GPL13158	1566134_PM_at	CARHSP1	23589
GSE120717	GPL13158	1566135_PM_at	CARHSP1	23589
GSE120717	GPL13158	1566140_PM_at	HOPX	84525
GSE120717	GPL13158	1566145_PM_s_at	LOC644450	644450
GSE120717	GPL13158	1566147_PM_a_at	LOC375010	375010
GSE120717	GPL13158	1566149_PM_at	CALML4	91860
GSE120717	GPL13158	1566150_PM_at	CALML4	91860
GSE120717	GPL13158	1566151_PM_at	CLP1	10978
GSE120717	GPL13158	1566152_PM_a_at	CLP1	10978
GSE120717	GPL13158	1566168_PM_at	LOC729986	729986
GSE120717	GPL13158	1566171_PM_at	RFFL	117584
GSE120717	GPL13158	1566190_PM_at	SUZ12	23512
GSE120717	GPL13158	1566191_PM_at	SUZ12	23512
GSE120717	GPL13158	1566207_PM_at	TCEA1	6917
GSE120717	GPL13158	1566208_PM_at	TCEA1	6917
GSE120717	GPL13158	1566218_PM_at	KRTAP5-2	440021
GSE120717	GPL13158	1566219_PM_at	LOC338651	338651
GSE120717	GPL13158	1566235_PM_at	DGCR12	25784
GSE120717	GPL13158	1566236_PM_at	DGCR12	25784
GSE120717	GPL13158	1566251_PM_at	LOC651250	651250
GSE120717	GPL13158	1566253_PM_at	SH3GL1P1	6458
GSE120717	GPL13158	1566269_PM_at	RALGAPA1	253959
GSE120717	GPL13158	1566271_PM_x_at	RALGAPA1	253959
GSE120717	GPL13158	1566272_PM_at	RALGAPA1	253959
GSE120717	GPL13158	1566277_PM_at	OR5E1P	26343
GSE120717	GPL13158	1566288_PM_at	OR2M4	26245
GSE120717	GPL13158	1566289_PM_at	OR2M4	26245
GSE120717	GPL13158	1566301_PM_at	PPP1R11	6992
GSE120717	GPL13158	1566302_PM_at	PPP1R11	6992
GSE120717	GPL13158	1566303_PM_s_at	PPP1R11	6992
GSE120717	GPL13158	1566324_PM_a_at	MAF	4094
GSE120717	GPL13158	1566339_PM_at	SNORD8	319103
GSE120717	GPL13158	1566340_PM_at	SNORD8	319103
GSE120717	GPL13158	1566362_PM_at	DNTT	1791
GSE120717	GPL13158	1566363_PM_at	DNTT	1791
GSE120717	GPL13158	1566402_PM_at	SNORA68	26780
GSE120717	GPL13158	1566403_PM_at	SNORA68	26780
GSE120717	GPL13158	1566433_PM_at	PLD4	122618
GSE120717	GPL13158	1566440_PM_at	CTNND2	1501
GSE120717	GPL13158	1566447_PM_at	CD6	923
GSE120717	GPL13158	1566448_PM_at	CD6	923
GSE120717	GPL13158	1566449_PM_at	LRRC40	55631
GSE120717	GPL13158	1566465_PM_at	KCNK1	3775
GSE120717	GPL13158	1566472_PM_s_at	RETSAT	54884
GSE120717	GPL13158	1566478_PM_at	C17orf104	284071
GSE120717	GPL13158	1566480_PM_x_at	C17orf104	284071
GSE120717	GPL13158	1566507_PM_a_at	FBXO9	26268
GSE120717	GPL13158	1566509_PM_s_at	FBXO9	26268
GSE120717	GPL13158	1566511_PM_at	FBXO9	26268
GSE120717	GPL13158	1566513_PM_a_at	GNG4	2786
GSE120717	GPL13158	1566514_PM_at	CWF19L2	143884
GSE120717	GPL13158	1566515_PM_at	CWF19L2	143884
GSE120717	GPL13158	1566526_PM_at	LOC283688	283688
GSE120717	GPL13158	1566537_PM_at	LOC100289336	100289336
GSE120717	GPL13158	1566555_PM_at	FLJ90757	440465
GSE120717	GPL13158	1566557_PM_at	FLJ90757	440465
GSE120717	GPL13158	1566558_PM_x_at	FLJ90757	440465
GSE120717	GPL13158	1566603_PM_s_at	RPUSD3	285367
GSE120717	GPL13158	1566605_PM_at	TEX9	374618
GSE120717	GPL13158	1566606_PM_a_at	TEX9	374618
GSE120717	GPL13158	1566630_PM_at	PPP2R3B	28227
GSE120717	GPL13158	1566642_PM_at	LOC100292631	100292631
GSE120717	GPL13158	1566646_PM_at	LOC149086	149086
GSE120717	GPL13158	1566647_PM_s_at	LOC149086	149086
GSE120717	GPL13158	1566664_PM_at	LOC643677	643677
GSE120717	GPL13158	1566665_PM_at	LOC643677	643677
GSE120717	GPL13158	1566670_PM_at	PDXK	8566
GSE120717	GPL13158	1566671_PM_a_at	PDXK	8566
GSE120717	GPL13158	1566677_PM_at	MMP2	4313
GSE120717	GPL13158	1566678_PM_at	MMP2	4313
GSE120717	GPL13158	1566701_PM_at	VRK3	51231
GSE120717	GPL13158	1566720_PM_at	RPS10P7	376693
GSE120717	GPL13158	1566721_PM_at	SVEP1	79987
GSE120717	GPL13158	1566722_PM_a_at	SVEP1	79987
GSE120717	GPL13158	1566734_PM_at	LOC283454	283454
GSE120717	GPL13158	1566735_PM_at	LOC728716	728716
GSE120717	GPL13158	1566737_PM_at	LOC728716	728716
GSE120717	GPL13158	1566739_PM_at	PLCE1	51196
GSE120717	GPL13158	1566740_PM_at	PLCE1	51196
GSE120717	GPL13158	1566760_PM_at	FLJ34208	401106
GSE120717	GPL13158	1566761_PM_a_at	FLJ34208	401106
GSE120717	GPL13158	1566764_PM_at	MACC1	346389
GSE120717	GPL13158	1566766_PM_a_at	MACC1	346389
GSE120717	GPL13158	1566775_PM_at	DNAH1	25981
GSE120717	GPL13158	1566776_PM_at	DNAH1	25981
GSE120717	GPL13158	1566784_PM_at	NSF	4905
GSE120717	GPL13158	1566785_PM_x_at	NSF	4905
GSE120717	GPL13158	1566814_PM_at	FGF22	27006
GSE120717	GPL13158	1566816_PM_at	FGF22	27006
GSE120717	GPL13158	1566830_PM_at	LOC440028	440028
GSE120717	GPL13158	1566831_PM_at	LOC283104	283104
GSE120717	GPL13158	1566832_PM_at	TOP1P2	7152
GSE120717	GPL13158	1566833_PM_x_at	TOP1P2	7152
GSE120717	GPL13158	1566839_PM_at	LOC283674	283674
GSE120717	GPL13158	1566840_PM_at	LOC283674	283674
GSE120717	GPL13158	1566843_PM_at	PER4	168741
GSE120717	GPL13158	1566844_PM_at	PER4	168741
GSE120717	GPL13158	1566851_PM_at	TRIM42	287015
GSE120717	GPL13158	1566852_PM_at	TRIM42	287015
GSE120717	GPL13158	1566860_PM_at	LOC145663	145663
GSE120717	GPL13158	1566861_PM_at	GATM	2628
GSE120717	GPL13158	1566865_PM_at	FAM200A	221786
GSE120717	GPL13158	1566889_PM_at	THADA	63892
GSE120717	GPL13158	1566901_PM_at	TGIF1	7050
GSE120717	GPL13158	1566906_PM_at	LOC100129722	100129722
GSE120717	GPL13158	1566908_PM_at	C9orf173	441476
GSE120717	GPL13158	1566916_PM_at	HPYR1	93668
GSE120717	GPL13158	1566917_PM_at	HPYR1	93668
GSE120717	GPL13158	1566927_PM_at	C21orf104	54748
GSE120717	GPL13158	1566930_PM_at	TFB2M	64216
GSE120717	GPL13158	1566931_PM_at	TFB2M	64216
GSE120717	GPL13158	1566932_PM_x_at	TFB2M	64216
GSE120717	GPL13158	1566934_PM_at	TYRO3P	7302
GSE120717	GPL13158	1566935_PM_at	TYRO3P	7302
GSE120717	GPL13158	1566956_PM_at	OR7E104P	81137
GSE120717	GPL13158	1566987_PM_s_at	LOC651250	651250
GSE120717	GPL13158	1566989_PM_at	ARID1B	57492
GSE120717	GPL13158	1566990_PM_x_at	ARID1B	57492
GSE120717	GPL13158	1566991_PM_at	ARID1B	57492
GSE120717	GPL13158	1567013_PM_at	NFE2L2	4780
GSE120717	GPL13158	1567014_PM_s_at	NFE2L2	4780
GSE120717	GPL13158	1567015_PM_at	NFE2L2	4780
GSE120717	GPL13158	1567022_PM_at	OR5AK4P	219525
GSE120717	GPL13158	1567023_PM_at	OR5AK4P	219525
GSE120717	GPL13158	1567027_PM_at	SH3GL1P2	6459
GSE120717	GPL13158	1567028_PM_s_at	SH3GL1P2	6459
GSE120717	GPL13158	1567030_PM_at	SH3GL1P2	6459
GSE120717	GPL13158	1567032_PM_s_at	ZNF160	90338
GSE120717	GPL13158	1567036_PM_at	C20orf181	100128998
GSE120717	GPL13158	1567054_PM_at	OR1C1	26188
GSE120717	GPL13158	1567055_PM_at	OR1C1	26188
GSE120717	GPL13158	1567056_PM_at	OR8G2	26492
GSE120717	GPL13158	1567058_PM_at	OR8G2	26492
GSE120717	GPL13158	1567059_PM_at	LOC100288845	100288845
GSE120717	GPL13158	1567060_PM_at	OR8G1	26494
GSE120717	GPL13158	1567064_PM_at	OR1Q1	158131
GSE120717	GPL13158	1567065_PM_at	OR1Q1	158131
GSE120717	GPL13158	1567068_PM_at	OR4D1	26689
GSE120717	GPL13158	1567069_PM_at	OR4D1	26689
GSE120717	GPL13158	1567079_PM_at	CLN6	54982
GSE120717	GPL13158	1567080_PM_s_at	CLN6	54982
GSE120717	GPL13158	1567081_PM_x_at	CLN6	54982
GSE120717	GPL13158	1567107_PM_s_at	TPM4	7171
GSE120717	GPL13158	1567213_PM_at	PNN	5411
GSE120717	GPL13158	1567214_PM_a_at	PNN	5411
GSE120717	GPL13158	1567222_PM_x_at	ELOVL5	60481
GSE120717	GPL13158	1567223_PM_at	HMGA2	8091
GSE120717	GPL13158	1567224_PM_at	HMGA2	8091
GSE120717	GPL13158	1567237_PM_at	OR2L2	26246
GSE120717	GPL13158	1567238_PM_at	OR2L2	26246
GSE120717	GPL13158	1567240_PM_x_at	OR2L2	26246
GSE120717	GPL13158	1567241_PM_at	OR2L1P	26247
GSE120717	GPL13158	1567242_PM_at	OR2L1P	26247
GSE120717	GPL13158	1567244_PM_at	OR5J2	282775
GSE120717	GPL13158	1567245_PM_at	OR5J2	282775
GSE120717	GPL13158	1567246_PM_at	OR5H1	26341
GSE120717	GPL13158	1567247_PM_at	OR5H1 /// OR5H14 /// OR5H15	26341 /// 403273 /// 403274
GSE120717	GPL13158	1567248_PM_at	OR9A1P	26495
GSE120717	GPL13158	1567249_PM_at	OR9A1P	26495
GSE120717	GPL13158	1567250_PM_at	OR10A3	26496
GSE120717	GPL13158	1567251_PM_at	OR10A3	26496
GSE120717	GPL13158	1567252_PM_at	OR10D3P	26497
GSE120717	GPL13158	1567253_PM_at	OR10D3P	26497
GSE120717	GPL13158	1567254_PM_at	OR10D1P	26541
GSE120717	GPL13158	1567255_PM_at	OR10D1P	26541
GSE120717	GPL13158	1567256_PM_at	OR1J2	26740
GSE120717	GPL13158	1567257_PM_at	OR1J2	26740
GSE120717	GPL13158	1567271_PM_at	OR4C1P	26242
GSE120717	GPL13158	1567272_PM_at	OR2K2	26248
GSE120717	GPL13158	1567273_PM_at	OR2K2	26248
GSE120717	GPL13158	1567277_PM_at	CTTN	2017
GSE120717	GPL13158	1567282_PM_at	OR1J4	26219
GSE120717	GPL13158	1567284_PM_at	OR1J4	26219
GSE120717	GPL13158	1567285_PM_at	OR5L2	26338
GSE120717	GPL13158	1567286_PM_at	OR5L2	26338
GSE120717	GPL13158	1567287_PM_at	OR5K1	26339
GSE120717	GPL13158	1567288_PM_at	OR5K1	26339
GSE120717	GPL13158	1567297_PM_at	OR13C4	138804
GSE120717	GPL13158	1567298_PM_at	OR13C4	138804
GSE120717	GPL13158	1567341_PM_at	FOXD4	2298
GSE120717	GPL13158	1567357_PM_at	NAV2	89797
GSE120717	GPL13158	1567358_PM_at	NAV2	89797
GSE120717	GPL13158	1567359_PM_at	BDNFOS	497258
GSE120717	GPL13158	1567361_PM_at	BDNFOS	497258
GSE120717	GPL13158	1567376_PM_at	DNAH1	25981
GSE120717	GPL13158	1567377_PM_at	DNAH1	25981
GSE120717	GPL13158	1567378_PM_x_at	DNAH1	25981
GSE120717	GPL13158	1567410_PM_at	ZNF135	7694
GSE120717	GPL13158	1567440_PM_at	LOC100287521	100287521
GSE120717	GPL13158	1567443_PM_x_at	PSEN1	5663
GSE120717	GPL13158	1567457_PM_at	RAC1	5879
GSE120717	GPL13158	1567458_PM_s_at	RAC1	5879
GSE120717	GPL13158	1567519_PM_at	PLXNA3	55558
GSE120717	GPL13158	1567539_PM_at	MFGE8	4240
GSE120717	GPL13158	1567540_PM_at	MFGE8	4240
GSE120717	GPL13158	1567558_PM_at	TREML4	285852
GSE120717	GPL13158	1567559_PM_s_at	TREML4	285852
GSE120717	GPL13158	1567622_PM_at	ABLIM2	84448
GSE120717	GPL13158	1567623_PM_at	ABLIM2	84448
GSE120717	GPL13158	1567624_PM_at	TREML2P1	221438
GSE120717	GPL13158	1567627_PM_at	CD74	972
GSE120717	GPL13158	1567628_PM_at	CD74	972
GSE120717	GPL13158	1567656_PM_at	OR2H1	26716
GSE120717	GPL13158	1567657_PM_at	OR2H1	26716
GSE120717	GPL13158	1567679_PM_at	SNORA74A	26821
GSE120717	GPL13158	1567681_PM_at	SNORA74A	26821
GSE120717	GPL13158	1567682_PM_x_at	SNORA74A	26821
GSE120717	GPL13158	1567686_PM_at	CECR9	30847
GSE120717	GPL13158	1567687_PM_at	CECR9	30847
GSE120717	GPL13158	1567704_PM_at	TFE3	7030
GSE120717	GPL13158	1567855_PM_at	ZNF29P	7577
GSE120717	GPL13158	1567856_PM_x_at	ZNF29P	7577
GSE120717	GPL13158	1567861_PM_at	DNAH14	127602
GSE120717	GPL13158	1567862_PM_at	DNAH14	127602
GSE120717	GPL13158	1567878_PM_at	DEFB114	245928
GSE120717	GPL13158	1567906_PM_at	SOX4	6659
GSE120717	GPL13158	1567912_PM_s_at	CT45A1 /// CT45A2 /// CT45A3 /// CT45A4 /// CT45A5 /// CT45A6 /// LOC100133581	100133581 /// 441519 /// 441520 /// 441521 /// 541465 /// 541466 /// 728911
GSE120717	GPL13158	1568012_PM_at	CLIP1	6249
GSE120717	GPL13158	1568126_PM_at	ANXA2	302
GSE120717	GPL13158	1568191_PM_at	MCAM	4162
GSE120717	GPL13158	1568248_PM_x_at	SNORA71B	26776
GSE120717	GPL13158	1568249_PM_at	LOC388796 /// SNORA71B	26776 /// 388796
GSE120717	GPL13158	1568286_PM_at	HMGA2	8091
GSE120717	GPL13158	1568287_PM_at	HMGA2	8091
GSE120717	GPL13158	1568375_PM_at	DEFB124	245937
GSE120717	GPL13158	1568377_PM_x_at	DEFB124	245937
GSE120717	GPL13158	1568574_PM_x_at	SPP1	6696
GSE120717	GPL13158	1568590_PM_at	ARL3	403
GSE120717	GPL13158	1568592_PM_at	TRIM69	140691
GSE120717	GPL13158	1568593_PM_a_at	NUDT16P1	152195
GSE120717	GPL13158	1568594_PM_s_at	TRIM52	84851
GSE120717	GPL13158	1568596_PM_a_at	TROAP	10024
GSE120717	GPL13158	1568597_PM_at	LOC646762	646762
GSE120717	GPL13158	1568598_PM_at	KAZALD1	81621
GSE120717	GPL13158	1568600_PM_at	CALML4	91860
GSE120717	GPL13158	1568601_PM_at	GAD2	2572
GSE120717	GPL13158	1568603_PM_at	CADPS	8618
GSE120717	GPL13158	1568604_PM_a_at	CADPS	8618
GSE120717	GPL13158	1568605_PM_at	JRK	8629
GSE120717	GPL13158	1568606_PM_at	C11orf88	399949
GSE120717	GPL13158	1568609_PM_s_at	FAM91A2 /// FLJ39739 /// LOC100132057 /// LOC100286793 /// LOC728855 /// LOC728875	100132057 /// 100286793 /// 388685 /// 57234 /// 728855 /// 728875
GSE120717	GPL13158	1568612_PM_at	GABRG2	2566
GSE120717	GPL13158	1568613_PM_at	RSPH3	83861
GSE120717	GPL13158	1568617_PM_a_at	KIAA1543	57662
GSE120717	GPL13158	1568618_PM_a_at	GALNT1	2589
GSE120717	GPL13158	1568619_PM_s_at	ITPRIPL2	162073
GSE120717	GPL13158	1568620_PM_at	CSAD	51380
GSE120717	GPL13158	1568623_PM_a_at	SLC35E4	339665
GSE120717	GPL13158	1568627_PM_at	SMEK2	57223
GSE120717	GPL13158	1568629_PM_s_at	PIK3R2	5296
GSE120717	GPL13158	1568634_PM_a_at	LRRC66	339977
GSE120717	GPL13158	1568638_PM_a_at	IDO2	169355
GSE120717	GPL13158	1568640_PM_at	LOC400960	400960
GSE120717	GPL13158	1568644_PM_at	ZNF208	7757
GSE120717	GPL13158	1568646_PM_x_at	ZNF208	7757
GSE120717	GPL13158	1568658_PM_at	C2orf74	339804
GSE120717	GPL13158	1568662_PM_at	PWRN2	791115
GSE120717	GPL13158	1568663_PM_a_at	PWRN2	791115
GSE120717	GPL13158	1568665_PM_at	RNF103	7844
GSE120717	GPL13158	1568666_PM_at	PLIN5	440503
GSE120717	GPL13158	1568667_PM_s_at	PLIN5	440503
GSE120717	GPL13158	1568672_PM_at	EAF2	55840
GSE120717	GPL13158	1568673_PM_s_at	EAF2	55840
GSE120717	GPL13158	1568675_PM_at	CHRNA10	57053
GSE120717	GPL13158	1568678_PM_s_at	FGFR1OP	11116
GSE120717	GPL13158	1568680_PM_s_at	YTHDC2	64848
GSE120717	GPL13158	1568683_PM_at	MGC23284	197187
GSE120717	GPL13158	1568686_PM_at	ATP8B5P	158381
GSE120717	GPL13158	1568687_PM_s_at	ATP8B5P	158381
GSE120717	GPL13158	1568689_PM_at	LOC728853	728853
GSE120717	GPL13158	1568690_PM_a_at	LOC728853	728853
GSE120717	GPL13158	1568695_PM_s_at	INTS6	26512
GSE120717	GPL13158	1568696_PM_at	CDNF	441549
GSE120717	GPL13158	1568698_PM_at	TMEM232	642987
GSE120717	GPL13158	1568699_PM_at	C14orf179	112752
GSE120717	GPL13158	1568702_PM_a_at	PAAF1	80227
GSE120717	GPL13158	1568704_PM_a_at	CHERP	10523
GSE120717	GPL13158	1568706_PM_s_at	AVIL	10677
GSE120717	GPL13158	1568713_PM_a_at	TBC1D1	23216
GSE120717	GPL13158	1568717_PM_a_at	FKBP15	23307
GSE120717	GPL13158	1568718_PM_at	SLC22A23	63027
GSE120717	GPL13158	1568719_PM_s_at	SLC22A23	63027
GSE120717	GPL13158	1568720_PM_at	ZNF506	440515
GSE120717	GPL13158	1568723_PM_at	ATP9B	374868
GSE120717	GPL13158	1568728_PM_s_at	RNF207	388591
GSE120717	GPL13158	1568733_PM_at	C10orf76	79591
GSE120717	GPL13158	1568734_PM_a_at	HS1BP3	64342
GSE120717	GPL13158	1568739_PM_at	LOC285692	285692
GSE120717	GPL13158	1568743_PM_at	ATP10A	57194
GSE120717	GPL13158	1568745_PM_at	LOC646268	646268
GSE120717	GPL13158	1568746_PM_a_at	LOC646268	646268
GSE120717	GPL13158	1568751_PM_at	RGS13	6003
GSE120717	GPL13158	1568752_PM_s_at	RGS13	6003
GSE120717	GPL13158	1568760_PM_at	MYH11	4629
GSE120717	GPL13158	1568762_PM_at	LOC728613 /// PDCD6	10016 /// 728613
GSE120717	GPL13158	1568763_PM_s_at	LOC728613 /// PDCD6	10016 /// 728613
GSE120717	GPL13158	1568764_PM_x_at	LOC728613 /// PDCD6	10016 /// 728613
GSE120717	GPL13158	1568765_PM_at	SERPINE1	5054
GSE120717	GPL13158	1568768_PM_s_at	LOC100302650	100302650
GSE120717	GPL13158	1568770_PM_at	MYLK	4638
GSE120717	GPL13158	1568777_PM_at	EML5	161436
GSE120717	GPL13158	1568779_PM_a_at	ECM2	1842
GSE120717	GPL13158	1568780_PM_at	LOC649305	649305
GSE120717	GPL13158	1568782_PM_at	RP2	6102
GSE120717	GPL13158	1568783_PM_at	SFRS12	140890
GSE120717	GPL13158	1568789_PM_at	UHRF1BP1	54887
GSE120717	GPL13158	1568796_PM_at	CCDC157	550631
GSE120717	GPL13158	1568801_PM_at	C15orf44	81556
GSE120717	GPL13158	1568805_PM_at	NCOA7	135112
GSE120717	GPL13158	1568814_PM_at	DDX50	79009
GSE120717	GPL13158	1568815_PM_a_at	DDX50	79009
GSE120717	GPL13158	1568820_PM_a_at	BEND6	221336
GSE120717	GPL13158	1568821_PM_at	TTC23	64927
GSE120717	GPL13158	1568822_PM_at	GTPBP5	26164
GSE120717	GPL13158	1568827_PM_at	LOC401442	401442
GSE120717	GPL13158	1568828_PM_at	LOC730441	730441
GSE120717	GPL13158	1568830_PM_at	IRAK3	11213
GSE120717	GPL13158	1568834_PM_s_at	CCDC90B	60492
GSE120717	GPL13158	1568836_PM_at	CLK4	57396
GSE120717	GPL13158	1568838_PM_at	LOC100132169	100132169
GSE120717	GPL13158	1568840_PM_at	DCAF13	25879
GSE120717	GPL13158	1568843_PM_at	TTLL13	440307
GSE120717	GPL13158	1568849_PM_at	C21orf135	727701
GSE120717	GPL13158	1568850_PM_at	CCBP2	1238
GSE120717	GPL13158	1568854_PM_at	C6orf41	100133205
GSE120717	GPL13158	1568856_PM_at	NBR1	4077
GSE120717	GPL13158	1568857_PM_a_at	NBR1	4077
GSE120717	GPL13158	1568859_PM_a_at	SLC8A3	6547
GSE120717	GPL13158	1568864_PM_at	LOC100131691	100131691
GSE120717	GPL13158	1568865_PM_at	FNTB	2342
GSE120717	GPL13158	1568868_PM_at	CYP27C1	339761
GSE120717	GPL13158	1568873_PM_at	ZNF519	162655
GSE120717	GPL13158	1568874_PM_at	NCOA6	23054
GSE120717	GPL13158	1568877_PM_a_at	ACBD5	91452
GSE120717	GPL13158	1568879_PM_a_at	LAMA3	3909
GSE120717	GPL13158	1568882_PM_at	LRTOMT	220074
GSE120717	GPL13158	1568884_PM_at	DNAJC2	27000
GSE120717	GPL13158	1568889_PM_at	FANCD2	2177
GSE120717	GPL13158	1568891_PM_x_at	FANCD2	2177
GSE120717	GPL13158	1568896_PM_at	STXBP5L	9515
GSE120717	GPL13158	1568900_PM_a_at	ZNF568	374900
GSE120717	GPL13158	1568906_PM_at	LOC728196	728196
GSE120717	GPL13158	1568913_PM_at	NSUN3	63899
GSE120717	GPL13158	1568914_PM_at	OPN5	221391
GSE120717	GPL13158	1568916_PM_at	SPIRE2	84501
GSE120717	GPL13158	1568922_PM_at	SLC24A4	123041
GSE120717	GPL13158	1568924_PM_a_at	IQUB	154865
GSE120717	GPL13158	1568925_PM_at	MYLK3	91807
GSE120717	GPL13158	1568926_PM_x_at	MYLK3	91807
GSE120717	GPL13158	1568929_PM_at	LOC100128343	100128343
GSE120717	GPL13158	1568930_PM_at	EFCAB1	79645
GSE120717	GPL13158	1568934_PM_at	CX3CR1	1524
GSE120717	GPL13158	1568943_PM_at	INPP5D	3635
GSE120717	GPL13158	1568949_PM_at	PITPNC1	26207
GSE120717	GPL13158	1568951_PM_at	ZNF280D	54816
GSE120717	GPL13158	1568954_PM_s_at	C16orf72	29035
GSE120717	GPL13158	1568955_PM_at	SRGAP2P1	653464
GSE120717	GPL13158	1568957_PM_x_at	SRGAP2P1	653464
GSE120717	GPL13158	1568964_PM_x_at	SPN	6693
GSE120717	GPL13158	1568970_PM_at	ADAM18	8749
GSE120717	GPL13158	1568971_PM_at	C14orf135	64430
GSE120717	GPL13158	1568974_PM_at	NHEG1	100294720
GSE120717	GPL13158	1568977_PM_at	RNASET2	8635
GSE120717	GPL13158	1568978_PM_s_at	C11orf21	29125
GSE120717	GPL13158	1568986_PM_x_at	PIGT	51604
GSE120717	GPL13158	1568987_PM_at	MGC57346	401884
GSE120717	GPL13158	1568999_PM_at	PSG4	5672
GSE120717	GPL13158	1569001_PM_at	BMP1	649
GSE120717	GPL13158	1569002_PM_x_at	BMP1	649
GSE120717	GPL13158	1569003_PM_at	TMEM49	81671
GSE120717	GPL13158	1569006_PM_at	LOC284379	284379
GSE120717	GPL13158	1569008_PM_at	LOC643395	643395
GSE120717	GPL13158	1569013_PM_s_at	LOC96610	96610
GSE120717	GPL13158	1569020_PM_at	NEDD9	4739
GSE120717	GPL13158	1569021_PM_at	PIK3C2A	5286
GSE120717	GPL13158	1569022_PM_a_at	PIK3C2A	5286
GSE120717	GPL13158	1569024_PM_at	FAM13A	10144
GSE120717	GPL13158	1569025_PM_s_at	FAM13A	10144
GSE120717	GPL13158	1569029_PM_at	MAP1D	254042
GSE120717	GPL13158	1569030_PM_s_at	NUB1	51667
GSE120717	GPL13158	1569032_PM_at	LOC642852	642852
GSE120717	GPL13158	1569033_PM_at	IGF2BP3	10643
GSE120717	GPL13158	1569034_PM_a_at	LOC440864	440864
GSE120717	GPL13158	1569039_PM_s_at	ZNF677	342926
GSE120717	GPL13158	1569040_PM_s_at	FLJ40330	645784
GSE120717	GPL13158	1569042_PM_at	LRP1	4035
GSE120717	GPL13158	1569044_PM_at	CDC42BPG	55561
GSE120717	GPL13158	1569048_PM_s_at	LMF1	64788
GSE120717	GPL13158	1569053_PM_at	AP3M2	10947
GSE120717	GPL13158	1569054_PM_at	SLC1A3	6507
GSE120717	GPL13158	1569057_PM_s_at	MIA3	375056
GSE120717	GPL13158	1569058_PM_at	GTF3C3	9330
GSE120717	GPL13158	1569061_PM_at	IQGAP3	128239
GSE120717	GPL13158	1569062_PM_s_at	IQGAP3	128239
GSE120717	GPL13158	1569064_PM_at	C15orf62	643338
GSE120717	GPL13158	1569065_PM_s_at	C15orf62	643338
GSE120717	GPL13158	1569069_PM_s_at	TDRD3	81550
GSE120717	GPL13158	1569072_PM_s_at	ABCB5	340273
GSE120717	GPL13158	1569073_PM_x_at	SMARCA4	6597
GSE120717	GPL13158	1569074_PM_at	SRRM3	222183
GSE120717	GPL13158	1569076_PM_a_at	ZNF836	162962
GSE120717	GPL13158	1569077_PM_x_at	ZNF836	162962
GSE120717	GPL13158	1569078_PM_at	LOC100294362	100294362
GSE120717	GPL13158	1569080_PM_at	RNF165	494470
GSE120717	GPL13158	1569086_PM_at	EML2	24139
GSE120717	GPL13158	1569089_PM_a_at	FLJ35390	255031
GSE120717	GPL13158	1569090_PM_x_at	FLJ35390	255031
GSE120717	GPL13158	1569095_PM_at	LOC731424	731424
GSE120717	GPL13158	1569097_PM_at	TP53BP1	7158
GSE120717	GPL13158	1569098_PM_s_at	TP53BP1	7158
GSE120717	GPL13158	1569102_PM_at	ABCA4	24
GSE120717	GPL13158	1569104_PM_a_at	LOC100287401	100287401
GSE120717	GPL13158	1569105_PM_at	SETD5	55209
GSE120717	GPL13158	1569106_PM_s_at	SETD5	55209
GSE120717	GPL13158	1569107_PM_s_at	ZNF642	339559
GSE120717	GPL13158	1569108_PM_a_at	ZNF589	51385
GSE120717	GPL13158	1569110_PM_x_at	LOC728613	728613
GSE120717	GPL13158	1569111_PM_at	SOX13	9580
GSE120717	GPL13158	1569112_PM_at	SLC44A5	204962
GSE120717	GPL13158	1569114_PM_at	SBF2	81846
GSE120717	GPL13158	1569121_PM_at	SLC25A24	29957
GSE120717	GPL13158	1569124_PM_at	LRRC63	220416
GSE120717	GPL13158	1569126_PM_at	CCNC	892
GSE120717	GPL13158	1569128_PM_at	C3orf38	285237
GSE120717	GPL13158	1569129_PM_s_at	C3orf38	285237
GSE120717	GPL13158	1569132_PM_s_at	ARSK	153642
GSE120717	GPL13158	1569133_PM_x_at	ARSK	153642
GSE120717	GPL13158	1569136_PM_at	MGAT4A	11320
GSE120717	GPL13158	1569138_PM_a_at	SRCAP	10847
GSE120717	GPL13158	1569139_PM_s_at	FAM53A	152877
GSE120717	GPL13158	1569140_PM_at	UBR2	23304
GSE120717	GPL13158	1569141_PM_a_at	PPARGC1A	10891
GSE120717	GPL13158	1569142_PM_at	TRIM13	10206
GSE120717	GPL13158	1569144_PM_a_at	C9orf169	375791
