FCS_HEADER_ID	COMPENSATION_FLAG	EXPSAMPLE_ACCESSION	FCS_FILE_NAME	FCS_HEADER_TEXT	FCS_VERSION	FILE_INFO_ID	MAXIMUM_INTENSITY	MINIMUM_INTENSITY	NUMBER_OF_EVENTS	NUMBER_OF_MARKERS	PANEL_PREFERRED	PANEL_REPORTED
217575	N	ES997493	002_V1_051612_B cell.fcs	$BEGINANALYSIS=0|$ENDANALYSIS=0|$BEGINSTEXT=0|$ENDSTEXT=0|$BEGINDATA=4267|$ENDDATA=26658306|$FIL=002_V1_051612_B cell.fcs|$SYS=Windows XP 5.1|$TOT=444234|$PAR=15|$MODE=L|$BYTEORD=4,3,2,1|$DATATYPE=F|$NEXTDATA=0|CREATOR=BD FACSDiva Software Version 6.1.3|TUBE NAME=|$SRC=|EXPERIMENT NAME=|GUID=81c7359a-8f85-46a3-8b44-d8bfecf832c2|$DATE=|$BTIM=|$ETIM=|$CYT=LSRII|CYTNUM=1|WINDOW EXTENSION=10.00|EXPORT USER NAME=|EXPORT TIME=|$OP=|FSC ASF=0.74|AUTOBS=TRUE|$INST=|LASER1NAME=Blue|LASER1DELAY=0.00|LASER1ASF=0.88|LASER2NAME=Green|LASER2DELAY=61.97|LASER2ASF=0.98|LASER3NAME=Red|LASER3DELAY=39.18|LASER3ASF=0.73|LASER4NAME=Violet|LASER4DELAY=19.89|LASER4ASF=1.08|$TIMESTEP=0.01|SPILL=10,FITC-A,PE-A,ECD-A,PE-Cy5-A,PE-Cy7-A,APC-A,Alexa Fluor 700-A,APC-H7-A,Pacific Blue-A,Pacific Orange-A,1,0.0009033434850846113,0.0003158902570398377,0.00010435059318077211,0,0,0,0,0,0.010750154427299093,0.0045103648864680285,1,0.3496879017215969,0.11549081243745259,0.021773824277881295,0.0007759237288492005,0.00018934085063321035,0,0,0.04635662898833535,0.007719025077787834,0.26148210100980124,1,0.5453494369413106,0.1397144600165677,0.0059258270797218964,0.0010916096487946076,0.0002027147324668351,0,0.003894589234242832,0.0023641822349478245,0.020709285098062056,0.00881417804125531,1,0.2589301940072483,0.6278399896476616,0.1384644411456033,0.03410351968789727,0.000808215069388341,0.0009551817513299508,0.00832068578510971,0.0013608342417837196,0.0013605513389718536,0.001855405383612789,1,0,0,0.016176588186850444,0.0052697685438713665,0.008182014472195548,0,0,0.0002509784043557529,0.08536043081650016,0.018505010790810933,1,0.1947314682227573,0.047138417509302595,0,0,0.0046786123050764385,0.00042927831025136014,0.0008592938314250959,0.004504076496266024,0.07226529549625003,0.042142187357145734,1,0.23354040889157487,0,0,0.0005485716743528074,0,0.0004610777607015368,0.022027732422696178,0.39219271290462304,0.23350788494620592,0.13556357371611535,1,0,0,0.004258546479406948,0,0.00016203786984361797,0,0,0,0,0,1,0.06991834681978526,0.015669882377537563,0,0,0,0,0.0012215049587371298,0.00034519247421461823,0,0.021953102159841656,1|APPLY COMPENSATION=TRUE|THRESHOLD=FSC,5000|$P1N=FSC-A|$P1R=262144|$P1B=32|$P1E=0,0|$P1V=250|$P1G=1.0|P1DISPLAY=LIN|P1BS=-1|P1MS=0|$P2N=FSC-H|$P2R=262144|$P2B=32|$P2E=0,0|$P2V=250|$P2G=1.0|P2DISPLAY=LIN|P2BS=-1|P2MS=0|$P3N=SSC-A|$P3R=262144|$P3B=32|$P3E=0,0|$P3V=250|$P3G=1.0|P3DISPLAY=LIN|P3BS=-1|P3MS=0|$P4N=SSC-H|$P4R=262144|$P4B=32|$P4E=0,0|$P4V=250|$P4G=1.0|P4DISPLAY=LIN|P4BS=-1|P4MS=0|$P5N=FITC-A|$P5S=IgD|$P5R=262144|$P5B=32|$P5E=0,0|$P5V=640|$P5G=1.0|P5DISPLAY=LOG|P5BS=-1|P5MS=0|$P6N=PE-A|$P6S=CD24|$P6R=262144|$P6B=32|$P6E=0,0|$P6V=473|$P6G=1.0|P6DISPLAY=LOG|P6BS=-1|P6MS=0|$P7N=ECD-A|$P7S=CD19|$P7R=262144|$P7B=32|$P7E=0,0|$P7V=441|$P7G=1.0|P7DISPLAY=LOG|P7BS=-1|P7MS=0|$P8N=PE-Cy5-A|$P8S=CD20|$P8R=262144|$P8B=32|$P8E=0,0|$P8V=463|$P8G=1.0|P8DISPLAY=LOG|P8BS=-1|P8MS=0|$P9N=PE-Cy7-A|$P9S=CD38|$P9R=262144|$P9B=32|$P9E=0,0|$P9V=594|$P9G=1.0|P9DISPLAY=LOG|P9BS=-1|P9MS=0|$P10N=APC-A|$P10S=CD138|$P10R=262144|$P10B=32|$P10E=0,0|$P10V=608|$P10G=1.0|P10DISPLAY=LOG|P10BS=-1|P10MS=0|$P11N=Alexa Fluor 700-A|$P11S=CD3/CD14|$P11R=262144|$P11B=32|$P11E=0,0|$P11V=493|$P11G=1.0|P11DISPLAY=LOG|P11BS=-1|P11MS=0|$P12N=APC-H7-A|$P12S=CD27|$P12R=262144|$P12B=32|$P12E=0,0|$P12V=570|$P12G=1.0|P12DISPLAY=LOG|P12BS=-1|P12MS=0|$P13N=Pacific Blue-A|$P13S=CD86|$P13R=262144|$P13B=32|$P13E=0,0|$P13V=424|$P13G=1.0|P13DISPLAY=LOG|P13BS=-1|P13MS=0|$P14N=Pacific Orange-A|$P14S=VIVID|$P14R=262144|$P14B=32|$P14E=0,0|$P14V=490|$P14G=1.0|P14DISPLAY=LOG|P14BS=-1|P14MS=0|$P15N=Time|$P15R=262144|$P15B=32|$P15E=0,0|$P15G=0.01|P15BS=0|P15MS=0|CST SETUP STATUS=|CST BEADS LOT ID=|CYTOMETER CONFIG NAME=MASTER Configuration 01-10|CYTOMETER CONFIG CREATE DATE=01/15/2010 10:41:45 AM|CST SETUP DATE=|CST BASELINE DATE=|SAMPLE ID=|PATIENT ID=|DAY=0|VACCINE=|TREATMENT=|SAMPLE TYPE=PBMC|PROJECT NAME=HIPC COFFMAN|PROJECT #=101|OPERATOR=ER|COCKTAIL ID=ER051412	3	570866			444234	15	FSC-A|FSC-H|SSC|SSC|hIGHD|hCD24|hCD19|hMS4A1|hCD38|hSDC1|hCD3E/hCD14|hCD27|hCD86|VIVID|Time	FSC-A|FSC-H|SSC-A|SSC-H|IgD|CD24|CD19|CD20|CD38|CD138|CD3/CD14|CD27|CD86|VIVID|Time
217576	N	ES997494	002_V1_051612_Mono.fcs	$BEGINANALYSIS=0|$ENDANALYSIS=0|$BEGINSTEXT=0|$ENDSTEXT=0|$BEGINDATA=4270|$ENDDATA=53265729|$FIL=002_V1_051612_Mono.fcs|$SYS=Windows XP 5.1|$TOT=887691|$PAR=15|$MODE=L|$BYTEORD=4,3,2,1|$DATATYPE=F|$NEXTDATA=0|CREATOR=BD FACSDiva Software Version 6.1.3|TUBE NAME=|$SRC=|EXPERIMENT NAME=|GUID=ae4b2d24-7728-49b3-a5b6-7adb2ebea813|$DATE=|$BTIM=|$ETIM=|$CYT=LSRII|CYTNUM=1|WINDOW EXTENSION=10.00|EXPORT USER NAME=|EXPORT TIME=|$OP=|FSC ASF=0.74|AUTOBS=TRUE|$INST=|LASER1NAME=Blue|LASER1DELAY=0.00|LASER1ASF=0.88|LASER2NAME=Green|LASER2DELAY=61.97|LASER2ASF=0.98|LASER3NAME=Red|LASER3DELAY=39.18|LASER3ASF=0.73|LASER4NAME=Violet|LASER4DELAY=19.89|LASER4ASF=1.08|$TIMESTEP=0.01|SPILL=10,FITC-A,PE-A,ECD-A,PE-Cy5-A,PE-Cy7-A,APC-A,Alexa Fluor 700-A,APC-H7-A,Pacific Blue-A,Pacific Orange-A,1,0.0009033434850846113,0.0003158902570398377,0.00010435059318077211,0,0,0,0,0,0.010750154427299093,0.0045103648864680285,1,0.3496879017215969,0.11549081243745259,0.021773824277881295,0.0007759237288492005,0.00018934085063321035,0,0,0.04635662898833535,0.007719025077787834,0.26148210100980124,1,0.5453494369413106,0.1397144600165677,0.0059258270797218964,0.0010916096487946076,0.0002027147324668351,0,0.003894589234242832,0.0023641822349478245,0.020709285098062056,0.00881417804125531,1,0.2589301940072483,0.6278399896476616,0.1384644411456033,0.03410351968789727,0.000808215069388341,0.0009551817513299508,0.00832068578510971,0.0013608342417837196,0.0013605513389718536,0.001855405383612789,1,0,0,0.016176588186850444,0.0052697685438713665,0.008182014472195548,0,0,0.0002509784043557529,0.08536043081650016,0.018505010790810933,1,0.1947314682227573,0.047138417509302595,0,0,0.0046786123050764385,0.00042927831025136014,0.0008592938314250959,0.004504076496266024,0.07226529549625003,0.042142187357145734,1,0.23354040889157487,0,0,0.0005485716743528074,0,0.0004610777607015368,0.022027732422696178,0.39219271290462304,0.23350788494620592,0.13556357371611535,1,0,0,0.004258546479406948,0,0.00016203786984361797,0,0,0,0,0,1,0.06991834681978526,0.015669882377537563,0,0,0,0,0.0012215049587371298,0.00034519247421461823,0,0.021953102159841656,1|APPLY COMPENSATION=TRUE|THRESHOLD=FSC,5000|$P1N=FSC-A|$P1R=262144|$P1B=32|$P1E=0,0|$P1V=250|$P1G=1.0|P1DISPLAY=LIN|P1BS=-1|P1MS=0|$P2N=FSC-H|$P2R=262144|$P2B=32|$P2E=0,0|$P2V=250|$P2G=1.0|P2DISPLAY=LIN|P2BS=-1|P2MS=0|$P3N=SSC-A|$P3R=262144|$P3B=32|$P3E=0,0|$P3V=250|$P3G=1.0|P3DISPLAY=LIN|P3BS=-1|P3MS=0|$P4N=SSC-H|$P4R=262144|$P4B=32|$P4E=0,0|$P4V=250|$P4G=1.0|P4DISPLAY=LIN|P4BS=-1|P4MS=0|$P5N=FITC-A|$P5S=CXC3CR1|$P5R=262144|$P5B=32|$P5E=0,0|$P5V=640|$P5G=1.0|P5DISPLAY=LOG|P5BS=-1|P5MS=0|$P6N=PE-A|$P6S=CD14|$P6R=262144|$P6B=32|$P6E=0,0|$P6V=473|$P6G=1.0|P6DISPLAY=LOG|P6BS=-1|P6MS=0|$P7N=ECD-A|$P7S=CD2|$P7R=262144|$P7B=32|$P7E=0,0|$P7V=441|$P7G=1.0|P7DISPLAY=LOG|P7BS=-1|P7MS=0|$P8N=PE-Cy5-A|$P8S=CD40|$P8R=262144|$P8B=32|$P8E=0,0|$P8V=463|$P8G=1.0|P8DISPLAY=LOG|P8BS=-1|P8MS=0|$P9N=PE-Cy7-A|$P9S=CCR7|$P9R=262144|$P9B=32|$P9E=0,0|$P9V=594|$P9G=1.0|P9DISPLAY=LOG|P9BS=-1|P9MS=0|$P10N=APC-A|$P10S=SLAN|$P10R=262144|$P10B=32|$P10E=0,0|$P10V=608|$P10G=1.0|P10DISPLAY=LOG|P10BS=-1|P10MS=0|$P11N=Alexa Fluor 700-A|$P11S=DR|$P11R=262144|$P11B=32|$P11E=0,0|$P11V=493|$P11G=1.0|P11DISPLAY=LOG|P11BS=-1|P11MS=0|$P12N=APC-H7-A|$P12S=CD16|$P12R=262144|$P12B=32|$P12E=0,0|$P12V=570|$P12G=1.0|P12DISPLAY=LOG|P12BS=-1|P12MS=0|$P13N=Pacific Blue-A|$P13S=CD86|$P13R=262144|$P13B=32|$P13E=0,0|$P13V=424|$P13G=1.0|P13DISPLAY=LOG|P13BS=-1|P13MS=0|$P14N=Pacific Orange-A|$P14S=VIVID/CD3/CD20|$P14R=262144|$P14B=32|$P14E=0,0|$P14V=490|$P14G=1.0|P14DISPLAY=LOG|P14BS=-1|P14MS=0|$P15N=Time|$P15R=262144|$P15B=32|$P15E=0,0|$P15G=0.01|P15BS=0|P15MS=0|CST SETUP STATUS=|CST BEADS LOT ID=|CYTOMETER CONFIG NAME=MASTER Configuration 01-10|CYTOMETER CONFIG CREATE DATE=01/15/2010 10:41:45 AM|CST SETUP DATE=|CST BASELINE DATE=|SAMPLE ID=|PATIENT ID=|DAY=0|VACCINE=|TREATMENT=|SAMPLE TYPE=PBMC|PROJECT NAME=HIPC COFFMAN|PROJECT #=101|OPERATOR=ER|COCKTAIL ID=ER051412	3	570886			887691	15	FSC-A|FSC-H|SSC|SSC|CXC3CR1|hCD14|hCD2|hCD40|hCCR7|hSECISBP2L|hHLA-DRA|hFCGR3A|hCD86|hCD3E/hMS4A1/VIVID|Time	FSC-A|FSC-H|SSC-A|SSC-H|CXC3CR1|CD14|CD2|CD40|CCR7|SLAN|DR|CD16|CD86|VIVID/CD3/CD20|Time
217577	N	ES997495	002_V1_051612_DC.fcs	$BEGINANALYSIS=0|$ENDANALYSIS=0|$BEGINSTEXT=0|$ENDSTEXT=0|$BEGINDATA=4262|$ENDDATA=54278701|$FIL=002_V1_051612_DC.fcs|$SYS=Windows XP 5.1|$TOT=904574|$PAR=15|$MODE=L|$BYTEORD=4,3,2,1|$DATATYPE=F|$NEXTDATA=0|CREATOR=BD FACSDiva Software Version 6.1.3|TUBE NAME=|$SRC=|EXPERIMENT NAME=|GUID=f61a1ac2-d642-46e6-9795-b6980944e1e0|$DATE=|$BTIM=|$ETIM=|$CYT=LSRII|CYTNUM=1|WINDOW EXTENSION=10.00|EXPORT USER NAME=|EXPORT TIME=|$OP=|FSC ASF=0.74|AUTOBS=TRUE|$INST=|LASER1NAME=Blue|LASER1DELAY=0.00|LASER1ASF=0.88|LASER2NAME=Green|LASER2DELAY=61.97|LASER2ASF=0.98|LASER3NAME=Red|LASER3DELAY=39.18|LASER3ASF=0.73|LASER4NAME=Violet|LASER4DELAY=19.89|LASER4ASF=1.08|$TIMESTEP=0.01|SPILL=10,FITC-A,PE-A,ECD-A,PE-Cy5-A,PE-Cy7-A,APC-A,Alexa Fluor 700-A,APC-H7-A,Pacific Blue-A,Pacific Orange-A,1,0.0009033434850846113,0.0003158902570398377,0.00010435059318077211,0,0,0,0,0,0.010750154427299093,0.0045103648864680285,1,0.3496879017215969,0.11549081243745259,0.021773824277881295,0.0007759237288492005,0.00018934085063321035,0,0,0.04635662898833535,0.007719025077787834,0.26148210100980124,1,0.5453494369413106,0.1397144600165677,0.0059258270797218964,0.0010916096487946076,0.0002027147324668351,0,0.003894589234242832,0.0023641822349478245,0.020709285098062056,0.00881417804125531,1,0.2589301940072483,0.6278399896476616,0.1384644411456033,0.03410351968789727,0.000808215069388341,0.0009551817513299508,0.00832068578510971,0.0013608342417837196,0.0013605513389718536,0.001855405383612789,1,0,0,0.016176588186850444,0.0052697685438713665,0.008182014472195548,0,0,0.0002509784043557529,0.08536043081650016,0.018505010790810933,1,0.1947314682227573,0.047138417509302595,0,0,0.0046786123050764385,0.00042927831025136014,0.0008592938314250959,0.004504076496266024,0.07226529549625003,0.042142187357145734,1,0.23354040889157487,0,0,0.0005485716743528074,0,0.0004610777607015368,0.022027732422696178,0.39219271290462304,0.23350788494620592,0.13556357371611535,1,0,0,0.004258546479406948,0,0.00016203786984361797,0,0,0,0,0,1,0.06991834681978526,0.015669882377537563,0,0,0,0,0.0012215049587371298,0.00034519247421461823,0,0.021953102159841656,1|APPLY COMPENSATION=TRUE|THRESHOLD=FSC,5000|$P1N=FSC-A|$P1R=262144|$P1B=32|$P1E=0,0|$P1V=250|$P1G=1.0|P1DISPLAY=LIN|P1BS=-1|P1MS=0|$P2N=FSC-H|$P2R=262144|$P2B=32|$P2E=0,0|$P2V=250|$P2G=1.0|P2DISPLAY=LIN|P2BS=-1|P2MS=0|$P3N=SSC-A|$P3R=262144|$P3B=32|$P3E=0,0|$P3V=250|$P3G=1.0|P3DISPLAY=LIN|P3BS=-1|P3MS=0|$P4N=SSC-H|$P4R=262144|$P4B=32|$P4E=0,0|$P4V=250|$P4G=1.0|P4DISPLAY=LIN|P4BS=-1|P4MS=0|$P5N=FITC-A|$P5S=LIN-1|$P5R=262144|$P5B=32|$P5E=0,0|$P5V=640|$P5G=1.0|P5DISPLAY=LOG|P5BS=-1|P5MS=0|$P6N=PE-A|$P6S=BDCA-2|$P6R=262144|$P6B=32|$P6E=0,0|$P6V=473|$P6G=1.0|P6DISPLAY=LOG|P6BS=-1|P6MS=0|$P7N=ECD-A|$P7S=CD2|$P7R=262144|$P7B=32|$P7E=0,0|$P7V=441|$P7G=1.0|P7DISPLAY=LOG|P7BS=-1|P7MS=0|$P8N=PE-Cy5-A|$P8S=CD40|$P8R=262144|$P8B=32|$P8E=0,0|$P8V=463|$P8G=1.0|P8DISPLAY=LOG|P8BS=-1|P8MS=0|$P9N=PE-Cy7-A|$P9S=CD1c|$P9R=262144|$P9B=32|$P9E=0,0|$P9V=594|$P9G=1.0|P9DISPLAY=LOG|P9BS=-1|P9MS=0|$P10N=APC-A|$P10S=BDCA-3|$P10R=262144|$P10B=32|$P10E=0,0|$P10V=608|$P10G=1.0|P10DISPLAY=LOG|P10BS=-1|P10MS=0|$P11N=Alexa Fluor 700-A|$P11S=DR|$P11R=262144|$P11B=32|$P11E=0,0|$P11V=493|$P11G=1.0|P11DISPLAY=LOG|P11BS=-1|P11MS=0|$P12N=APC-H7-A|$P12S=CD11c|$P12R=262144|$P12B=32|$P12E=0,0|$P12V=570|$P12G=1.0|P12DISPLAY=LOG|P12BS=-1|P12MS=0|$P13N=Pacific Blue-A|$P13S=CD86|$P13R=262144|$P13B=32|$P13E=0,0|$P13V=424|$P13G=1.0|P13DISPLAY=LOG|P13BS=-1|P13MS=0|$P14N=Pacific Orange-A|$P14S=VIVID|$P14R=262144|$P14B=32|$P14E=0,0|$P14V=490|$P14G=1.0|P14DISPLAY=LOG|P14BS=-1|P14MS=0|$P15N=Time|$P15R=262144|$P15B=32|$P15E=0,0|$P15G=0.01|P15BS=0|P15MS=0|CST SETUP STATUS=|CST BEADS LOT ID=|CYTOMETER CONFIG NAME=MASTER Configuration 01-10|CYTOMETER CONFIG CREATE DATE=01/15/2010 10:41:45 AM|CST SETUP DATE=|CST BASELINE DATE=|SAMPLE ID=|PATIENT ID=|DAY=0|VACCINE=|TREATMENT=|SAMPLE TYPE=PBMC|PROJECT NAME=HIPC COFFMAN|PROJECT #=101|OPERATOR=ER|COCKTAIL ID=ER051412	3	570887			904574	15	FSC-A|FSC-H|SSC|SSC|LIN-1|hCLEC4C|hCD2|hCD40|hCD1C|hTHBD|hHLA-DRA|hITGAX|hCD86|VIVID|Time	FSC-A|FSC-H|SSC-A|SSC-H|LIN-1|BDCA-2|CD2|CD40|CD1c|BDCA-3|DR|CD11c|CD86|VIVID|Time
217578	N	ES997496	002_V1_051612_TFH.fcs	$BEGINANALYSIS=0|$ENDANALYSIS=0|$BEGINSTEXT=0|$ENDSTEXT=0|$BEGINDATA=4261|$ENDDATA=24920760|$FIL=002_V1_051612_TFH.fcs|$SYS=Windows XP 5.1|$TOT=415275|$PAR=15|$MODE=L|$BYTEORD=4,3,2,1|$DATATYPE=F|$NEXTDATA=0|CREATOR=BD FACSDiva Software Version 6.1.3|TUBE NAME=|$SRC=|EXPERIMENT NAME=|GUID=358308e8-a7c3-4c1b-bbaf-e6d15f308395|$DATE=|$BTIM=|$ETIM=|$CYT=LSRII|CYTNUM=1|WINDOW EXTENSION=10.00|EXPORT USER NAME=|EXPORT TIME=|$OP=|FSC ASF=0.74|AUTOBS=TRUE|$INST=|LASER1NAME=Blue|LASER1DELAY=0.00|LASER1ASF=0.88|LASER2NAME=Green|LASER2DELAY=61.97|LASER2ASF=0.98|LASER3NAME=Red|LASER3DELAY=39.18|LASER3ASF=0.73|LASER4NAME=Violet|LASER4DELAY=19.89|LASER4ASF=1.08|$TIMESTEP=0.01|SPILL=10,FITC-A,PE-A,ECD-A,PE-Cy5-A,PE-Cy7-A,APC-A,Alexa Fluor 700-A,APC-H7-A,Pacific Blue-A,Pacific Orange-A,1,0.0009033434850846113,0.0003158902570398377,0.00010435059318077211,0,0,0,0,0,0.010750154427299093,0.0045103648864680285,1,0.3496879017215969,0.11549081243745259,0.021773824277881295,0.0007759237288492005,0.00018934085063321035,0,0,0.04635662898833535,0.007719025077787834,0.26148210100980124,1,0.5453494369413106,0.1397144600165677,0.0059258270797218964,0.0010916096487946076,0.0002027147324668351,0,0.003894589234242832,0.0023641822349478245,0.020709285098062056,0.00881417804125531,1,0.2589301940072483,0.6278399896476616,0.1384644411456033,0.03410351968789727,0.000808215069388341,0.0009551817513299508,0.00832068578510971,0.0013608342417837196,0.0013605513389718536,0.001855405383612789,1,0,0,0.016176588186850444,0.0052697685438713665,0.008182014472195548,0,0,0.0002509784043557529,0.08536043081650016,0.018505010790810933,1,0.1947314682227573,0.047138417509302595,0,0,0.0046786123050764385,0.00042927831025136014,0.0008592938314250959,0.004504076496266024,0.07226529549625003,0.042142187357145734,1,0.23354040889157487,0,0,0.0005485716743528074,0,0.0004610777607015368,0.022027732422696178,0.39219271290462304,0.23350788494620592,0.13556357371611535,1,0,0,0.004258546479406948,0,0.00016203786984361797,0,0,0,0,0,1,0.06991834681978526,0.015669882377537563,0,0,0,0,0.0012215049587371298,0.00034519247421461823,0,0.021953102159841656,1|APPLY COMPENSATION=TRUE|THRESHOLD=FSC,5000|$P1N=FSC-A|$P1R=262144|$P1B=32|$P1E=0,0|$P1V=250|$P1G=1.0|P1DISPLAY=LIN|P1BS=-1|P1MS=0|$P2N=FSC-H|$P2R=262144|$P2B=32|$P2E=0,0|$P2V=250|$P2G=1.0|P2DISPLAY=LIN|P2BS=-1|P2MS=0|$P3N=SSC-A|$P3R=262144|$P3B=32|$P3E=0,0|$P3V=250|$P3G=1.0|P3DISPLAY=LIN|P3BS=-1|P3MS=0|$P4N=SSC-H|$P4R=262144|$P4B=32|$P4E=0,0|$P4V=250|$P4G=1.0|P4DISPLAY=LIN|P4BS=-1|P4MS=0|$P5N=FITC-A|$P5S=CXCR5|$P5R=262144|$P5B=32|$P5E=0,0|$P5V=640|$P5G=1.0|P5DISPLAY=LOG|P5BS=-1|P5MS=0|$P6N=PE-A|$P6S=CCR6|$P6R=262144|$P6B=32|$P6E=0,0|$P6V=473|$P6G=1.0|P6DISPLAY=LOG|P6BS=-1|P6MS=0|$P7N=ECD-A|$P7S=CD45RA|$P7R=262144|$P7B=32|$P7E=0,0|$P7V=441|$P7G=1.0|P7DISPLAY=LOG|P7BS=-1|P7MS=0|$P8N=PE-Cy5-A|$P8S=CXCR3|$P8R=262144|$P8B=32|$P8E=0,0|$P8V=463|$P8G=1.0|P8DISPLAY=LOG|P8BS=-1|P8MS=0|$P9N=PE-Cy7-A|$P9S=ICOS|$P9R=262144|$P9B=32|$P9E=0,0|$P9V=594|$P9G=1.0|P9DISPLAY=LOG|P9BS=-1|P9MS=0|$P10N=APC-A|$P10S=CD8|$P10R=262144|$P10B=32|$P10E=0,0|$P10V=608|$P10G=1.0|P10DISPLAY=LOG|P10BS=-1|P10MS=0|$P11N=Alexa Fluor 700-A|$P11S=CD3|$P11R=262144|$P11B=32|$P11E=0,0|$P11V=493|$P11G=1.0|P11DISPLAY=LOG|P11BS=-1|P11MS=0|$P12N=APC-H7-A|$P12S=CD4|$P12R=262144|$P12B=32|$P12E=0,0|$P12V=570|$P12G=1.0|P12DISPLAY=LOG|P12BS=-1|P12MS=0|$P13N=Pacific Blue-A|$P13S=PD-1|$P13R=262144|$P13B=32|$P13E=0,0|$P13V=424|$P13G=1.0|P13DISPLAY=LOG|P13BS=-1|P13MS=0|$P14N=Pacific Orange-A|$P14S=VIVID|$P14R=262144|$P14B=32|$P14E=0,0|$P14V=490|$P14G=1.0|P14DISPLAY=LOG|P14BS=-1|P14MS=0|$P15N=Time|$P15R=262144|$P15B=32|$P15E=0,0|$P15G=0.01|P15BS=0|P15MS=0|CST SETUP STATUS=|CST BEADS LOT ID=|CYTOMETER CONFIG NAME=MASTER Configuration 01-10|CYTOMETER CONFIG CREATE DATE=01/15/2010 10:41:45 AM|CST SETUP DATE=|CST BASELINE DATE=|SAMPLE ID=|PATIENT ID=|DAY=0|VACCINE=|TREATMENT=|SAMPLE TYPE=PBMC|PROJECT NAME=HIPC COFFMAN|PROJECT #=101|OPERATOR=ER|COCKTAIL ID=ER051412	3	570888			415275	15	FSC-A|FSC-H|SSC|SSC|hCXCR5|hCCR6|hPTPRC/iso:h6|hCXCR3|hICOS|hCD8A|hCD3E|hCD4|hPDCD1|VIVID|Time	FSC-A|FSC-H|SSC-A|SSC-H|CXCR5|CCR6|CD45RA|CXCR3|ICOS|CD8|CD3|CD4|PD-1|VIVID|Time
