FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	ORIGINAL_FILE_NAME	WORKSPACE_ID
570991	Flow cytometry result	27619574	009_V4_41712_Tube_003.570991.fcs	009_V4_41712_Tube_003.fcs	2799
570992	Flow cytometry result	12296279	009_V4_41712_Tube_004.570992.fcs	009_V4_41712_Tube_004.fcs	2799
570993	Flow cytometry result	9340722	009_V5_41712_Tube_001.570993.fcs	009_V5_41712_Tube_001.fcs	2799
570994	Flow cytometry result	11354394	009_V5_41712_Tube_002.570994.fcs	009_V5_41712_Tube_002.fcs	2799
570995	Flow cytometry result	10153814	009_V5_41712_Tube_003.570995.fcs	009_V5_41712_Tube_003.fcs	2799
570996	Flow cytometry result	9310023	009_V5_41712_Tube_004.570996.fcs	009_V5_41712_Tube_004.fcs	2799
570997	Flow cytometry result	4160680	009_V6_41712_Tube_001.570997.fcs	009_V6_41712_Tube_001.fcs	2799
570998	Flow cytometry result	8364105	009_V6_41712_Tube_002.570998.fcs	009_V6_41712_Tube_002.fcs	2799
570999	Flow cytometry result	8038034	009_V6_41712_Tube_003.570999.fcs	009_V6_41712_Tube_003.fcs	2799
571000	Flow cytometry result	7228623	009_V6_41712_Tube_004.571000.fcs	009_V6_41712_Tube_004.fcs	2799
571001	Flow cytometry result	2993262	009_V7_41712_Tube_001.571001.fcs	009_V7_41712_Tube_001.fcs	2799
571002	Flow cytometry result	4313276	009_V7_41712_Tube_002.571002.fcs	009_V7_41712_Tube_002.fcs	2799
571003	Flow cytometry result	4267518	009_V7_41712_Tube_003.571003.fcs	009_V7_41712_Tube_003.fcs	2799
571004	Flow cytometry result	4419833	009_V7_41712_Tube_004.571004.fcs	009_V7_41712_Tube_004.fcs	2799
571005	Flow cytometry result	17639258	009_V8_41712_Tube_001.571005.fcs	009_V8_41712_Tube_001.fcs	2799
571006	Flow cytometry result	5015335	009_V8_41712_Tube_002.571006.fcs	009_V8_41712_Tube_002.fcs	2799
571007	Flow cytometry result	12186435	009_V8_41712_Tube_003.571007.fcs	009_V8_41712_Tube_003.fcs	2799
571008	Flow cytometry result	12457082	009_V8_41712_Tube_004.571008.fcs	009_V8_41712_Tube_004.fcs	2799
571009	Flow cytometry result	17497398	012_V1_041812_Tube_001.571009.fcs	012_V1_041812_Tube_001.fcs	2799
571010	Flow cytometry compensation or control	302988	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_Alexa Fluor 700 Stained Control.571010.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_Alexa Fluor 700 Stained Control.fcs	2799
571011	Flow cytometry compensation or control	302966	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_APC Stained Control.571011.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_APC Stained Control.fcs	2799
571012	Flow cytometry compensation or control	602962	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_PE Stained Control.571012.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_PE Stained Control.fcs	2799
571013	Flow cytometry compensation or control	302994	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD11c APC-H7 Stained Control.571013.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD11c APC-H7 Stained Control.fcs	2799
571014	Flow cytometry compensation or control	302992	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD16 APC-H7 Stained Control.571014.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD16 APC-H7 Stained Control.fcs	2799
571015	Flow cytometry compensation or control	302989	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD1c PE-Cy7 Stained Control.571015.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD1c PE-Cy7 Stained Control.fcs	2799
571016	Flow cytometry compensation or control	302990	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD20 PE-Cy5 Stained Control.571016.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD20 PE-Cy5 Stained Control.fcs	2799
571017	Flow cytometry compensation or control	302990	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD27 APC-H7 Stained Control.571017.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD27 APC-H7 Stained Control.fcs	2799
571018	Flow cytometry compensation or control	302991	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD38 PE-Cy7 Stained Control.571018.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD38 PE-Cy7 Stained Control.fcs	2799
571019	Flow cytometry compensation or control	302988	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD4 APC-H7 Stained Control.571019.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD4 APC-H7 Stained Control.fcs	2799
571020	Flow cytometry compensation or control	302990	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD40 PE-Cy5 Stained Control.571020.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CD40 PE-Cy5 Stained Control.fcs	2799
571021	Flow cytometry compensation or control	303002	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CXC3CR1 PE-Cy5 Stained Control.571021.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_CXC3CR1 PE-Cy5 Stained Control.fcs	2799
571022	Flow cytometry compensation or control	602964	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_ECD Stained Control.571022.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_ECD Stained Control.fcs	2799
571023	Flow cytometry compensation or control	634733	CST_041812_Tube_001.571023.fcs	CST_041812_Tube_001.fcs	2799
571024	Flow cytometry compensation or control	302966	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_FITC Stained Control.571024.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_FITC Stained Control.fcs	2799
571025	Flow cytometry compensation or control	302982	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_Pacific Blue Stained Control.571025.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_Pacific Blue Stained Control.fcs	2799
571026	Flow cytometry compensation or control	302986	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_Pacific Orange Stained Control.571026.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_Pacific Orange Stained Control.fcs	2799
571027	Flow cytometry compensation or control	302960	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_Unstained Control.571027.fcs	ExVivo_PBMC_Phenotyping_PT12--Compensation Controls_Unstained Control.fcs	2799
571028	Flow cytometry result	19356363	012_V1_041812_Tube_002.571028.fcs	012_V1_041812_Tube_002.fcs	2799
571029	Flow cytometry result	26803760	012_V1_041812_Tube_003.571029.fcs	012_V1_041812_Tube_003.fcs	2799
571030	Flow cytometry result	18401608	012_V1_041812_Tube_004.571030.fcs	012_V1_041812_Tube_004.fcs	2799
571031	Flow cytometry result	22396217	012_V2_41812_Tube_001.571031.fcs	012_V2_41812_Tube_001.fcs	2799
571032	Flow cytometry result	25958704	012_V2_41812_Tube_002.571032.fcs	012_V2_41812_Tube_002.fcs	2799
571033	Flow cytometry result	33434421	012_V2_41812_Tube_003.571033.fcs	012_V2_41812_Tube_003.fcs	2799
571034	Flow cytometry result	26721870	012_V2_41812_Tube_004.571034.fcs	012_V2_41812_Tube_004.fcs	2799
571035	Flow cytometry result	13172719	012_V3_41812_Tube_001.571035.fcs	012_V3_41812_Tube_001.fcs	2799
571036	Flow cytometry result	36036906	012_V3_41812_Tube_002.571036.fcs	012_V3_41812_Tube_002.fcs	2799
571037	Flow cytometry result	57061879	012_V3_41812_Tube_003.571037.fcs	012_V3_41812_Tube_003.fcs	2799
571038	Flow cytometry result	29885366	012_V3_41812_Tube_004.571038.fcs	012_V3_41812_Tube_004.fcs	2799
571039	Flow cytometry result	18833356	012_V4_41812_Tube_001.571039.fcs	012_V4_41812_Tube_001.fcs	2799
571040	Flow cytometry result	22553645	012_V4_41812_Tube_002.571040.fcs	012_V4_41812_Tube_002.fcs	2799
571041	Flow cytometry result	19730840	012_V4_41812_Tube_003.571041.fcs	012_V4_41812_Tube_003.fcs	2799
571042	Flow cytometry result	17884708	012_V4_41812_Tube_004.571042.fcs	012_V4_41812_Tube_004.fcs	2799
571043	Flow cytometry result	17845036	012_V5_41812_Tube_001.571043.fcs	012_V5_41812_Tube_001.fcs	2799
571044	Flow cytometry result	24168426	012_V5_41812_Tube_002.571044.fcs	012_V5_41812_Tube_002.fcs	2799
571045	Flow cytometry result	41418921	012_V5_41812_Tube_003.571045.fcs	012_V5_41812_Tube_003.fcs	2799
571046	Flow cytometry result	17826327	012_V5_41812_Tube_004.571046.fcs	012_V5_41812_Tube_004.fcs	2799
571047	Flow cytometry result	15410116	012_V6_41812_Tube_001.571047.fcs	012_V6_41812_Tube_001.fcs	2799
571048	Flow cytometry result	17773803	012_V6_41812_Tube_002.571048.fcs	012_V6_41812_Tube_002.fcs	2799
571049	Flow cytometry result	35053521	012_V6_41812_Tube_003.571049.fcs	012_V6_41812_Tube_003.fcs	2799
571050	Flow cytometry result	14929469	012_V6_41812_Tube_004.571050.fcs	012_V6_41812_Tube_004.fcs	2799
571051	Flow cytometry result	17242577	012_V7_41812_Tube_001.571051.fcs	012_V7_41812_Tube_001.fcs	2799
571052	Flow cytometry result	17498945	012_V7_41812_Tube_002.571052.fcs	012_V7_41812_Tube_002.fcs	2799
571053	Flow cytometry result	33902961	012_V7_41812_Tube_003.571053.fcs	012_V7_41812_Tube_003.fcs	2799
571054	Flow cytometry result	17024248	012_V7_41812_Tube_004.571054.fcs	012_V7_41812_Tube_004.fcs	2799
571055	Flow cytometry result	15000259	012_V8_41812_Tube_001.571055.fcs	012_V8_41812_Tube_001.fcs	2799
571056	Flow cytometry result	13401603	012_V8_41812_Tube_002.571056.fcs	012_V8_41812_Tube_002.fcs	2799
571057	Flow cytometry result	34038139	012_V8_41812_Tube_003.571057.fcs	012_V8_41812_Tube_003.fcs	2799
571058	Flow cytometry result	16089809	012_V8_41812_Tube_004.571058.fcs	012_V8_41812_Tube_004.fcs	2799
571059	Flow cytometry result	17327906	013_V1_051812_B cell.571059.fcs	013_V1_051812_B cell.fcs	2799
571060	Flow cytometry compensation or control	1229190	CST_051812_LOT#18360.571060.fcs	CST_051812_LOT#18360.fcs	2799
571061	Flow cytometry compensation or control	303071	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_Unstained Control.571061.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_Unstained Control.fcs	2799
571062	Flow cytometry compensation or control	303093	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_IgD FITC Stained Control.571062.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_IgD FITC Stained Control.fcs	2799
571063	Flow cytometry compensation or control	303092	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD14 PE Stained Control.571063.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD14 PE Stained Control.fcs	2799
571064	Flow cytometry compensation or control	303094	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD19 ECD Stained Control.571064.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD19 ECD Stained Control.fcs	2799
571065	Flow cytometry compensation or control	303100	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD20 PE-Cy5 Stained Control.571065.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD20 PE-Cy5 Stained Control.fcs	2799
571066	Flow cytometry compensation or control	303100	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD40 PE-Cy5 Stained Control.571066.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD40 PE-Cy5 Stained Control.fcs	2799
571067	Flow cytometry compensation or control	303107	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CXCR3 PE-Cy5 Stained Control.571067.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CXCR3 PE-Cy5 Stained Control.fcs	2799
571068	Flow cytometry compensation or control	303100	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD38 PE-Cy7 Stained Control.571068.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD38 PE-Cy7 Stained Control.fcs	2799
571069	Flow cytometry compensation or control	303100	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD1c PE-Cy7 Stained Control.571069.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD1c PE-Cy7 Stained Control.fcs	2799
571070	Flow cytometry compensation or control	303092	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD8 APC Stained Control.571070.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD8 APC Stained Control.fcs	2799
571071	Flow cytometry compensation or control	303116	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD3 Alexa Fluor 700 Stained Control.571071.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD3 Alexa Fluor 700 Stained Control.fcs	2799
571072	Flow cytometry compensation or control	303099	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD27 APC-H7 Stained Control.571072.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD27 APC-H7 Stained Control.fcs	2799
571073	Flow cytometry compensation or control	303099	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD16 APC-H7 Stained Control.571073.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD16 APC-H7 Stained Control.fcs	2799
571074	Flow cytometry compensation or control	303104	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD11c APC-H7 Stained Control.571074.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD11c APC-H7 Stained Control.fcs	2799
571075	Flow cytometry compensation or control	303093	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD4 APC-H7 Stained Control.571075.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD4 APC-H7 Stained Control.fcs	2799
571076	Flow cytometry compensation or control	303113	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD86 Pacific Blue Stained Control.571076.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD86 Pacific Blue Stained Control.fcs	2799
571077	Flow cytometry compensation or control	303113	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_PD-1 Pacific Blue Stained Control.571077.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_PD-1 Pacific Blue Stained Control.fcs	2799
571078	Flow cytometry compensation or control	303114	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD3 Pacific Orange Stained Control.571078.fcs	ExVivo_PBMC_Phenotyping_PT13--Compensation Controls_CD3 Pacific Orange Stained Control.fcs	2799
571079	Flow cytometry result	30982650	013_V1_051812_Mono.571079.fcs	013_V1_051812_Mono.fcs	2799
571080	Flow cytometry result	33891922	013_V1_051812_DC.571080.fcs	013_V1_051812_DC.fcs	2799
571081	Flow cytometry result	20741360	013_V1_051812_TFH.571081.fcs	013_V1_051812_TFH.fcs	2799
571082	Flow cytometry result	22059148	013_V2_051812_Tube_001.571082.fcs	013_V2_051812_Tube_001.fcs	2799
571083	Flow cytometry result	53954913	013_V2_051812_Tube_002.571083.fcs	013_V2_051812_Tube_002.fcs	2799
571084	Flow cytometry result	54429869	013_V2_051812_Tube_003.571084.fcs	013_V2_051812_Tube_003.fcs	2799
571085	Flow cytometry result	27589465	013_V2_051812_Tube_004.571085.fcs	013_V2_051812_Tube_004.fcs	2799
571086	Flow cytometry result	32752948	013_V3_051812_Tube_001.571086.fcs	013_V3_051812_Tube_001.fcs	2799
571087	Flow cytometry result	76117112	013_V3_051812_Tube_002.571087.fcs	013_V3_051812_Tube_002.fcs	2799
571088	Flow cytometry result	69625829	013_V3_051812_Tube_003.571088.fcs	013_V3_051812_Tube_003.fcs	2799
571089	Flow cytometry result	24813624	013_V3_051812_Tube_004.571089.fcs	013_V3_051812_Tube_004.fcs	2799
571090	Flow cytometry result	18846328	013_V4_051812_Tube_001.571090.fcs	013_V4_051812_Tube_001.fcs	2799
571091	Flow cytometry result	41632054	013_V4_051812_Tube_002.571091.fcs	013_V4_051812_Tube_002.fcs	2799
571092	Flow cytometry result	39931527	013_V4_051812_Tube_003.571092.fcs	013_V4_051812_Tube_003.fcs	2799
571093	Flow cytometry result	14624065	013_V4_051812_Tube_004.571093.fcs	013_V4_051812_Tube_004.fcs	2799
571094	Flow cytometry result	21653608	013_V5_051812_Tube_001.571094.fcs	013_V5_051812_Tube_001.fcs	2799
571095	Flow cytometry result	51539434	013_V5_051812_Tube_002.571095.fcs	013_V5_051812_Tube_002.fcs	2799
571096	Flow cytometry result	37486350	013_V5_051812_Tube_003.571096.fcs	013_V5_051812_Tube_003.fcs	2799
571097	Flow cytometry result	24448767	013_V5_051812_Tube_004.571097.fcs	013_V5_051812_Tube_004.fcs	2799
571098	Flow cytometry result	14417428	013_V6_051812_Tube_001.571098.fcs	013_V6_051812_Tube_001.fcs	2799
571099	Flow cytometry result	34937495	013_V6_051812_Tube_002.571099.fcs	013_V6_051812_Tube_002.fcs	2799
571100	Flow cytometry result	26043450	013_V6_051812_Tube_003.571100.fcs	013_V6_051812_Tube_003.fcs	2799
571101	Flow cytometry result	18171803	013_V6_051812_Tube_004.571101.fcs	013_V6_051812_Tube_004.fcs	2799
571102	Flow cytometry result	17806829	013_V7_051812_Tube_001.571102.fcs	013_V7_051812_Tube_001.fcs	2799
571103	Flow cytometry result	41541394	013_V7_051812_Tube_002.571103.fcs	013_V7_051812_Tube_002.fcs	2799
571104	Flow cytometry result	36236731	013_V7_051812_Tube_003.571104.fcs	013_V7_051812_Tube_003.fcs	2799
571105	Flow cytometry result	23893886	013_V7_051812_Tube_004.571105.fcs	013_V7_051812_Tube_004.fcs	2799
571106	Flow cytometry result	27365189	013_V8_051812_Tube_001.571106.fcs	013_V8_051812_Tube_001.fcs	2799
571107	Flow cytometry result	64094734	013_V8_051812_Tube_002.571107.fcs	013_V8_051812_Tube_002.fcs	2799
571108	Flow cytometry result	57025587	013_V8_051812_Tube_003.571108.fcs	013_V8_051812_Tube_003.fcs	2799
571109	Flow cytometry result	25720886	013_V8_051812_Tube_004.571109.fcs	013_V8_051812_Tube_004.fcs	2799
571110	Flow cytometry result	23033175	031_V1_051712_B cell.571110.fcs	031_V1_051712_B cell.fcs	2799
571111	Flow cytometry compensation or control	15778111	CST_051712_LOT#18360.571111.fcs	CST_051712_LOT#18360.fcs	2799
571112	Flow cytometry compensation or control	364990	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_Unstained Control.571112.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_Unstained Control.fcs	2799
571113	Flow cytometry compensation or control	377193	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_IgD FITC Stained Control.571113.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_IgD FITC Stained Control.fcs	2799
571114	Flow cytometry compensation or control	359192	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD14 PE Stained Control.571114.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD14 PE Stained Control.fcs	2799
571115	Flow cytometry compensation or control	358654	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD19 ECD Stained Control.571115.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD19 ECD Stained Control.fcs	2799
571116	Flow cytometry compensation or control	356320	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD20 PE-Cy5 Stained Control.571116.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD20 PE-Cy5 Stained Control.fcs	2799
571117	Flow cytometry compensation or control	355300	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD40 PE-Cy5 Stained Control.571117.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD40 PE-Cy5 Stained Control.fcs	2799
571118	Flow cytometry compensation or control	358185	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CXCR3 PE-Cy5 Stained Control.571118.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CXCR3 PE-Cy5 Stained Control.fcs	2799
571119	Flow cytometry compensation or control	354460	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD38 PE-Cy7 Stained Control.571119.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD38 PE-Cy7 Stained Control.fcs	2799
571120	Flow cytometry compensation or control	358060	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD1c PE-Cy7 Stained Control.571120.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD1c PE-Cy7 Stained Control.fcs	2799
571121	Flow cytometry compensation or control	354993	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD8 APC Stained Control.571121.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD8 APC Stained Control.fcs	2799
571122	Flow cytometry compensation or control	353696	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD3 Alexa Fluor 700 Stained Control.571122.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD3 Alexa Fluor 700 Stained Control.fcs	2799
571123	Flow cytometry compensation or control	365621	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD27 APC-H7 Stained Control.571123.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD27 APC-H7 Stained Control.fcs	2799
571124	Flow cytometry compensation or control	359740	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD16 APC-H7 Stained Control.571124.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD16 APC-H7 Stained Control.fcs	2799
571125	Flow cytometry compensation or control	370184	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD11c APC-H7 Stained Control.571125.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD11c APC-H7 Stained Control.fcs	2799
571126	Flow cytometry compensation or control	362138	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD4 APC-H7 Stained Control.571126.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD4 APC-H7 Stained Control.fcs	2799
571127	Flow cytometry compensation or control	355972	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD86 Pacific Blue Stained Control.571127.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD86 Pacific Blue Stained Control.fcs	2799
571128	Flow cytometry compensation or control	353153	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_PD-1 Pacific Blue Stained Control.571128.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_PD-1 Pacific Blue Stained Control.fcs	2799
571129	Flow cytometry compensation or control	363115	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD3 Pacific Orange Stained Control.571129.fcs	ExVivo_PBMC_Phenotyping_PT31--Compensation Controls_CD3 Pacific Orange Stained Control.fcs	2799
571130	Flow cytometry result	52874898	031_V1_051712_Mono.571130.fcs	031_V1_051712_Mono.fcs	2799
571131	Flow cytometry result	53916610	031_V1_051712_DC.571131.fcs	031_V1_051712_DC.fcs	2799
571132	Flow cytometry result	24983469	031_V1_051712_TFH.571132.fcs	031_V1_051712_TFH.fcs	2799
571133	Flow cytometry result	38417897	031_V2_051712_Tube_001.571133.fcs	031_V2_051712_Tube_001.fcs	2799
571134	Flow cytometry result	66906502	031_V2_051712_Tube_002.571134.fcs	031_V2_051712_Tube_002.fcs	2799
571135	Flow cytometry result	75112876	031_V2_051712_Tube_003.571135.fcs	031_V2_051712_Tube_003.fcs	2799
571136	Flow cytometry result	49828334	031_V2_051712_Tube_004.571136.fcs	031_V2_051712_Tube_004.fcs	2799
571137	Flow cytometry result	34669397	031_V3_051712_Tube_001.571137.fcs	031_V3_051712_Tube_001.fcs	2799
571138	Flow cytometry result	82263382	031_V3_051712_Tube_002.571138.fcs	031_V3_051712_Tube_002.fcs	2799
571139	Flow cytometry result	82377976	031_V3_051712_Tube_003.571139.fcs	031_V3_051712_Tube_003.fcs	2799
571140	Flow cytometry result	36595334	031_V3_051712_Tube_004.571140.fcs	031_V3_051712_Tube_004.fcs	2799
571141	Flow cytometry result	38932937	031_V4_051712_Tube_001.571141.fcs	031_V4_051712_Tube_001.fcs	2799
571142	Flow cytometry result	72760102	031_V4_051712_Tube_002.571142.fcs	031_V4_051712_Tube_002.fcs	2799
571143	Flow cytometry result	85772716	031_V4_051712_Tube_003.571143.fcs	031_V4_051712_Tube_003.fcs	2799
571144	Flow cytometry result	44694554	031_V4_051712_Tube_004.571144.fcs	031_V4_051712_Tube_004.fcs	2799
571145	Flow cytometry result	49881378	031_V5_051712_Tube_001.571145.fcs	031_V5_051712_Tube_001.fcs	2799
571146	Flow cytometry result	46854203	031_V5_051712_Tube_002.571146.fcs	031_V5_051712_Tube_002.fcs	2799
571147	Flow cytometry result	101869457	031_V5_051712_Tube_003.571147.fcs	031_V5_051712_Tube_003.fcs	2799
571148	Flow cytometry result	36634995	031_V5_051712_Tube_004.571148.fcs	031_V5_051712_Tube_004.fcs	2799
571149	Flow cytometry result	36375498	031_V6_051712_Tube_001.571149.fcs	031_V6_051712_Tube_001.fcs	2799
571150	Flow cytometry result	75786803	031_V6_051712_Tube_002.571150.fcs	031_V6_051712_Tube_002.fcs	2799
571151	Flow cytometry result	78695837	031_V6_051712_Tube_003.571151.fcs	031_V6_051712_Tube_003.fcs	2799
571152	Flow cytometry result	43522095	031_V6_051712_Tube_004.571152.fcs	031_V6_051712_Tube_004.fcs	2799
571153	Flow cytometry result	43713438	031_V7_051712_Tube_001.571153.fcs	031_V7_051712_Tube_001.fcs	2799
571154	Flow cytometry result	100179443	031_V7_051712_Tube_002.571154.fcs	031_V7_051712_Tube_002.fcs	2799
571155	Flow cytometry result	107607917	031_V7_051712_Tube_003.571155.fcs	031_V7_051712_Tube_003.fcs	2799
571156	Flow cytometry result	45152655	031_V7_051712_Tube_004.571156.fcs	031_V7_051712_Tube_004.fcs	2799
571157	Flow cytometry result	46413558	031_V8_051712_Tube_001.571157.fcs	031_V8_051712_Tube_001.fcs	2799
571158	Flow cytometry result	142788623	031_V8_051712_Tube_002.571158.fcs	031_V8_051712_Tube_002.fcs	2799
571159	Flow cytometry result	111101717	031_V8_051712_Tube_003.571159.fcs	031_V8_051712_Tube_003.fcs	2799
571160	Flow cytometry result	48178815	031_V8_051712_Tube_004.571160.fcs	031_V8_051712_Tube_004.fcs	2799
571161	Flow cytometry result	22069360	034_V1_041912_Tube_001.571161.fcs	034_V1_041912_Tube_001.fcs	2799
571162	Flow cytometry compensation or control	303013	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_Alexa Fluor 700 Stained Control.571162.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_Alexa Fluor 700 Stained Control.fcs	2799
571163	Flow cytometry compensation or control	302989	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_APC Stained Control.571163.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_APC Stained Control.fcs	2799
571164	Flow cytometry compensation or control	302987	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_PE Stained Control.571164.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_PE Stained Control.fcs	2799
571165	Flow cytometry compensation or control	303019	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD11c APC-H7 Stained Control.571165.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD11c APC-H7 Stained Control.fcs	2799
