FILE_INFO_ID	DETAIL	FILESIZE_BYTES	NAME	ORIGINAL_FILE_NAME	WORKSPACE_ID
571166	Flow cytometry compensation or control	303015	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD16 APC-H7 Stained Control.571166.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD16 APC-H7 Stained Control.fcs	2799
571167	Flow cytometry compensation or control	303015	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD1c PE-Cy7 Stained Control.571167.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD1c PE-Cy7 Stained Control.fcs	2799
571168	Flow cytometry compensation or control	303015	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD20 PE-Cy5 Stained Control.571168.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD20 PE-Cy5 Stained Control.fcs	2799
571169	Flow cytometry compensation or control	303016	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD27 APC-H7 Stained Control.571169.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD27 APC-H7 Stained Control.fcs	2799
571170	Flow cytometry compensation or control	303016	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD38 PE-Cy7 Stained Control.571170.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD38 PE-Cy7 Stained Control.fcs	2799
571171	Flow cytometry compensation or control	303013	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD4 APC-H7 Stained Control.571171.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD4 APC-H7 Stained Control.fcs	2799
571172	Flow cytometry compensation or control	303015	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD40 PE-Cy5 Stained Control.571172.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CD40 PE-Cy5 Stained Control.fcs	2799
571173	Flow cytometry compensation or control	303024	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CXC3CR1 PE-Cy5 Stained Control.571173.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_CXC3CR1 PE-Cy5 Stained Control.fcs	2799
571174	Flow cytometry compensation or control	302989	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_ECD Stained Control.571174.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_ECD Stained Control.fcs	2799
571175	Flow cytometry compensation or control	671595	CST_041912_Tube_001.571175.fcs	CST_041912_Tube_001.fcs	2799
571176	Flow cytometry compensation or control	302991	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_FITC Stained Control.571176.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_FITC Stained Control.fcs	2799
571177	Flow cytometry compensation or control	303007	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_Pacific Blue Stained Control.571177.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_Pacific Blue Stained Control.fcs	2799
571178	Flow cytometry compensation or control	303012	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_Pacific Orange Stained Control.571178.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_Pacific Orange Stained Control.fcs	2799
571179	Flow cytometry compensation or control	302986	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_Unstained Control.571179.fcs	ExVivo_PBMC_Phenotyping_PT34--Compensation Controls_Unstained Control.fcs	2799
571180	Flow cytometry result	22784340	034_V1_041912_Tube_002.571180.fcs	034_V1_041912_Tube_002.fcs	2799
571181	Flow cytometry result	33226294	034_V1_041912_Tube_003.571181.fcs	034_V1_041912_Tube_003.fcs	2799
571182	Flow cytometry result	25452595	034_V1_041912_Tube_004.571182.fcs	034_V1_041912_Tube_004.fcs	2799
571183	Flow cytometry result	12532118	034_V2_41912_Tube_001.571183.fcs	034_V2_41912_Tube_001.fcs	2799
571184	Flow cytometry result	15486956	034_V2_41912_Tube_002.571184.fcs	034_V2_41912_Tube_002.fcs	2799
571185	Flow cytometry result	26639256	034_V2_41912_Tube_003.571185.fcs	034_V2_41912_Tube_003.fcs	2799
571186	Flow cytometry result	15351236	034_V2_41912_Tube_004.571186.fcs	034_V2_41912_Tube_004.fcs	2799
571187	Flow cytometry result	17336561	034_V3_41912_Tube_001.571187.fcs	034_V3_41912_Tube_001.fcs	2799
571188	Flow cytometry result	23066579	034_V3_41912_Tube_002.571188.fcs	034_V3_41912_Tube_002.fcs	2799
571189	Flow cytometry result	44355212	034_V3_41912_Tube_003.571189.fcs	034_V3_41912_Tube_003.fcs	2799
571190	Flow cytometry result	22145156	034_V3_41912_Tube_004.571190.fcs	034_V3_41912_Tube_004.fcs	2799
571191	Flow cytometry result	19767039	034_V4_41912_Tube_001.571191.fcs	034_V4_41912_Tube_001.fcs	2799
571192	Flow cytometry result	19460399	034_V4_41912_Tube_002.571192.fcs	034_V4_41912_Tube_002.fcs	2799
571193	Flow cytometry result	38404236	034_V4_41912_Tube_003.571193.fcs	034_V4_41912_Tube_003.fcs	2799
571194	Flow cytometry result	20684636	034_V4_41912_Tube_004.571194.fcs	034_V4_41912_Tube_004.fcs	2799
571195	Flow cytometry result	23311600	034_V5_41912_Tube_001.571195.fcs	034_V5_41912_Tube_001.fcs	2799
571196	Flow cytometry result	22098720	034_V5_41912_Tube_002.571196.fcs	034_V5_41912_Tube_002.fcs	2799
571197	Flow cytometry result	51942575	034_V5_41912_Tube_003.571197.fcs	034_V5_41912_Tube_003.fcs	2799
571198	Flow cytometry result	26574357	034_V5_41912_Tube_004.571198.fcs	034_V5_41912_Tube_004.fcs	2799
571199	Flow cytometry result	21139418	034_V6_41912_Tube_001.571199.fcs	034_V6_41912_Tube_001.fcs	2799
571200	Flow cytometry result	17171279	034_V6_41912_Tube_002.571200.fcs	034_V6_41912_Tube_002.fcs	2799
571201	Flow cytometry result	36716255	034_V6_41912_Tube_003.571201.fcs	034_V6_41912_Tube_003.fcs	2799
571202	Flow cytometry result	20762937	034_V6_41912_Tube_004.571202.fcs	034_V6_41912_Tube_004.fcs	2799
571203	Flow cytometry result	19881400	034_V7_41912_Tube_001.571203.fcs	034_V7_41912_Tube_001.fcs	2799
571204	Flow cytometry result	17743798	034_V7_41912_Tube_002.571204.fcs	034_V7_41912_Tube_002.fcs	2799
571205	Flow cytometry result	44787693	034_V7_41912_Tube_003.571205.fcs	034_V7_41912_Tube_003.fcs	2799
571206	Flow cytometry result	21241617	034_V7_41912_Tube_004.571206.fcs	034_V7_41912_Tube_004.fcs	2799
571207	Flow cytometry result	21555877	034_V8_41912_Tube_001.571207.fcs	034_V8_41912_Tube_001.fcs	2799
571208	Flow cytometry result	18928980	034_V8_41912_Tube_002.571208.fcs	034_V8_41912_Tube_002.fcs	2799
571209	Flow cytometry result	31929578	034_V8_41912_Tube_003.571209.fcs	034_V8_41912_Tube_003.fcs	2799
571210	Flow cytometry result	22320237	034_V8_41912_Tube_004.571210.fcs	034_V8_41912_Tube_004.fcs	2799
571211	Flow cytometry result	7905364	039_V1_042012_Tube_001.571211.fcs	039_V1_042012_Tube_001.fcs	2799
571212	Flow cytometry compensation or control	303013	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_Alexa Fluor 700 Stained Control.571212.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_Alexa Fluor 700 Stained Control.fcs	2799
571213	Flow cytometry compensation or control	302989	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_APC Stained Control.571213.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_APC Stained Control.fcs	2799
571214	Flow cytometry compensation or control	302987	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_PE Stained Control.571214.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_PE Stained Control.fcs	2799
571215	Flow cytometry compensation or control	303022	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD11c APC-H7 Stained Control.571215.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD11c APC-H7 Stained Control.fcs	2799
571216	Flow cytometry compensation or control	303017	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD16 APC-H7 Stained Control.571216.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD16 APC-H7 Stained Control.fcs	2799
571217	Flow cytometry compensation or control	303015	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD1c PE-Cy7 Stained Control.571217.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD1c PE-Cy7 Stained Control.fcs	2799
571218	Flow cytometry compensation or control	303015	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD20 PE-Cy5 Stained Control.571218.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD20 PE-Cy5 Stained Control.fcs	2799
571219	Flow cytometry compensation or control	303016	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD27 APC-H7 Stained Control.571219.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD27 APC-H7 Stained Control.fcs	2799
571220	Flow cytometry compensation or control	303015	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD38 PE-Cy7 Stained Control.571220.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD38 PE-Cy7 Stained Control.fcs	2799
571221	Flow cytometry compensation or control	303013	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD4 APC-H7 Stained Control.571221.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD4 APC-H7 Stained Control.fcs	2799
571222	Flow cytometry compensation or control	303014	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD40 PE-Cy5 Stained Control.571222.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CD40 PE-Cy5 Stained Control.fcs	2799
571223	Flow cytometry compensation or control	303025	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CXC3CR1 PE-Cy5 Stained Control.571223.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_CXC3CR1 PE-Cy5 Stained Control.fcs	2799
571224	Flow cytometry compensation or control	302988	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_ECD Stained Control.571224.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_ECD Stained Control.fcs	2799
571225	Flow cytometry compensation or control	1173120	CST_042012_Tube_001.571225.fcs	CST_042012_Tube_001.fcs	2799
571226	Flow cytometry compensation or control	302991	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_FITC Stained Control.571226.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_FITC Stained Control.fcs	2799
571227	Flow cytometry compensation or control	303006	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_Pacific Blue Stained Control.571227.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_Pacific Blue Stained Control.fcs	2799
571228	Flow cytometry compensation or control	303011	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_Pacific Orange Stained Control.571228.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_Pacific Orange Stained Control.fcs	2799
571229	Flow cytometry compensation or control	302989	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_Unstained Control.571229.fcs	ExVivo_PBMC_Phenotyping_PT39--Compensation Controls_Unstained Control.fcs	2799
571230	Flow cytometry result	9357639	039_V1_042012_Tube_002.571230.fcs	039_V1_042012_Tube_002.fcs	2799
571231	Flow cytometry result	16069611	039_V1_042012_Tube_003.571231.fcs	039_V1_042012_Tube_003.fcs	2799
571232	Flow cytometry result	8723940	039_V1_042012_Tube_004.571232.fcs	039_V1_042012_Tube_004.fcs	2799
571233	Flow cytometry result	11211897	039_V2_42012_Tube_001.571233.fcs	039_V2_42012_Tube_001.fcs	2799
571234	Flow cytometry result	13606240	039_V2_42012_Tube_002.571234.fcs	039_V2_42012_Tube_002.fcs	2799
571235	Flow cytometry result	24526010	039_V2_42012_Tube_003.571235.fcs	039_V2_42012_Tube_003.fcs	2799
571236	Flow cytometry result	13651016	039_V2_42012_Tube_004.571236.fcs	039_V2_42012_Tube_004.fcs	2799
571237	Flow cytometry result	12089103	039_V3_42012_Tube_001.571237.fcs	039_V3_42012_Tube_001.fcs	2799
571238	Flow cytometry result	12516639	039_V3_42012_Tube_002.571238.fcs	039_V3_42012_Tube_002.fcs	2799
571239	Flow cytometry result	15999950	039_V3_42012_Tube_003.571239.fcs	039_V3_42012_Tube_003.fcs	2799
571240	Flow cytometry result	11643720	039_V3_42012_Tube_004.571240.fcs	039_V3_42012_Tube_004.fcs	2799
571241	Flow cytometry result	12310862	039_V4_42012_Tube_001.571241.fcs	039_V4_42012_Tube_001.fcs	2799
571242	Flow cytometry result	18012581	039_V4_42012_Tube_002.571242.fcs	039_V4_42012_Tube_002.fcs	2799
571243	Flow cytometry result	22791292	039_V4_42012_Tube_003.571243.fcs	039_V4_42012_Tube_003.fcs	2799
571244	Flow cytometry result	14606169	039_V4_42012_Tube_004.571244.fcs	039_V4_42012_Tube_004.fcs	2799
571245	Flow cytometry result	11762643	039_V5_42012_Tube_001.571245.fcs	039_V5_42012_Tube_001.fcs	2799
571246	Flow cytometry result	15251981	039_V5_42012_Tube_002.571246.fcs	039_V5_42012_Tube_002.fcs	2799
571247	Flow cytometry result	10676629	039_V5_42012_Tube_003.571247.fcs	039_V5_42012_Tube_003.fcs	2799
571248	Flow cytometry result	5462585	039_V5_42012_Tube_004.571248.fcs	039_V5_42012_Tube_004.fcs	2799
571249	Flow cytometry result	7090684	039_V6_42012_Tube_001.571249.fcs	039_V6_42012_Tube_001.fcs	2799
571250	Flow cytometry result	16046322	039_V6_42012_Tube_002.571250.fcs	039_V6_42012_Tube_002.fcs	2799
571251	Flow cytometry result	32777510	039_V6_42012_Tube_003.571251.fcs	039_V6_42012_Tube_003.fcs	2799
571252	Flow cytometry result	14364009	039_V6_42012_Tube_004.571252.fcs	039_V6_42012_Tube_004.fcs	2799
571253	Flow cytometry result	14386444	039_V7_42012_Tube_001.571253.fcs	039_V7_42012_Tube_001.fcs	2799
571254	Flow cytometry result	13939658	039_V7_42012_Tube_002.571254.fcs	039_V7_42012_Tube_002.fcs	2799
571255	Flow cytometry result	31966432	039_V7_42012_Tube_003.571255.fcs	039_V7_42012_Tube_003.fcs	2799
571256	Flow cytometry result	10681992	039_V7_42012_Tube_004.571256.fcs	039_V7_42012_Tube_004.fcs	2799
571257	Flow cytometry result	13933200	039_V8_42012_Tube_001.571257.fcs	039_V8_42012_Tube_001.fcs	2799
571258	Flow cytometry result	14732250	039_V8_42012_Tube_002.571258.fcs	039_V8_42012_Tube_002.fcs	2799
571259	Flow cytometry result	31190752	039_V8_42012_Tube_003.571259.fcs	039_V8_42012_Tube_003.fcs	2799
571260	Flow cytometry result	12763085	039_V8_42012_Tube_004.571260.fcs	039_V8_42012_Tube_004.fcs	2799
571261	Flow cytometry result	17413695	046_V1_052112_B cell.571261.fcs	046_V1_052112_B cell.fcs	2799
571262	Flow cytometry compensation or control	2104115	CST_052112_LOT#18360.571262.fcs	CST_052112_LOT#18360.fcs	2799
571263	Flow cytometry compensation or control	361810	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_Unstained Control.571263.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_Unstained Control.fcs	2799
571264	Flow cytometry compensation or control	362613	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_IgD FITC Stained Control.571264.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_IgD FITC Stained Control.fcs	2799
571265	Flow cytometry compensation or control	366152	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD14 PE Stained Control.571265.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD14 PE Stained Control.fcs	2799
571266	Flow cytometry compensation or control	368434	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD19 ECD Stained Control.571266.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD19 ECD Stained Control.fcs	2799
571267	Flow cytometry compensation or control	371440	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD20 PE-Cy5 Stained Control.571267.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD20 PE-Cy5 Stained Control.fcs	2799
571268	Flow cytometry compensation or control	364180	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD40 PE-Cy5 Stained Control.571268.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD40 PE-Cy5 Stained Control.fcs	2799
571269	Flow cytometry compensation or control	372285	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CXCR3 PE-Cy5 Stained Control.571269.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CXCR3 PE-Cy5 Stained Control.fcs	2799
571270	Flow cytometry compensation or control	356980	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD38 PE-Cy7 Stained Control.571270.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD38 PE-Cy7 Stained Control.fcs	2799
571271	Flow cytometry compensation or control	368620	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD1c PE-Cy7 Stained Control.571271.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD1c PE-Cy7 Stained Control.fcs	2799
571272	Flow cytometry compensation or control	367652	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD8 APC Stained Control.571272.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD8 APC Stained Control.fcs	2799
571273	Flow cytometry compensation or control	373616	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD3 Alexa Fluor 700 Stained Control.571273.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD3 Alexa Fluor 700 Stained Control.fcs	2799
571274	Flow cytometry compensation or control	376001	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD27 APC-H7 Stained Control.571274.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD27 APC-H7 Stained Control.fcs	2799
571275	Flow cytometry compensation or control	372581	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD16 APC-H7 Stained Control.571275.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD16 APC-H7 Stained Control.fcs	2799
571276	Flow cytometry compensation or control	376004	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD11c APC-H7 Stained Control.571276.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD11c APC-H7 Stained Control.fcs	2799
571277	Flow cytometry compensation or control	372519	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD4 APC-H7 Stained Control.571277.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD4 APC-H7 Stained Control.fcs	2799
571278	Flow cytometry compensation or control	362993	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD86 Pacific Blue Stained Control.571278.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD86 Pacific Blue Stained Control.fcs	2799
571279	Flow cytometry compensation or control	361733	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_PD-1 Pacific Blue Stained Control.571279.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_PD-1 Pacific Blue Stained Control.fcs	2799
571280	Flow cytometry compensation or control	382134	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD3 Pacific Orange Stained Control.571280.fcs	ExVivo_PBMC_Phenotyping_PT46--Compensation Controls_CD3 Pacific Orange Stained Control.fcs	2799
571281	Flow cytometry result	85770378	046_V1_052112_Mono.571281.fcs	046_V1_052112_Mono.fcs	2799
571282	Flow cytometry result	79414330	046_V1_052112_DC.571282.fcs	046_V1_052112_DC.fcs	2799
571283	Flow cytometry result	35985309	046_V1_052112_TFH.571283.fcs	046_V1_052112_TFH.fcs	2799
571284	Flow cytometry result	33071609	046_V2_052112_Tube_001.571284.fcs	046_V2_052112_Tube_001.fcs	2799
571285	Flow cytometry result	85258233	046_V2_052112_Tube_002.571285.fcs	046_V2_052112_Tube_002.fcs	2799
571286	Flow cytometry result	77334376	046_V2_052112_Tube_003.571286.fcs	046_V2_052112_Tube_003.fcs	2799
571287	Flow cytometry result	45438374	046_V2_052112_Tube_004.571287.fcs	046_V2_052112_Tube_004.fcs	2799
571288	Flow cytometry result	48644777	046_V3_052112_Tube_001.571288.fcs	046_V3_052112_Tube_001.fcs	2799
571289	Flow cytometry result	140629882	046_V3_052112_Tube_002.571289.fcs	046_V3_052112_Tube_002.fcs	2799
571290	Flow cytometry result	125465056	046_V3_052112_Tube_003.571290.fcs	046_V3_052112_Tube_003.fcs	2799
571291	Flow cytometry result	57037454	046_V3_052112_Tube_004.571291.fcs	046_V3_052112_Tube_004.fcs	2799
571292	Flow cytometry result	51195557	046_V4_052112_Tube_001.571292.fcs	046_V4_052112_Tube_001.fcs	2799
571293	Flow cytometry result	106235362	046_V4_052112_Tube_002.571293.fcs	046_V4_052112_Tube_002.fcs	2799
571294	Flow cytometry result	42318856	046_V4_052112_Tube_003.571294.fcs	046_V4_052112_Tube_003.fcs	2799
571295	Flow cytometry result	99343754	046_V4_052112_Tube_004.571295.fcs	046_V4_052112_Tube_004.fcs	2799
571296	Flow cytometry result	35906718	046_V5_052112_Tube_001.571296.fcs	046_V5_052112_Tube_001.fcs	2799
571297	Flow cytometry result	71695283	046_V5_052112_Tube_002.571297.fcs	046_V5_052112_Tube_002.fcs	2799
571298	Flow cytometry result	66878777	046_V5_052112_Tube_003.571298.fcs	046_V5_052112_Tube_003.fcs	2799
571299	Flow cytometry result	35407755	046_V5_052112_Tube_004.571299.fcs	046_V5_052112_Tube_004.fcs	2799
571300	Flow cytometry result	44548038	046_V6_052112_Tube_001.571300.fcs	046_V6_052112_Tube_001.fcs	2799
571301	Flow cytometry result	92107763	046_V6_052112_Tube_002.571301.fcs	046_V6_052112_Tube_002.fcs	2799
571302	Flow cytometry result	90633197	046_V6_052112_Tube_003.571302.fcs	046_V6_052112_Tube_003.fcs	2799
571303	Flow cytometry result	53472255	046_V6_052112_Tube_004.571303.fcs	046_V6_052112_Tube_004.fcs	2799
571304	Flow cytometry result	41096118	046_V7_052112_Tube_001.571304.fcs	046_V7_052112_Tube_001.fcs	2799
571305	Flow cytometry result	90727523	046_V7_052112_Tube_002.571305.fcs	046_V7_052112_Tube_002.fcs	2799
571306	Flow cytometry result	44605757	046_V7_052112_Tube_003.571306.fcs	046_V7_052112_Tube_003.fcs	2799
571307	Flow cytometry result	42545235	046_V7_052112_Tube_004.571307.fcs	046_V7_052112_Tube_004.fcs	2799
571308	Flow cytometry result	47003778	046_V8_052112_Tube_001.571308.fcs	046_V8_052112_Tube_001.fcs	2799
571309	Flow cytometry result	127292183	046_V8_052112_Tube_002.571309.fcs	046_V8_052112_Tube_002.fcs	2799
571310	Flow cytometry result	99597437	046_V8_052112_Tube_003.571310.fcs	046_V8_052112_Tube_003.fcs	2799
571311	Flow cytometry result	53030055	046_V8_052112_Tube_004.571311.fcs	046_V8_052112_Tube_004.fcs	2799
571312	Flow cytometry result	10214065	050_V1_052312_B cell.571312.fcs	050_V1_052312_B cell.fcs	2799
571313	Flow cytometry compensation or control	1094722	CST_052312_LOT#18360.571313.fcs	CST_052312_LOT#18360.fcs	2799
571314	Flow cytometry compensation or control	303071	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_Unstained Control.571314.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_Unstained Control.fcs	2799
571315	Flow cytometry compensation or control	303094	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_IgD FITC Stained Control.571315.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_IgD FITC Stained Control.fcs	2799
571316	Flow cytometry compensation or control	303091	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD14 PE Stained Control.571316.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD14 PE Stained Control.fcs	2799
571317	Flow cytometry compensation or control	303096	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD19 ECD Stained Control.571317.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD19 ECD Stained Control.fcs	2799
571318	Flow cytometry compensation or control	303100	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD20 PE-Cy5 Stained Control.571318.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD20 PE-Cy5 Stained Control.fcs	2799
571319	Flow cytometry compensation or control	303104	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD40 PE-Cy5 Stained Control.571319.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD40 PE-Cy5 Stained Control.fcs	2799
571320	Flow cytometry compensation or control	303107	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CXCR3 PE-Cy5 Stained Control.571320.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CXCR3 PE-Cy5 Stained Control.fcs	2799
571321	Flow cytometry compensation or control	303101	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD38 PE-Cy7 Stained Control.571321.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD38 PE-Cy7 Stained Control.fcs	2799
571322	Flow cytometry compensation or control	303100	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD1c PE-Cy7 Stained Control.571322.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD1c PE-Cy7 Stained Control.fcs	2799
571323	Flow cytometry compensation or control	303092	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD8 APC Stained Control.571323.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD8 APC Stained Control.fcs	2799
571324	Flow cytometry compensation or control	303116	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD3 Alexa Fluor 700 Stained Control.571324.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD3 Alexa Fluor 700 Stained Control.fcs	2799
571325	Flow cytometry compensation or control	303102	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD27 APC-H7 Stained Control.571325.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD27 APC-H7 Stained Control.fcs	2799
571326	Flow cytometry compensation or control	303101	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD16 APC-H7 Stained Control.571326.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD16 APC-H7 Stained Control.fcs	2799
571327	Flow cytometry compensation or control	303106	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD11c APC-H7 Stained Control.571327.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD11c APC-H7 Stained Control.fcs	2799
571328	Flow cytometry compensation or control	303098	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD4 APC-H7 Stained Control.571328.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD4 APC-H7 Stained Control.fcs	2799
571329	Flow cytometry compensation or control	303113	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD86 Pacific Blue Stained Control.571329.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD86 Pacific Blue Stained Control.fcs	2799
571330	Flow cytometry compensation or control	303115	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_PD-1 Pacific Blue Stained Control.571330.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_PD-1 Pacific Blue Stained Control.fcs	2799
571331	Flow cytometry compensation or control	303114	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD3 Pacific Orange Stained Control.571331.fcs	ExVivo_PBMC_Phenotyping_PT50--Compensation Controls_CD3 Pacific Orange Stained Control.fcs	2799
